bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,98,0.011737,0.163265,0.151528
1,0.1,0.2,3,0.123023,1.0,0.876977
2,0.2,0.3,2,0.214203,0.0,0.214203
3,0.3,0.4,4,0.360087,0.5,0.139913
4,0.4,0.5,5,0.459027,0.4,0.059027
5,0.5,0.6,2,0.520846,0.0,0.520846
6,0.6,0.7,9,0.67911,0.666667,0.012443
7,0.7,0.8,4,0.776995,0.5,0.276995
8,0.8,0.9,15,0.850436,0.8,0.050436
9,0.9,1.0,578,0.997495,0.963668,0.033827
