oof_fold,human_fold,epoch,checkpoint_id,checkpoint_path,exists,source
09,10,118,fold_09_epoch_118,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch117.pt,1,discovered
09,10,119,fold_09_epoch_119,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch118.pt,1,discovered
09,10,120,fold_09_epoch_120,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch119.pt,1,discovered
09,10,121,fold_09_epoch_121,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch120.pt,1,discovered
09,10,122,fold_09_epoch_122,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch121.pt,1,discovered
09,10,123,fold_09_epoch_123,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch122.pt,1,discovered
09,10,124,fold_09_epoch_124,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch123.pt,1,discovered
09,10,125,fold_09_epoch_125,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch124.pt,1,discovered
09,10,126,fold_09_epoch_126,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch125.pt,1,discovered
09,10,127,fold_09_epoch_127,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch126.pt,1,discovered
09,10,128,fold_09_epoch_128,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch127.pt,1,discovered
09,10,129,fold_09_epoch_129,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch128.pt,1,discovered
09,10,130,fold_09_epoch_130,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch129.pt,1,discovered
09,10,131,fold_09_epoch_131,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch130.pt,1,discovered
09,10,132,fold_09_epoch_132,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch131.pt,1,discovered
09,10,133,fold_09_epoch_133,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch132.pt,1,discovered
09,10,134,fold_09_epoch_134,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch133.pt,1,discovered
09,10,135,fold_09_epoch_135,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch134.pt,1,discovered
09,10,136,fold_09_epoch_136,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch135.pt,1,discovered
09,10,137,fold_09_epoch_137,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch136.pt,1,discovered
09,10,138,fold_09_epoch_138,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch137.pt,1,discovered
09,10,139,fold_09_epoch_139,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch138.pt,1,discovered
09,10,140,fold_09_epoch_140,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch139.pt,1,discovered
09,10,141,fold_09_epoch_141,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch140.pt,1,discovered
09,10,142,fold_09_epoch_142,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch141.pt,1,discovered
09,10,143,fold_09_epoch_143,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch142.pt,1,discovered
09,10,144,fold_09_epoch_144,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch143.pt,1,discovered
09,10,145,fold_09_epoch_145,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch144.pt,1,discovered
09,10,146,fold_09_epoch_146,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch145.pt,1,discovered
09,10,147,fold_09_epoch_147,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch146.pt,1,discovered
09,10,148,fold_09_epoch_148,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch147.pt,1,discovered
09,10,149,fold_09_epoch_149,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch148.pt,1,discovered
09,10,150,fold_09_epoch_150,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch149.pt,1,discovered
09,10,151,fold_09_epoch_151,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch150.pt,1,discovered
09,10,152,fold_09_epoch_152,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch151.pt,1,discovered
09,10,153,fold_09_epoch_153,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch152.pt,1,discovered
09,10,154,fold_09_epoch_154,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch153.pt,1,discovered
09,10,155,fold_09_epoch_155,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch154.pt,1,discovered
09,10,156,fold_09_epoch_156,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch155.pt,1,discovered
09,10,157,fold_09_epoch_157,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch156.pt,1,discovered
09,10,158,fold_09_epoch_158,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch157.pt,1,discovered
09,10,159,fold_09_epoch_159,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch158.pt,1,discovered
09,10,160,fold_09_epoch_160,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch159.pt,1,discovered
09,10,161,fold_09_epoch_161,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch160.pt,1,discovered
09,10,162,fold_09_epoch_162,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch161.pt,1,discovered
09,10,163,fold_09_epoch_163,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch162.pt,1,discovered
09,10,164,fold_09_epoch_164,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch163.pt,1,discovered
09,10,165,fold_09_epoch_165,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch164.pt,1,discovered
09,10,166,fold_09_epoch_166,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch165.pt,1,discovered
09,10,167,fold_09_epoch_167,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch166.pt,1,discovered
09,10,168,fold_09_epoch_168,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch167.pt,1,discovered
09,10,169,fold_09_epoch_169,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch168.pt,1,discovered
09,10,170,fold_09_epoch_170,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch169.pt,1,discovered
09,10,171,fold_09_epoch_171,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch170.pt,1,discovered
09,10,172,fold_09_epoch_172,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch171.pt,1,discovered
09,10,173,fold_09_epoch_173,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch172.pt,1,discovered
09,10,174,fold_09_epoch_174,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch173.pt,1,discovered
09,10,175,fold_09_epoch_175,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch174.pt,1,discovered
09,10,176,fold_09_epoch_176,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch175.pt,1,discovered
09,10,177,fold_09_epoch_177,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch176.pt,1,discovered
09,10,178,fold_09_epoch_178,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch177.pt,1,discovered
09,10,179,fold_09_epoch_179,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch178.pt,1,discovered
09,10,180,fold_09_epoch_180,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch179.pt,1,discovered
09,10,181,fold_09_epoch_181,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch180.pt,1,discovered
09,10,182,fold_09_epoch_182,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch181.pt,1,discovered
09,10,183,fold_09_epoch_183,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch182.pt,1,discovered
09,10,184,fold_09_epoch_184,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch183.pt,1,discovered
09,10,185,fold_09_epoch_185,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch184.pt,1,discovered
09,10,186,fold_09_epoch_186,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch185.pt,1,discovered
09,10,187,fold_09_epoch_187,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch186.pt,1,discovered
09,10,188,fold_09_epoch_188,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch187.pt,1,discovered
09,10,189,fold_09_epoch_189,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch188.pt,1,discovered
09,10,190,fold_09_epoch_190,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch189.pt,1,discovered
09,10,191,fold_09_epoch_191,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch190.pt,1,discovered
09,10,192,fold_09_epoch_192,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch191.pt,1,discovered
09,10,193,fold_09_epoch_193,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch192.pt,1,discovered
09,10,194,fold_09_epoch_194,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch193.pt,1,discovered
09,10,195,fold_09_epoch_195,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch194.pt,1,discovered
09,10,196,fold_09_epoch_196,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch195.pt,1,discovered
09,10,197,fold_09_epoch_197,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch196.pt,1,discovered
09,10,198,fold_09_epoch_198,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch197.pt,1,discovered
09,10,199,fold_09_epoch_199,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch198.pt,1,discovered
09,10,200,fold_09_epoch_200,C:\baidunetdiskdownload\stage1_oof_200epoch_fold_09_check\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150\weights\epoch199.pt,1,discovered
