variant,variant_desc,threshold,tp,fn,fp,tn,recall,precision,specificity,fpr,fnr,npv,accuracy,f1,ptr,normal_filtered,normal_left,abnormal_kept,abnormal_missed
P0,calibrated p_abnormal,0.01,420,0,77,7,1.0,0.84507,0.083333,0.916667,0.0,1.0,0.847222,0.916031,0.986111,7,77,420,0
P0,calibrated p_abnormal,0.02,420,0,77,7,1.0,0.84507,0.083333,0.916667,0.0,1.0,0.847222,0.916031,0.986111,7,77,420,0
P0,calibrated p_abnormal,0.03,420,0,77,7,1.0,0.84507,0.083333,0.916667,0.0,1.0,0.847222,0.916031,0.986111,7,77,420,0
P0,calibrated p_abnormal,0.04,420,0,76,8,1.0,0.846774,0.095238,0.904762,0.0,1.0,0.849206,0.917031,0.984127,8,76,420,0
P0,calibrated p_abnormal,0.05,420,0,70,14,1.0,0.857143,0.166667,0.833333,0.0,1.0,0.861111,0.923077,0.972222,14,70,420,0
P0,calibrated p_abnormal,0.06,420,0,65,19,1.0,0.865979,0.22619,0.77381,0.0,1.0,0.871032,0.928177,0.962302,19,65,420,0
P0,calibrated p_abnormal,0.07,420,0,63,21,1.0,0.869565,0.25,0.75,0.0,1.0,0.875,0.930233,0.958333,21,63,420,0
P0,calibrated p_abnormal,0.08,420,0,61,23,1.0,0.873181,0.27381,0.72619,0.0,1.0,0.878968,0.932297,0.954365,23,61,420,0
P0,calibrated p_abnormal,0.09,420,0,57,27,1.0,0.880503,0.321429,0.678571,0.0,1.0,0.886905,0.936455,0.946429,27,57,420,0
P0,calibrated p_abnormal,0.1,419,1,54,30,0.997619,0.885835,0.357143,0.642857,0.002381,0.967742,0.890873,0.93841,0.938492,30,54,419,1
P0,calibrated p_abnormal,0.11,419,1,53,31,0.997619,0.887712,0.369048,0.630952,0.002381,0.96875,0.892857,0.939462,0.936508,31,53,419,1
P0,calibrated p_abnormal,0.12,418,2,52,32,0.995238,0.889362,0.380952,0.619048,0.004762,0.941176,0.892857,0.939326,0.93254,32,52,418,2
P0,calibrated p_abnormal,0.13,417,3,51,33,0.992857,0.891026,0.392857,0.607143,0.007143,0.916667,0.892857,0.939189,0.928571,33,51,417,3
P0,calibrated p_abnormal,0.14,417,3,50,34,0.992857,0.892934,0.404762,0.595238,0.007143,0.918919,0.894841,0.940248,0.926587,34,50,417,3
P0,calibrated p_abnormal,0.15,417,3,48,36,0.992857,0.896774,0.428571,0.571429,0.007143,0.923077,0.89881,0.942373,0.922619,36,48,417,3
P0,calibrated p_abnormal,0.16,417,3,47,37,0.992857,0.898707,0.440476,0.559524,0.007143,0.925,0.900794,0.943439,0.920635,37,47,417,3
P0,calibrated p_abnormal,0.17,417,3,47,37,0.992857,0.898707,0.440476,0.559524,0.007143,0.925,0.900794,0.943439,0.920635,37,47,417,3
P0,calibrated p_abnormal,0.18,417,3,46,38,0.992857,0.900648,0.452381,0.547619,0.007143,0.926829,0.902778,0.944507,0.918651,38,46,417,3
P0,calibrated p_abnormal,0.19,417,3,46,38,0.992857,0.900648,0.452381,0.547619,0.007143,0.926829,0.902778,0.944507,0.918651,38,46,417,3
P0,calibrated p_abnormal,0.2,417,3,46,38,0.992857,0.900648,0.452381,0.547619,0.007143,0.926829,0.902778,0.944507,0.918651,38,46,417,3
P0,calibrated p_abnormal,0.21,417,3,45,39,0.992857,0.902597,0.464286,0.535714,0.007143,0.928571,0.904762,0.945578,0.916667,39,45,417,3
P0,calibrated p_abnormal,0.22,417,3,44,40,0.992857,0.904555,0.47619,0.52381,0.007143,0.930233,0.906746,0.946652,0.914683,40,44,417,3
