                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.39631,                0.87639,                      1,                0.45972,               0.003317,               0.003317,               0.003317
                      2,                0.35966,                  0.875,                      1,                0.45553,              0.0066174,              0.0066174,              0.0066174
                      3,                0.37864,                0.64444,                      1,                0.63546,              0.0098848,              0.0098848,              0.0098848
                      4,                0.38105,                0.87083,                      1,                0.47571,              0.0098515,              0.0098515,              0.0098515
                      5,                0.36155,                0.87083,                      1,                0.45819,               0.009802,               0.009802,               0.009802
                      6,                0.34611,                0.87639,                      1,                0.44936,              0.0097525,              0.0097525,              0.0097525
                      7,                0.33151,                0.88056,                      1,                0.45262,               0.009703,               0.009703,               0.009703
                      8,                 0.3184,                0.87222,                      1,                 0.4765,              0.0096535,              0.0096535,              0.0096535
                      9,                0.31513,                0.89861,                      1,                0.43349,               0.009604,               0.009604,               0.009604
                     10,                0.30764,                0.89444,                      1,                0.42841,              0.0095545,              0.0095545,              0.0095545
                     11,                0.30297,                  0.875,                      1,                0.47103,               0.009505,               0.009505,               0.009505
                     12,                 0.2926,                0.85278,                      1,                0.47286,              0.0094555,              0.0094555,              0.0094555
                     13,                0.27535,                0.90417,                      1,                0.41742,               0.009406,               0.009406,               0.009406
                     14,                0.27125,                0.89028,                      1,                0.43325,              0.0093565,              0.0093565,              0.0093565
                     15,                0.26632,                0.84583,                      1,                0.50096,               0.009307,               0.009307,               0.009307
                     16,                0.26202,                0.89167,                      1,                0.45542,              0.0092575,              0.0092575,              0.0092575
                     17,                0.25764,                0.90417,                      1,                0.42499,               0.009208,               0.009208,               0.009208
                     18,                 0.2429,                0.90972,                      1,                0.42303,              0.0091585,              0.0091585,              0.0091585
                     19,                0.24568,                0.89444,                      1,                0.42365,               0.009109,               0.009109,               0.009109
                     20,                0.24171,                0.90139,                      1,                0.41496,              0.0090595,              0.0090595,              0.0090595
                     21,                0.23895,                0.90833,                      1,                0.41201,                0.00901,                0.00901,                0.00901
                     22,                0.23422,                0.91389,                      1,                0.40379,              0.0089605,              0.0089605,              0.0089605
                     23,                0.22791,                0.90833,                      1,                0.41815,               0.008911,               0.008911,               0.008911
                     24,                0.21583,                0.90556,                      1,                0.41012,              0.0088615,              0.0088615,              0.0088615
                     25,                0.22175,                0.91944,                      1,                0.40426,               0.008812,               0.008812,               0.008812
                     26,                0.21362,                0.90694,                      1,                0.40798,              0.0087625,              0.0087625,              0.0087625
                     27,                0.20974,                0.90833,                      1,                0.41355,               0.008713,               0.008713,               0.008713
                     28,                0.21951,                0.90694,                      1,                0.40847,              0.0086635,              0.0086635,              0.0086635
                     29,                0.19972,                0.90556,                      1,                0.40371,               0.008614,               0.008614,               0.008614
                     30,                0.20578,                0.92083,                      1,                0.40892,              0.0085645,              0.0085645,              0.0085645
                     31,                0.20386,                0.91111,                      1,                 0.4115,               0.008515,               0.008515,               0.008515
