bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,41,0.177091,0.04878,0.128311
2,0.2,0.3,61,0.247936,0.52459,0.276654
3,0.3,0.4,399,0.374143,0.9599,0.585757
4,0.4,0.5,3,0.400954,1.0,0.599046
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
