epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
59,13843.6,0.22886,0.91567,1,0.21479,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,14075.2,0.22988,0.91621,1,0.21418,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,14306.5,0.22829,0.91683,1,0.21337,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,14538.8,0.2282,0.91712,1,0.21258,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,14770.2,0.23005,0.91717,1,0.21213,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,15001.2,0.22703,0.91721,1,0.21166,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,15232.1,0.22524,0.9175,1,0.21152,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,15463.2,0.22492,0.91775,1,0.21067,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,15693.6,0.22559,0.91796,1,0.21037,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,15924.7,0.22494,0.91829,1,0.20986,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,16156.6,0.22439,0.91829,1,0.20896,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,16387.3,0.22301,0.91871,1,0.20824,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,16618.1,0.22259,0.91833,1,0.20771,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,16850.4,0.22178,0.9185,1,0.20784,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,17081.7,0.22306,0.91892,1,0.20716,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,17312.6,0.21903,0.91921,1,0.20651,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,17543.9,0.22021,0.91942,1,0.20616,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,17775.2,0.21987,0.91971,1,0.20554,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,18007.3,0.21872,0.92004,1,0.20482,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,18241.6,0.2182,0.92071,1,0.20415,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,18474.3,0.21821,0.92133,1,0.20386,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,18706.9,0.21683,0.92171,1,0.20307,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,18938.7,0.2148,0.922,1,0.20259,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,19171.3,0.21551,0.92142,1,0.20212,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,19403.8,0.21469,0.92188,1,0.20165,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,19636.3,0.21421,0.92242,1,0.20088,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,19868.8,0.21281,0.92296,1,0.2005,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,20101.6,0.21441,0.92321,1,0.2002,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,20333.4,0.21232,0.92346,1,0.19932,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,20566.5,0.21261,0.92404,1,0.1987,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,20799.6,0.2113,0.92417,1,0.19826,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,21032.9,0.20939,0.92454,1,0.19777,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,21266.1,0.21025,0.92458,1,0.19739,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,21499.9,0.20841,0.92492,1,0.197,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,21732.3,0.20681,0.92554,1,0.19648,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,21965.7,0.20657,0.92596,1,0.19636,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,22199.6,0.20616,0.92588,1,0.19574,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,22431.9,0.20702,0.92579,1,0.19557,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,22665,0.20549,0.92579,1,0.19512,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,22897.9,0.20406,0.92617,1,0.19471,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,23131.4,0.20308,0.92629,1,0.19423,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,23365.3,0.20142,0.92696,1,0.19409,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,23598.6,0.20299,0.92754,1,0.19372,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,23831.6,0.2023,0.92783,1,0.19368,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,24065.4,0.20075,0.92813,1,0.19322,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,24298.8,0.20017,0.92825,1,0.19345,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,24532.8,0.19733,0.92858,1,0.19281,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,24766.1,0.19935,0.92904,1,0.19269,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,25000.1,0.1979,0.92958,1,0.19269,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,25234.1,0.19522,0.93008,1,0.19183,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,25467.7,0.19595,0.93012,1,0.19136,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,25700.5,0.19573,0.93037,1,0.19075,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,25934.3,0.19299,0.93046,1,0.19007,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,26168.6,0.19443,0.93079,1,0.1897,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,26402.3,0.19254,0.93058,1,0.18942,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,26635.6,0.19222,0.93104,1,0.18953,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,26869.4,0.19099,0.93133,1,0.18922,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,27103.7,0.19084,0.93196,1,0.18832,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,27337.6,0.18915,0.93196,1,0.18814,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,27571,0.18799,0.93208,1,0.18819,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,27804.3,0.1853,0.93229,1,0.18753,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,28038.6,0.18643,0.93275,1,0.1874,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,28272.2,0.18527,0.93292,1,0.18714,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,28505.8,0.18523,0.93287,1,0.18706,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,28739.3,0.18274,0.93333,1,0.1868,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,28973.8,0.18287,0.93342,1,0.18684,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,29207.7,0.18104,0.93346,1,0.1866,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,29441.8,0.17881,0.93375,1,0.18671,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,29676,0.17932,0.934,1,0.18666,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,29910.1,0.17856,0.93437,1,0.18671,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,30143.4,0.17547,0.9345,1,0.18648,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,30377.4,0.17598,0.93508,1,0.18624,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,30612.4,0.17354,0.93521,1,0.18602,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,30845.5,0.17356,0.93558,1,0.1853,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,31078.8,0.17159,0.936,1,0.18526,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,31312.4,0.17154,0.93621,1,0.18472,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,31546.2,0.16961,0.93663,1,0.18486,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,31780,0.16924,0.93692,1,0.18464,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,32013.9,0.16795,0.93721,1,0.18445,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,32247.5,0.16656,0.93767,1,0.18424,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,32481,0.16591,0.93771,1,0.1842,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,32715.1,0.16406,0.93783,1,0.18412,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,32949.1,0.16233,0.93792,1,0.18396,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,33184.1,0.16127,0.93783,1,0.18421,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,33417.2,0.15966,0.93792,1,0.18414,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,33651.5,0.15962,0.93813,1,0.18429,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,33885.6,0.15679,0.93833,1,0.18487,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,34119.1,0.15509,0.93829,1,0.18489,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,34351.8,0.15286,0.93862,1,0.18538,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,34585.5,0.15187,0.9385,1,0.18535,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,34819.3,0.15207,0.93879,1,0.18558,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,35055.4,0.15048,0.93879,1,0.18574,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,35289.6,0.14727,0.93913,1,0.18666,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,35526,0.146,0.93954,1,0.1872,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,35760.6,0.14384,0.93971,1,0.18725,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,35998.2,0.14228,0.94037,1,0.18755,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,36231.9,0.14254,0.94029,1,0.18731,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,36465.3,0.13968,0.94067,1,0.18737,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,36699.3,0.13776,0.94079,1,0.18763,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,36934,0.13574,0.94079,1,0.18773,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,37167.4,0.13373,0.94071,1,0.18874,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,37403.1,0.13274,0.94104,1,0.18992,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,37637.5,0.12984,0.94125,1,0.19037,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,37871.4,0.12817,0.94129,1,0.19083,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,38106,0.12609,0.94146,1,0.19139,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,38340.6,0.12336,0.94158,1,0.19279,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,38575.2,0.12159,0.94183,1,0.19319,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,38810.2,0.11996,0.94179,1,0.19416,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,39044.7,0.11594,0.942,1,0.19515,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,39279.2,0.11639,0.94238,1,0.19612,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,39513.1,0.11254,0.94238,1,0.19692,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,39747,0.11012,0.94304,1,0.19826,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,39981.4,0.10887,0.94317,1,0.19935,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,40215.6,0.10655,0.94325,1,0.20037,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,40449.7,0.10393,0.94346,1,0.20206,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,40684.6,0.10169,0.94367,1,0.20273,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,40919,0.09902,0.94396,1,0.20383,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,41154.5,0.09514,0.94392,1,0.20556,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,41388.4,0.09281,0.94412,1,0.20733,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,41622.5,0.09205,0.94437,1,0.20944,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,41857,0.08798,0.94421,1,0.21153,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,42090.7,0.08472,0.94412,1,0.21359,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,42324.4,0.08397,0.944,1,0.21578,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,42558.2,0.08017,0.94375,1,0.2177,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,42792,0.07836,0.94404,1,0.21927,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,43025.9,0.07381,0.94425,1,0.22132,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,43259.1,0.07142,0.944,1,0.22313,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,43493.6,0.06781,0.94404,1,0.22444,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,43726.7,0.06518,0.94437,1,0.22657,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,43960.7,0.06322,0.94471,1,0.22883,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,44195,0.05972,0.94475,1,0.23124,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,44429.6,0.05647,0.94471,1,0.23366,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,44683.3,0.05257,0.94463,1,0.23575,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,44918.8,0.05043,0.94488,1,0.23824,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,45152.3,0.04734,0.94488,1,0.24086,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,45387,0.04516,0.94458,1,0.24316,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,45620.5,0.04132,0.94437,1,0.2463,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,45854.8,0.03912,0.94442,1,0.24856,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,46088.5,0.03736,0.94467,1,0.25109,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,46322.8,0.03342,0.9445,1,0.25363,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,46557.2,0.03166,0.94471,1,0.25612,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,46790.2,0.02907,0.94463,1,0.25858,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
