epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_001.pt,1,1,2.982974,0.24,0.36,0.47619,0.547619,0.9163,0.900794
2,epoch1.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_002.pt,1,1,2.855966,0.11,0.2,0.357143,0.488095,0.906318,0.910714
3,epoch2.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_003.pt,1,1,2.478321,0.07,0.14,0.238095,0.380952,0.889126,0.930556
4,epoch3.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_004.pt,1,1,1.841978,0.13,0.15,0.27381,0.392857,0.891026,0.928571
5,epoch4.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_005.pt,1,1,1.883603,0.08,0.14,0.333333,0.428571,0.896552,0.920635
6,epoch5.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_006.pt,1,1,1.538336,0.09,0.12,0.297619,0.357143,0.885106,0.93254
7,epoch6.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_007.pt,1,1,1.652034,0.15,0.17,0.321429,0.357143,0.88535,0.934524
8,epoch7.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_008.pt,1,1,1.909502,0.21,0.28,0.428571,0.488095,0.906318,0.910714
9,epoch8.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_009.pt,1,1,1.996605,0.26,0.31,0.488095,0.52381,0.912281,0.904762
10,epoch9.pt,D:\BaiduNetdiskDownload\stage1_formal_gate_hn_x\YOLOv11\runs\stage1_formal_gate_hn\yolo11x_gate2_formal_hn18_200ep\weights\epoch_010.pt,1,1,2.153825,0.33,0.44,0.392857,0.464286,0.902597,0.916667
