epoch,epoch_gap_group,row_count,normal_count,defect_count,normal_q68,normal_q90,normal_mean,defect_q50,defect_q05,defect_mean,gap_q68_q050,tail_gap_q90_q05
183,good_gap_top20pct,120000,60000,60000,0.0009163346,0.1930978894,0.0788807659,0.9999704361,0.3031176329,0.9347245861,0.9990541015,0.1100197435
184,good_gap_top20pct,120000,60000,60000,0.0008303267,0.1899520159,0.0786402994,0.9999740124,0.3002206385,0.9348020164,0.9991436857,0.1102686226
185,good_gap_top20pct,120000,60000,60000,0.0007599907,0.1855548471,0.0784422022,0.9999778271,0.3001825809,0.9349363212,0.9992178364,0.1146277338
186,good_gap_top20pct,120000,60000,60000,0.0006908351,0.1823175251,0.0782666551,0.9999805689,0.2954245508,0.9350513885,0.9992897338,0.1131070257
187,good_gap_top20pct,120000,60000,60000,0.0006295162,0.1801959723,0.0780988051,0.9999836683,0.2888609469,0.9351528254,0.9993541521,0.1086649746
188,good_gap_top20pct,120000,60000,60000,0.0005695039,0.1755817980,0.0778858047,0.9999859333,0.2838075161,0.9351603686,0.9994164294,0.1082257181
189,good_gap_top20pct,120000,60000,60000,0.0005193455,0.1729672998,0.0777404051,0.9999878407,0.2796002328,0.9352298736,0.9994684952,0.1066329330
190,good_gap_top20pct,120000,60000,60000,0.0004728796,0.1702401340,0.0776181620,0.9999896288,0.2797613442,0.9353377549,0.9995167492,0.1095212102
191,good_gap_top20pct,120000,60000,60000,0.0004334100,0.1655963063,0.0774393576,0.9999910593,0.2749085724,0.9353282817,0.9995576493,0.1093122661
192,good_gap_top20pct,120000,60000,60000,0.0003981763,0.1645524502,0.0773578363,0.9999922514,0.2757178247,0.9354033616,0.9995940751,0.1111653745
193,good_gap_top20pct,120000,60000,60000,0.0003618377,0.1623036414,0.0772239864,0.9999933243,0.2674381435,0.9354719206,0.9996314866,0.1051345021
194,good_gap_top20pct,120000,60000,60000,0.0003296209,0.1586274803,0.0771039651,0.9999942780,0.2644495964,0.9355103883,0.9996646571,0.1058221161
195,good_gap_top20pct,120000,60000,60000,0.0003001759,0.1557742804,0.0769157303,0.9999949932,0.2574490607,0.9354535839,0.9996948173,0.1016747803
196,good_gap_top20pct,120000,60000,60000,0.0002733214,0.1518933624,0.0766810364,0.9999957085,0.2513473630,0.9353848321,0.9997223871,0.0994540006
197,good_gap_top20pct,120000,60000,60000,0.0002484230,0.1488414258,0.0764898303,0.9999963045,0.2437471896,0.9353331572,0.9997478815,0.0949057638
198,good_gap_top20pct,120000,60000,60000,0.0002234161,0.1456349790,0.0762730007,0.9999967813,0.2398011386,0.9352626719,0.9997733652,0.0941661596
199,good_gap_top20pct,120000,60000,60000,0.0002046038,0.1418967843,0.0761046918,0.9999971390,0.2381232381,0.9351525115,0.9997925352,0.0962264538
200,good_gap_top20pct,120000,60000,60000,0.0001896377,0.1411665380,0.0759659278,0.9999974966,0.2358806431,0.9350968169,0.9998078589,0.0947141051
