bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,38,0.180584,0.052632,0.127952
2,0.2,0.3,55,0.244999,0.454545,0.209547
3,0.3,0.4,319,0.378661,0.943574,0.564913
4,0.4,0.5,92,0.405539,1.0,0.594461
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
