triad_id,phase,condition_slot,planned_method,planned_pool,budget,guard_ratio,training_seed,seed_index,arm,selection_seed,contract_sha256,requires_overlap_resolution,run_slot,entry_module
TRIAD_035,A,A12,EndpointTrend,learnable_normal,3000,,1385197443,2,T,1901607814,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_103,scripts/stage1_gapvalue240/runs/run_103.py
TRIAD_035,A,A12,EndpointTrend,learnable_normal,3000,,1385197443,2,R1,46099633,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_104,scripts/stage1_gapvalue240/runs/run_104.py
TRIAD_035,A,A12,EndpointTrend,learnable_normal,3000,,1385197443,2,R2,986597640,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_105,scripts/stage1_gapvalue240/runs/run_105.py
TRIAD_036,A,A12,EndpointTrend,learnable_normal,3000,,1343723075,3,T,1901607814,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_106,scripts/stage1_gapvalue240/runs/run_106.py
TRIAD_036,A,A12,EndpointTrend,learnable_normal,3000,,1343723075,3,R1,1090415035,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_107,scripts/stage1_gapvalue240/runs/run_107.py
TRIAD_036,A,A12,EndpointTrend,learnable_normal,3000,,1343723075,3,R2,603503398,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_108,scripts/stage1_gapvalue240/runs/run_108.py
TRIAD_037,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1829910790,1,T,454412337,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_109,scripts/stage1_gapvalue240/runs/run_109.py
TRIAD_037,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1829910790,1,R1,606084468,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_110,scripts/stage1_gapvalue240/runs/run_110.py
TRIAD_037,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1829910790,1,R2,1143088711,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_111,scripts/stage1_gapvalue240/runs/run_111.py
TRIAD_038,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1385197443,2,T,454412337,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_112,scripts/stage1_gapvalue240/runs/run_112.py
TRIAD_038,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1385197443,2,R1,829175426,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_113,scripts/stage1_gapvalue240/runs/run_113.py
TRIAD_038,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1385197443,2,R2,2070117815,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_114,scripts/stage1_gapvalue240/runs/run_114.py
TRIAD_039,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1343723075,3,T,454412337,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_115,scripts/stage1_gapvalue240/runs/run_115.py
TRIAD_039,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1343723075,3,R1,146213741,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_116,scripts/stage1_gapvalue240/runs/run_116.py
TRIAD_039,A,A13,BottomGap-3000-stress-control,clean_normal,3000,,1343723075,3,R2,1761695917,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_117,scripts/stage1_gapvalue240/runs/run_117.py
TRIAD_040,A,A14,FoldBalanced-Gap,strict_normal,3000,,1829910790,1,T,1869911061,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_118,scripts/stage1_gapvalue240/runs/run_118.py
TRIAD_040,A,A14,FoldBalanced-Gap,strict_normal,3000,,1829910790,1,R1,693212401,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_119,scripts/stage1_gapvalue240/runs/run_119.py
TRIAD_040,A,A14,FoldBalanced-Gap,strict_normal,3000,,1829910790,1,R2,801098877,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_120,scripts/stage1_gapvalue240/runs/run_120.py
TRIAD_041,A,A14,FoldBalanced-Gap,strict_normal,3000,,1385197443,2,T,1869911061,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_121,scripts/stage1_gapvalue240/runs/run_121.py
TRIAD_041,A,A14,FoldBalanced-Gap,strict_normal,3000,,1385197443,2,R1,1349911652,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_122,scripts/stage1_gapvalue240/runs/run_122.py
TRIAD_041,A,A14,FoldBalanced-Gap,strict_normal,3000,,1385197443,2,R2,1029185844,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_123,scripts/stage1_gapvalue240/runs/run_123.py
TRIAD_042,A,A14,FoldBalanced-Gap,strict_normal,3000,,1343723075,3,T,1869911061,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_124,scripts/stage1_gapvalue240/runs/run_124.py
TRIAD_042,A,A14,FoldBalanced-Gap,strict_normal,3000,,1343723075,3,R1,2002361299,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_125,scripts/stage1_gapvalue240/runs/run_125.py
TRIAD_042,A,A14,FoldBalanced-Gap,strict_normal,3000,,1343723075,3,R2,1740212322,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_126,scripts/stage1_gapvalue240/runs/run_126.py
TRIAD_043,A,A15,GroupDiverse-Gap,strict_normal,3000,,1829910790,1,T,1889907040,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_127,scripts/stage1_gapvalue240/runs/run_127.py
TRIAD_043,A,A15,GroupDiverse-Gap,strict_normal,3000,,1829910790,1,R1,1446640506,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_128,scripts/stage1_gapvalue240/runs/run_128.py
TRIAD_043,A,A15,GroupDiverse-Gap,strict_normal,3000,,1829910790,1,R2,616035101,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_129,scripts/stage1_gapvalue240/runs/run_129.py
TRIAD_044,A,A15,GroupDiverse-Gap,strict_normal,3000,,1385197443,2,T,1889907040,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_130,scripts/stage1_gapvalue240/runs/run_130.py
TRIAD_044,A,A15,GroupDiverse-Gap,strict_normal,3000,,1385197443,2,R1,1368936012,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_131,scripts/stage1_gapvalue240/runs/run_131.py
TRIAD_044,A,A15,GroupDiverse-Gap,strict_normal,3000,,1385197443,2,R2,34385151,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_132,scripts/stage1_gapvalue240/runs/run_132.py
TRIAD_045,A,A15,GroupDiverse-Gap,strict_normal,3000,,1343723075,3,T,1889907040,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_133,scripts/stage1_gapvalue240/runs/run_133.py
TRIAD_045,A,A15,GroupDiverse-Gap,strict_normal,3000,,1343723075,3,R1,1320277943,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_134,scripts/stage1_gapvalue240/runs/run_134.py
TRIAD_045,A,A15,GroupDiverse-Gap,strict_normal,3000,,1343723075,3,R2,1782915894,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_135,scripts/stage1_gapvalue240/runs/run_135.py
TRIAD_046,A,A16,TailGap-Strict,strict_normal,3000,,1829910790,1,T,1981847026,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_136,scripts/stage1_gapvalue240/runs/run_136.py
TRIAD_046,A,A16,TailGap-Strict,strict_normal,3000,,1829910790,1,R1,1266884804,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_137,scripts/stage1_gapvalue240/runs/run_137.py
TRIAD_046,A,A16,TailGap-Strict,strict_normal,3000,,1829910790,1,R2,192767446,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_138,scripts/stage1_gapvalue240/runs/run_138.py
TRIAD_047,A,A16,TailGap-Strict,strict_normal,3000,,1385197443,2,T,1981847026,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_139,scripts/stage1_gapvalue240/runs/run_139.py
TRIAD_047,A,A16,TailGap-Strict,strict_normal,3000,,1385197443,2,R1,1839149119,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_140,scripts/stage1_gapvalue240/runs/run_140.py
TRIAD_047,A,A16,TailGap-Strict,strict_normal,3000,,1385197443,2,R2,1945542803,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_141,scripts/stage1_gapvalue240/runs/run_141.py
TRIAD_048,A,A16,TailGap-Strict,strict_normal,3000,,1343723075,3,T,1981847026,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_142,scripts/stage1_gapvalue240/runs/run_142.py
TRIAD_048,A,A16,TailGap-Strict,strict_normal,3000,,1343723075,3,R1,1088280914,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_143,scripts/stage1_gapvalue240/runs/run_143.py
TRIAD_048,A,A16,TailGap-Strict,strict_normal,3000,,1343723075,3,R2,527078296,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_144,scripts/stage1_gapvalue240/runs/run_144.py
TRIAD_049,A,A17,WindowEarlyLate40,strict_normal,3000,,1829910790,1,T,2034838584,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_145,scripts/stage1_gapvalue240/runs/run_145.py
TRIAD_049,A,A17,WindowEarlyLate40,strict_normal,3000,,1829910790,1,R1,702886400,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_146,scripts/stage1_gapvalue240/runs/run_146.py
TRIAD_049,A,A17,WindowEarlyLate40,strict_normal,3000,,1829910790,1,R2,539758907,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_147,scripts/stage1_gapvalue240/runs/run_147.py
TRIAD_050,A,A17,WindowEarlyLate40,strict_normal,3000,,1385197443,2,T,2034838584,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_148,scripts/stage1_gapvalue240/runs/run_148.py
TRIAD_050,A,A17,WindowEarlyLate40,strict_normal,3000,,1385197443,2,R1,72492659,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_149,scripts/stage1_gapvalue240/runs/run_149.py
TRIAD_050,A,A17,WindowEarlyLate40,strict_normal,3000,,1385197443,2,R2,576840307,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_150,scripts/stage1_gapvalue240/runs/run_150.py
TRIAD_051,A,A17,WindowEarlyLate40,strict_normal,3000,,1343723075,3,T,2034838584,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_151,scripts/stage1_gapvalue240/runs/run_151.py
TRIAD_051,A,A17,WindowEarlyLate40,strict_normal,3000,,1343723075,3,R1,1935399798,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_152,scripts/stage1_gapvalue240/runs/run_152.py
TRIAD_051,A,A17,WindowEarlyLate40,strict_normal,3000,,1343723075,3,R2,166662938,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_153,scripts/stage1_gapvalue240/runs/run_153.py
TRIAD_052,A,A18,LOFO-GapStrict,strict_normal,3000,,1829910790,1,T,1399181345,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_154,scripts/stage1_gapvalue240/runs/run_154.py
TRIAD_052,A,A18,LOFO-GapStrict,strict_normal,3000,,1829910790,1,R1,15707510,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_155,scripts/stage1_gapvalue240/runs/run_155.py
TRIAD_052,A,A18,LOFO-GapStrict,strict_normal,3000,,1829910790,1,R2,210620144,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_156,scripts/stage1_gapvalue240/runs/run_156.py
TRIAD_053,A,A18,LOFO-GapStrict,strict_normal,3000,,1385197443,2,T,1399181345,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_157,scripts/stage1_gapvalue240/runs/run_157.py
TRIAD_053,A,A18,LOFO-GapStrict,strict_normal,3000,,1385197443,2,R1,335365939,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_158,scripts/stage1_gapvalue240/runs/run_158.py
TRIAD_053,A,A18,LOFO-GapStrict,strict_normal,3000,,1385197443,2,R2,390521937,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_159,scripts/stage1_gapvalue240/runs/run_159.py
TRIAD_054,A,A18,LOFO-GapStrict,strict_normal,3000,,1343723075,3,T,1399181345,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_160,scripts/stage1_gapvalue240/runs/run_160.py
TRIAD_054,A,A18,LOFO-GapStrict,strict_normal,3000,,1343723075,3,R1,1857538130,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_161,scripts/stage1_gapvalue240/runs/run_161.py
TRIAD_054,A,A18,LOFO-GapStrict,strict_normal,3000,,1343723075,3,R2,1607840630,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_162,scripts/stage1_gapvalue240/runs/run_162.py
TRIAD_055,A,A19,Exclude178-GapStrict,strict_normal,3000,,1829910790,1,T,810967778,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_163,scripts/stage1_gapvalue240/runs/run_163.py
TRIAD_055,A,A19,Exclude178-GapStrict,strict_normal,3000,,1829910790,1,R1,1428944692,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_164,scripts/stage1_gapvalue240/runs/run_164.py
TRIAD_055,A,A19,Exclude178-GapStrict,strict_normal,3000,,1829910790,1,R2,1552483237,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_165,scripts/stage1_gapvalue240/runs/run_165.py
TRIAD_056,A,A19,Exclude178-GapStrict,strict_normal,3000,,1385197443,2,T,810967778,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_166,scripts/stage1_gapvalue240/runs/run_166.py
TRIAD_056,A,A19,Exclude178-GapStrict,strict_normal,3000,,1385197443,2,R1,1868244347,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_167,scripts/stage1_gapvalue240/runs/run_167.py
TRIAD_056,A,A19,Exclude178-GapStrict,strict_normal,3000,,1385197443,2,R2,1014547431,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_168,scripts/stage1_gapvalue240/runs/run_168.py
TRIAD_057,A,A19,Exclude178-GapStrict,strict_normal,3000,,1343723075,3,T,810967778,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_169,scripts/stage1_gapvalue240/runs/run_169.py
TRIAD_057,A,A19,Exclude178-GapStrict,strict_normal,3000,,1343723075,3,R1,403770442,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_170,scripts/stage1_gapvalue240/runs/run_170.py
TRIAD_057,A,A19,Exclude178-GapStrict,strict_normal,3000,,1343723075,3,R2,991929448,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,True,RUN_171,scripts/stage1_gapvalue240/runs/run_171.py
TRIAD_058,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1829910790,1,T,573593884,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_172,scripts/stage1_gapvalue240/runs/run_172.py
TRIAD_058,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1829910790,1,R1,1404563547,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_173,scripts/stage1_gapvalue240/runs/run_173.py
TRIAD_058,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1829910790,1,R2,635292181,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_174,scripts/stage1_gapvalue240/runs/run_174.py
TRIAD_059,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1385197443,2,T,573593884,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_175,scripts/stage1_gapvalue240/runs/run_175.py
TRIAD_059,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1385197443,2,R1,252658933,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_176,scripts/stage1_gapvalue240/runs/run_176.py
TRIAD_059,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1385197443,2,R2,1493210178,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_177,scripts/stage1_gapvalue240/runs/run_177.py
TRIAD_060,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1343723075,3,T,573593884,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_178,scripts/stage1_gapvalue240/runs/run_178.py
TRIAD_060,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1343723075,3,R1,1676847890,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_179,scripts/stage1_gapvalue240/runs/run_179.py
TRIAD_060,B,B01,LowConfidence-Defect,clean_defect,3000,0.1,1343723075,3,R2,1853054922,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_180,scripts/stage1_gapvalue240/runs/run_180.py
TRIAD_061,B,B02,Persistent-FN,clean_defect,3000,0.1,1829910790,1,T,1924909716,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_181,scripts/stage1_gapvalue240/runs/run_181.py
TRIAD_061,B,B02,Persistent-FN,clean_defect,3000,0.1,1829910790,1,R1,1460216041,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_182,scripts/stage1_gapvalue240/runs/run_182.py
TRIAD_061,B,B02,Persistent-FN,clean_defect,3000,0.1,1829910790,1,R2,1760647645,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_183,scripts/stage1_gapvalue240/runs/run_183.py
TRIAD_062,B,B02,Persistent-FN,clean_defect,3000,0.1,1385197443,2,T,1924909716,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_184,scripts/stage1_gapvalue240/runs/run_184.py
TRIAD_062,B,B02,Persistent-FN,clean_defect,3000,0.1,1385197443,2,R1,427935076,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_185,scripts/stage1_gapvalue240/runs/run_185.py
TRIAD_062,B,B02,Persistent-FN,clean_defect,3000,0.1,1385197443,2,R2,248223248,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_186,scripts/stage1_gapvalue240/runs/run_186.py
TRIAD_063,B,B02,Persistent-FN,clean_defect,3000,0.1,1343723075,3,T,1924909716,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_187,scripts/stage1_gapvalue240/runs/run_187.py
TRIAD_063,B,B02,Persistent-FN,clean_defect,3000,0.1,1343723075,3,R1,1726015690,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_188,scripts/stage1_gapvalue240/runs/run_188.py
TRIAD_063,B,B02,Persistent-FN,clean_defect,3000,0.1,1343723075,3,R2,126054022,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_189,scripts/stage1_gapvalue240/runs/run_189.py
TRIAD_064,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1829910790,1,T,1602222452,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_190,scripts/stage1_gapvalue240/runs/run_190.py
TRIAD_064,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1829910790,1,R1,1771521278,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_191,scripts/stage1_gapvalue240/runs/run_191.py
TRIAD_064,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1829910790,1,R2,172365900,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_192,scripts/stage1_gapvalue240/runs/run_192.py
TRIAD_065,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1385197443,2,T,1602222452,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_193,scripts/stage1_gapvalue240/runs/run_193.py
TRIAD_065,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1385197443,2,R1,1429203109,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_194,scripts/stage1_gapvalue240/runs/run_194.py
TRIAD_065,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1385197443,2,R2,230909723,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_195,scripts/stage1_gapvalue240/runs/run_195.py
TRIAD_066,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1343723075,3,T,1602222452,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_196,scripts/stage1_gapvalue240/runs/run_196.py
TRIAD_066,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1343723075,3,R1,1588787194,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_197,scripts/stage1_gapvalue240/runs/run_197.py
TRIAD_066,B,B03,GapGuard-Raw,clean_defect_positive_guard,3000,0.05,1343723075,3,R2,1710002445,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_198,scripts/stage1_gapvalue240/runs/run_198.py
TRIAD_067,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1829910790,1,T,326702939,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_199,scripts/stage1_gapvalue240/runs/run_199.py
TRIAD_067,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1829910790,1,R1,1082214808,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_200,scripts/stage1_gapvalue240/runs/run_200.py
TRIAD_067,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1829910790,1,R2,1977793759,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_201,scripts/stage1_gapvalue240/runs/run_201.py
TRIAD_068,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1385197443,2,T,326702939,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_202,scripts/stage1_gapvalue240/runs/run_202.py
TRIAD_068,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1385197443,2,R1,1161444809,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_203,scripts/stage1_gapvalue240/runs/run_203.py
TRIAD_068,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1385197443,2,R2,632955309,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_204,scripts/stage1_gapvalue240/runs/run_204.py
TRIAD_069,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1343723075,3,T,326702939,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_205,scripts/stage1_gapvalue240/runs/run_205.py
TRIAD_069,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1343723075,3,R1,991922495,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_206,scripts/stage1_gapvalue240/runs/run_206.py
TRIAD_069,B,B04,GapGuard-Raw,clean_defect_positive_guard,3000,0.1,1343723075,3,R2,1028072419,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_207,scripts/stage1_gapvalue240/runs/run_207.py
TRIAD_070,B,B05,GapGuard-Raw,clean_defect_positive_guard,3000,0.2,1829910790,1,T,1484014303,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_208,scripts/stage1_gapvalue240/runs/run_208.py
TRIAD_070,B,B05,GapGuard-Raw,clean_defect_positive_guard,3000,0.2,1829910790,1,R1,793512706,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_209,scripts/stage1_gapvalue240/runs/run_209.py
TRIAD_070,B,B05,GapGuard-Raw,clean_defect_positive_guard,3000,0.2,1829910790,1,R2,1587744415,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_210,scripts/stage1_gapvalue240/runs/run_210.py
TRIAD_071,B,B05,GapGuard-Raw,clean_defect_positive_guard,3000,0.2,1385197443,2,T,1484014303,FA4050A76900C9F0D58F77606B977A5DD6AF671C43C87D113B66DDCBCCE936C3,False,RUN_211,scripts/stage1_gapvalue240/runs/run_211.py
