discovery_or_confirmation,arm,epoch,run_count,top1_mean,top1_std,val_loss_mean,val_loss_std,train_loss_mean,top1,val_loss,series
confirmation,R2,13,5,0.923116,0.0008362439835359,0.203074,0.0013665665003943,0.2654539999999999,0.923116,0.203074,confirmation/R2
confirmation,R2,14,5,0.923792,0.0005315411555091,0.202182,0.0013636040481019,0.265464,0.923792,0.202182,confirmation/R2
confirmation,R2,15,5,0.924848,0.0006209476628509,0.20186,0.000596657355607,0.2648279999999999,0.924848,0.20186,confirmation/R2
confirmation,R2,16,5,0.924758,0.000520591970741,0.204006,0.0015559768635812,0.26379,0.924758,0.204006,confirmation/R2
confirmation,R2,17,5,0.924518,0.0004839586759218,0.205536,0.001719472011985,0.26229,0.924518,0.205536,confirmation/R2
confirmation,R2,18,5,0.924032,0.0008393187713854,0.20575,0.0015726538080582,0.262414,0.924032,0.20575,confirmation/R2
confirmation,R2,19,5,0.923848,0.0009383261693035,0.2064099999999999,0.0018374656459373,0.260762,0.923848,0.2064099999999999,confirmation/R2
confirmation,R2,20,5,0.923292,0.000690518645657,0.2066079999999999,0.0017492787084967,0.2593759999999999,0.923292,0.2066079999999999,confirmation/R2
confirmation,R2,21,5,0.923026,0.0007693529749081,0.2072099999999999,0.0015702738614649,0.2584579999999999,0.923026,0.2072099999999999,confirmation/R2
confirmation,R2,22,5,0.922474,0.0003980753697479,0.207478,0.0015445180478065,0.257594,0.922474,0.207478,confirmation/R2
confirmation,R2,23,5,0.922026,0.0005431242951663,0.207892,0.0014405193507898,0.257284,0.922026,0.207892,confirmation/R2
confirmation,R2,24,5,0.92151,0.0004349712634186,0.208204,0.0013982074238109,0.2568979999999999,0.92151,0.208204,confirmation/R2
confirmation,R2,25,5,0.92085,0.0003830926780819,0.208912,0.0015531696623357,0.254872,0.92085,0.208912,confirmation/R2
confirmation,R2,26,5,0.920326,0.0004367424870561,0.2087439999999999,0.0014586651432045,0.254676,0.920326,0.2087439999999999,confirmation/R2
confirmation,R2,27,5,0.919556,0.000532939020902,0.2090939999999999,0.0013162613722205,0.254344,0.919556,0.2090939999999999,confirmation/R2
confirmation,R2,28,5,0.91925,0.0003744863148367,0.209772,0.0010699607469435,0.25365,0.91925,0.209772,confirmation/R2
confirmation,R2,29,5,0.918318,0.0004769654075507,0.210554,0.0010011713140117,0.252104,0.918318,0.210554,confirmation/R2
confirmation,R2,30,5,0.917808,0.0005211295424364,0.211228,0.0010180648309415,0.2518559999999999,0.917808,0.211228,confirmation/R2
confirmation,R2,31,5,0.917352,0.000666435293183,0.211758,0.0009508396289595,0.250136,0.917352,0.211758,confirmation/R2
confirmation,R2,32,5,0.916964,0.0007344276683241,0.2125659999999999,0.0010401845990015,0.250312,0.916964,0.2125659999999999,confirmation/R2
confirmation,R2,33,5,0.916384,0.0008657851927585,0.21322,0.0012662543188475,0.249,0.916384,0.21322,confirmation/R2
confirmation,R2,34,5,0.916192,0.0007331957446685,0.2139279999999999,0.0015250363930083,0.248454,0.916192,0.2139279999999999,confirmation/R2
confirmation,R2,35,5,0.916024,0.000683128099261,0.214248,0.0014136534228728,0.247418,0.916024,0.214248,confirmation/R2
confirmation,R2,36,5,0.91585,0.0010819242117634,0.214766,0.0015474960419981,0.248754,0.91585,0.214766,confirmation/R2
confirmation,R2,37,5,0.915618,0.0011751833899438,0.2151939999999999,0.0015512652900132,0.246252,0.915618,0.2151939999999999,confirmation/R2
confirmation,R2,38,5,0.915318,0.0009771673346975,0.215584,0.0017618921646911,0.245286,0.915318,0.215584,confirmation/R2
confirmation,R2,39,5,0.915258,0.0012068040437452,0.216074,0.0017746954668336,0.2448659999999999,0.915258,0.216074,confirmation/R2
confirmation,R2,40,5,0.915186,0.0011157347354994,0.216204,0.0018278796459285,0.244198,0.915186,0.216204,confirmation/R2
confirmation,R2,41,5,0.915234,0.001025916175913,0.215898,0.0017861175773167,0.243164,0.915234,0.215898,confirmation/R2
confirmation,R2,42,5,0.915398,0.0008691927289157,0.2161439999999999,0.0017351726138917,0.241924,0.915398,0.2161439999999999,confirmation/R2
confirmation,R2,43,5,0.915582,0.000857587313339,0.215658,0.0018136967773031,0.242502,0.915582,0.215658,confirmation/R2
confirmation,R2,44,5,0.915784,0.0007620656139729,0.215288,0.0017127101330931,0.241248,0.915784,0.215288,confirmation/R2
confirmation,R2,45,5,0.915934,0.000740880557175,0.214808,0.0015435465655431,0.2398499999999999,0.915934,0.214808,confirmation/R2
confirmation,R2,46,5,0.916198,0.000720455411528,0.214482,0.0015251019638043,0.240544,0.916198,0.214482,confirmation/R2
confirmation,R2,47,5,0.91634,0.0006754850109365,0.214258,0.0014754172291253,0.240174,0.91634,0.214258,confirmation/R2
confirmation,R2,48,5,0.916392,0.0004970472814531,0.213618,0.0012196294519238,0.23909,0.916392,0.213618,confirmation/R2
confirmation,R2,49,5,0.916652,0.0002222071105972,0.212672,0.0009866995490016,0.238966,0.916652,0.212672,confirmation/R2
confirmation,R2,50,5,0.916792,0.0002805280734614,0.212298,0.0008472638314008,0.236992,0.916792,0.212298,confirmation/R2
confirmation,R2,51,5,0.917158,0.000351704421354,0.211232,0.0006544738344655,0.236838,0.917158,0.211232,confirmation/R2
confirmation,R2,52,5,0.917416,0.0004550428551246,0.210576,0.000657711182815,0.236044,0.917416,0.210576,confirmation/R2
confirmation,R2,53,5,0.917852,0.0003926015792123,0.209768,0.000804024875237,0.2355179999999999,0.917852,0.209768,confirmation/R2
confirmation,R2,54,5,0.918142,0.0005499236310616,0.209008,0.0006962011203668,0.234046,0.918142,0.209008,confirmation/R2
confirmation,R2,55,5,0.918382,0.0004176314164427,0.208352,0.0007180919161221,0.234104,0.918382,0.208352,confirmation/R2
confirmation,R2,56,5,0.91854,0.0005950798265779,0.2077399999999999,0.000648104929776,0.23327,0.91854,0.2077399999999999,confirmation/R2
confirmation,R2,57,5,0.918792,0.0006333214033964,0.207146,0.0007558994642146,0.232312,0.918792,0.207146,confirmation/R2
confirmation,R2,58,5,0.9191,0.0007412691818765,0.206656,0.0008712887007186,0.232728,0.9191,0.206656,confirmation/R2
confirmation,R2,59,5,0.919392,0.0007839489779315,0.2059619999999999,0.0010681647812954,0.2308199999999999,0.919392,0.2059619999999999,confirmation/R2
confirmation,R2,60,5,0.919708,0.0007089541593079,0.205426,0.0011418686439341,0.23034,0.919708,0.205426,confirmation/R2
confirmation,R2,61,5,0.920134,0.0008062902703121,0.204788,0.0012468103304031,0.228946,0.920134,0.204788,confirmation/R2
confirmation,R2,62,5,0.920458,0.0008258183819702,0.204,0.0012253489298971,0.22919,0.920458,0.204,confirmation/R2
confirmation,R2,63,5,0.920708,0.0008670732379678,0.2034619999999999,0.0013564866383418,0.229286,0.920708,0.2034619999999999,confirmation/R2
confirmation,R2,64,5,0.920826,0.0008619883989938,0.20278,0.0013915602753743,0.228312,0.920826,0.20278,confirmation/R2
confirmation,R2,65,5,0.92095,0.0009351577407047,0.202366,0.0014608162102057,0.227026,0.92095,0.202366,confirmation/R2
confirmation,R2,66,5,0.92119,0.0010185676217119,0.201736,0.0014871798815207,0.226482,0.92119,0.201736,confirmation/R2
confirmation,R2,67,5,0.921342,0.0011780050933675,0.201376,0.0015673748753887,0.2258379999999999,0.921342,0.201376,confirmation/R2
confirmation,R2,68,5,0.921616,0.0009750610237313,0.200782,0.0015965763370412,0.22487,0.921616,0.200782,confirmation/R2
confirmation,R2,69,5,0.922192,0.0010401230696412,0.1999,0.0015624083973148,0.2253759999999999,0.922192,0.1999,confirmation/R2
confirmation,R2,70,5,0.922618,0.0009509658248328,0.19926,0.0015630227125669,0.223878,0.922618,0.19926,confirmation/R2
confirmation,R2,71,5,0.922966,0.0010579149304173,0.198686,0.0015776133873671,0.2228799999999999,0.922966,0.198686,confirmation/R2
confirmation,R2,72,5,0.923432,0.001013082425077,0.198488,0.0015073871433709,0.222672,0.923432,0.198488,confirmation/R2
confirmation,R2,73,5,0.923464,0.0012060116085677,0.198046,0.0015998824956852,0.22191,0.923464,0.198046,confirmation/R2
confirmation,R2,74,5,0.923684,0.0010892860046838,0.197656,0.001459227192729,0.221484,0.923684,0.197656,confirmation/R2
confirmation,R2,75,5,0.924074,0.0011144971960485,0.197288,0.0015371844391614,0.220032,0.924074,0.197288,confirmation/R2
confirmation,R2,76,5,0.924574,0.0012855598002426,0.196776,0.0016924018435347,0.219838,0.924574,0.196776,confirmation/R2
confirmation,R2,77,5,0.924826,0.0012047339955359,0.196594,0.001912188275249,0.2185659999999999,0.924826,0.196594,confirmation/R2
confirmation,R2,78,5,0.925076,0.0011983755671741,0.196126,0.0019801474692557,0.218058,0.925076,0.196126,confirmation/R2
confirmation,R2,79,5,0.92545,0.0010597358161353,0.1960259999999999,0.0021609775565701,0.2174799999999999,0.92545,0.1960259999999999,confirmation/R2
confirmation,R2,80,5,0.925608,0.0010775973273909,0.195538,0.0021759172778393,0.2172559999999999,0.925608,0.195538,confirmation/R2
confirmation,R2,81,5,0.925808,0.0009655133349674,0.195082,0.002160031481252,0.21627,0.925808,0.195082,confirmation/R2
confirmation,R2,82,5,0.926024,0.0009900626242818,0.194508,0.002166161582154,0.215762,0.926024,0.194508,confirmation/R2
confirmation,R2,83,5,0.926208,0.0009910075680841,0.1942499999999999,0.0021674777968874,0.214452,0.926208,0.1942499999999999,confirmation/R2
confirmation,R2,84,5,0.92674,0.0008501529274195,0.193576,0.0021665881011396,0.214066,0.92674,0.193576,confirmation/R2
confirmation,R2,85,5,0.926802,0.000831249661654,0.193278,0.0019819525725909,0.2132099999999999,0.926802,0.193278,confirmation/R2
confirmation,R2,86,5,0.927126,0.0008245386588874,0.192952,0.0018678265444092,0.212134,0.927126,0.192952,confirmation/R2
confirmation,R2,87,5,0.9276,0.0007219418259112,0.192402,0.0016803380612245,0.211682,0.9276,0.192402,confirmation/R2
confirmation,R2,88,5,0.927916,0.0007032951016465,0.1920919999999999,0.0014430994421729,0.211622,0.927916,0.1920919999999999,confirmation/R2
confirmation,R2,89,5,0.928202,0.0007616928514828,0.191606,0.0013079235451661,0.210642,0.928202,0.191606,confirmation/R2
confirmation,R2,90,5,0.928408,0.00058197594452,0.191232,0.0010919413903685,0.20918,0.928408,0.191232,confirmation/R2
confirmation,R2,91,5,0.9287,0.0005925537950262,0.1907239999999999,0.0010198941121508,0.209098,0.9287,0.1907239999999999,confirmation/R2
confirmation,R2,92,5,0.92906,0.0007214429984413,0.190374,0.0009821120099051,0.208676,0.92906,0.190374,confirmation/R2
confirmation,R2,93,5,0.92924,0.0010047288191347,0.190036,0.000984065038501,0.207498,0.92924,0.190036,confirmation/R2
confirmation,R2,94,5,0.929378,0.001142758067134,0.189912,0.0011824280104936,0.20528,0.929378,0.189912,confirmation/R2
confirmation,R2,95,5,0.929784,0.0009191430791775,0.189332,0.0012611645412078,0.204964,0.929784,0.189332,confirmation/R2
confirmation,R2,96,5,0.92995,0.0009045440840555,0.18949,0.0013120213412898,0.205028,0.92995,0.18949,confirmation/R2
confirmation,R2,97,5,0.93,0.0009578517630614,0.189206,0.0013805013582028,0.204488,0.93,0.189206,confirmation/R2
confirmation,R2,98,5,0.930378,0.000949387170758,0.18893,0.0015418819669481,0.203008,0.930378,0.18893,confirmation/R2
confirmation,R2,99,5,0.930548,0.0007666915937976,0.188294,0.0014977529836391,0.20301,0.930548,0.188294,confirmation/R2
confirmation,R2,100,5,0.930716,0.0008078762281439,0.188484,0.0012297089086446,0.201254,0.930716,0.188484,confirmation/R2
confirmation,R2,101,5,0.931066,0.0005969455586567,0.188102,0.0010811734365956,0.200714,0.931066,0.188102,confirmation/R2
confirmation,R2,102,5,0.93135,0.0005389619652628,0.187996,0.0009170517978827,0.2003499999999999,0.93135,0.187996,confirmation/R2
confirmation,R2,103,5,0.931584,0.000526900370089,0.187622,0.0009277585892892,0.1993539999999999,0.931584,0.187622,confirmation/R2
confirmation,R2,104,5,0.931974,0.0005318872060878,0.187712,0.0009485652323377,0.198296,0.931974,0.187712,confirmation/R2
confirmation,R2,105,5,0.9323,0.0005762985337479,0.187472,0.0008561868954848,0.197956,0.9323,0.187472,confirmation/R2
confirmation,R2,106,5,0.932366,0.0006964366446418,0.18747,0.001018331969448,0.19602,0.932366,0.18747,confirmation/R2
confirmation,R2,107,5,0.932416,0.0007419595676315,0.187474,0.0011969394303806,0.195588,0.932416,0.187474,confirmation/R2
confirmation,R2,108,5,0.93259,0.0007137786771822,0.186778,0.0011847092470306,0.194206,0.93259,0.186778,confirmation/R2
confirmation,R2,109,5,0.9325759999999998,0.0006356288225057,0.186776,0.0012137973471712,0.1946159999999999,0.9325759999999998,0.186776,confirmation/R2
confirmation,R2,110,5,0.93276,0.0007454126374029,0.186802,0.0013751421744677,0.193382,0.93276,0.186802,confirmation/R2
confirmation,R2,111,5,0.932732,0.000836836901672,0.186602,0.0015181752204538,0.191384,0.932732,0.186602,confirmation/R2
confirmation,R2,112,5,0.932808,0.0007261514993443,0.186494,0.0016414213353066,0.190552,0.932808,0.186494,confirmation/R2
confirmation,R2,113,5,0.9329,0.0006578449665384,0.186232,0.0016778009417091,0.1898159999999999,0.9329,0.186232,confirmation/R2
confirmation,R2,114,5,0.933174,0.00054807298784,0.186138,0.0015541994723972,0.189008,0.933174,0.186138,confirmation/R2
confirmation,R2,115,5,0.933458,0.000538679867825,0.186058,0.001618745193043,0.18819,0.933458,0.186058,confirmation/R2
confirmation,R2,116,5,0.93379,0.0006742106495747,0.1856199999999999,0.0015168124472063,0.187444,0.93379,0.1856199999999999,confirmation/R2
confirmation,R2,117,5,0.934068,0.0006481172733386,0.185542,0.0015028160233375,0.18588,0.934068,0.185542,confirmation/R2
confirmation,R2,118,5,0.934386,0.0006553960634608,0.185738,0.0014902402490873,0.1858759999999999,0.934386,0.185738,confirmation/R2
confirmation,R2,119,5,0.934508,0.0006598909000736,0.185242,0.0015534271788532,0.183892,0.934508,0.185242,confirmation/R2
confirmation,R2,120,5,0.934758,0.0007549940397115,0.185496,0.001648254834666,0.182928,0.934758,0.185496,confirmation/R2
confirmation,R2,121,5,0.935034,0.0008712887007186,0.185162,0.0018290697088957,0.182148,0.935034,0.185162,confirmation/R2
confirmation,R2,122,5,0.93521,0.000596824932455,0.184892,0.0018193669228608,0.181244,0.93521,0.184892,confirmation/R2
confirmation,R2,123,5,0.93559,0.0006368359286346,0.184456,0.0018813888486966,0.18058,0.93559,0.184456,confirmation/R2
confirmation,R2,124,5,0.93579,0.0006902753073955,0.184916,0.0018850633941594,0.17923,0.93579,0.184916,confirmation/R2
confirmation,R2,125,5,0.935882,0.0006337949195126,0.184586,0.0018831101932707,0.177594,0.935882,0.184586,confirmation/R2
confirmation,R2,126,5,0.935958,0.0005652043878102,0.184502,0.0017834057306176,0.176736,0.935958,0.184502,confirmation/R2
confirmation,R2,127,5,0.936292,0.000682301985927,0.184484,0.0018191492517108,0.175414,0.936292,0.184484,confirmation/R2
confirmation,R2,128,5,0.936608,0.000641479539814,0.184758,0.0018087498445058,0.17514,0.936608,0.184758,confirmation/R2
confirmation,R2,129,5,0.936642,0.0006305362796857,0.1849019999999999,0.0017267703958546,0.17298,0.936642,0.1849019999999999,confirmation/R2
confirmation,R2,130,5,0.93684,0.0007372109603091,0.184994,0.0016819583823626,0.172792,0.93684,0.184994,confirmation/R2
confirmation,R2,131,5,0.937092,0.0006296157558384,0.18502,0.0016383772459357,0.170232,0.937092,0.18502,confirmation/R2
confirmation,R2,132,5,0.937166,0.0005345128623335,0.18477,0.0015981489292303,0.169446,0.937166,0.18477,confirmation/R2
confirmation,R2,133,5,0.937332,0.0005743657371396,0.18523,0.0015530743704021,0.168726,0.937332,0.18523,confirmation/R2
confirmation,R2,134,5,0.937474,0.0004475086591341,0.184966,0.0015144979366113,0.167818,0.937474,0.184966,confirmation/R2
confirmation,R2,135,5,0.937686,0.0003125123997539,0.185552,0.0015970898534522,0.166194,0.937686,0.185552,confirmation/R2
confirmation,R2,136,5,0.937918,0.0002350659481932,0.185384,0.0016596577960531,0.164138,0.937918,0.185384,confirmation/R2
confirmation,R2,137,5,0.938084,7.605261336734034e-05,0.18535,0.0017342433508593,0.16411,0.938084,0.18535,confirmation/R2
confirmation,R2,138,5,0.93828,0.0002965130688519,0.185138,0.0017345823704857,0.163414,0.93828,0.185138,confirmation/R2
confirmation,R2,139,5,0.938522,0.0002822339455132,0.185134,0.0016582713891278,0.160908,0.938522,0.185134,confirmation/R2
confirmation,R2,140,5,0.938692,0.0003467217904891,0.185074,0.0017672871866224,0.159104,0.938692,0.185074,confirmation/R2
confirmation,R2,141,5,0.938874,0.0005160077518797,0.185212,0.0018077544080986,0.158662,0.938874,0.185212,confirmation/R2
confirmation,R2,142,5,0.93901,0.0004784558495828,0.185678,0.0018063709475077,0.156608,0.93901,0.185678,confirmation/R2
confirmation,R2,143,5,0.9392,0.0005826491225428,0.185702,0.001772979413304,0.15502,0.9392,0.185702,confirmation/R2
confirmation,R2,144,5,0.939292,0.0007149097845183,0.185944,0.0018054761144916,0.154654,0.939292,0.185944,confirmation/R2
confirmation,R2,145,5,0.939558,0.0006754376359072,0.186244,0.0019162317187647,0.153228,0.939558,0.186244,confirmation/R2
confirmation,R2,146,5,0.939718,0.0006358427478551,0.186188,0.0019043886158029,0.151602,0.939718,0.186188,confirmation/R2
confirmation,R2,147,5,0.940116,0.0007028684087366,0.186586,0.0020416522720581,0.150006,0.940116,0.186586,confirmation/R2
confirmation,R2,148,5,0.940266,0.0009759221280409,0.1865939999999999,0.002107221867768,0.147498,0.940266,0.1865939999999999,confirmation/R2
confirmation,R2,149,5,0.940432,0.0009654719053395,0.186886,0.002136816323412,0.146286,0.940432,0.186886,confirmation/R2
confirmation,R2,150,5,0.940592,0.0010923991944339,0.186938,0.0021761286726662,0.144872,0.940592,0.186938,confirmation/R2
confirmation,R2,151,5,0.94099,0.0010330150047312,0.187128,0.0021628444234387,0.143542,0.94099,0.187128,confirmation/R2
confirmation,R2,152,5,0.941276,0.0010140729756778,0.187508,0.0022818711620071,0.141382,0.941276,0.187508,confirmation/R2
confirmation,R2,153,5,0.94144,0.0011439580411885,0.187724,0.0022806016749971,0.14057,0.94144,0.187724,confirmation/R2
confirmation,R2,154,5,0.941416,0.0010397422757587,0.188118,0.002307772952437,0.13838,0.941416,0.188118,confirmation/R2
confirmation,R2,155,5,0.941378,0.0009077753025942,0.1883719999999999,0.0022914746343784,0.135902,0.941378,0.1883719999999999,confirmation/R2
confirmation,R2,156,5,0.941516,0.000797009410233,0.18896,0.0022341620353054,0.1333899999999999,0.941516,0.18896,confirmation/R2
confirmation,R2,157,5,0.941666,0.0009598666574061,0.18966,0.0021202641344889,0.132648,0.941666,0.18966,confirmation/R2
confirmation,R2,158,5,0.941882,0.0010118181654823,0.1899759999999999,0.0020246540445221,0.131928,0.941882,0.1899759999999999,confirmation/R2
confirmation,R2,159,5,0.941948,0.00100831344333,0.190658,0.002020320766611,0.128844,0.941948,0.190658,confirmation/R2
confirmation,R2,160,5,0.942026,0.0010167516904338,0.191726,0.002208235494688,0.128144,0.942026,0.191726,confirmation/R2
confirmation,R2,161,5,0.942158,0.0010042987603298,0.19196,0.0021677453725011,0.1244059999999999,0.942158,0.19196,confirmation/R2
confirmation,R2,162,5,0.942168,0.0010901999816547,0.19266,0.0022090450425466,0.122862,0.942168,0.19266,confirmation/R2
confirmation,R2,163,5,0.942334,0.0010210700269814,0.19316,0.0023039097204534,0.120476,0.942334,0.19316,confirmation/R2
confirmation,R2,164,5,0.942308,0.0009729624864299,0.19428,0.0022482882377488,0.119164,0.942308,0.19428,confirmation/R2
confirmation,R2,165,5,0.942506,0.0009162226803566,0.194772,0.0021833772005771,0.1160099999999999,0.942506,0.194772,confirmation/R2
confirmation,R2,166,5,0.942532,0.0009312228519533,0.195792,0.0019963306339381,0.11352,0.942532,0.195792,confirmation/R2
confirmation,R2,167,5,0.942658,0.0007474061814034,0.196758,0.001832063317683,0.112986,0.942658,0.196758,confirmation/R2
confirmation,R2,168,5,0.942982,0.0008543161007496,0.198046,0.0017610633151593,0.110794,0.942982,0.198046,confirmation/R2
confirmation,R2,169,5,0.942974,0.0009350636341982,0.198846,0.0017767678520279,0.108302,0.942974,0.198846,confirmation/R2
confirmation,R2,170,5,0.94306,0.0009825884184133,0.200058,0.0017737463178256,0.106788,0.94306,0.200058,confirmation/R2
confirmation,R2,171,5,0.943276,0.0007553965845832,0.2014419999999999,0.0018162973324871,0.102608,0.943276,0.2014419999999999,confirmation/R2
confirmation,R2,172,5,0.943276,0.0008146803053959,0.202534,0.002001655314983,0.101286,0.943276,0.202534,confirmation/R2
confirmation,R2,173,5,0.94325,0.0007785884663928,0.204406,0.0021768288862471,0.098358,0.94325,0.204406,confirmation/R2
confirmation,R2,174,5,0.943358,0.0008319951922938,0.205324,0.0021963296656012,0.096336,0.943358,0.205324,confirmation/R2
confirmation,R2,175,5,0.943486,0.0008396808917678,0.206698,0.0021330016408807,0.094118,0.943486,0.206698,confirmation/R2
confirmation,R2,176,5,0.943544,0.0007739922480231,0.2081859999999999,0.0021581343795046,0.091262,0.943544,0.2081859999999999,confirmation/R2
confirmation,R2,177,5,0.943668,0.0006162921385187,0.209966,0.0023109011229388,0.08746,0.943668,0.209966,confirmation/R2
confirmation,R2,178,5,0.943724,0.000494958584126,0.21185,0.0026071363600701,0.087188,0.943724,0.21185,confirmation/R2
confirmation,R2,179,5,0.943866,0.0005324133732354,0.2133919999999999,0.0027368405141695,0.08391,0.943866,0.2133919999999999,confirmation/R2
confirmation,R2,180,5,0.9439,0.0007180529228406,0.2149039999999999,0.0028276251519605,0.081128,0.9439,0.2149039999999999,confirmation/R2
confirmation,R2,181,5,0.944116,0.000759699940766,0.216946,0.0030027094431529,0.078304,0.944116,0.216946,confirmation/R2
confirmation,R2,182,5,0.94424,0.0006709098300069,0.218902,0.0032194744912795,0.075516,0.94424,0.218902,confirmation/R2
confirmation,R2,183,5,0.944224,0.0007121123506863,0.2209359999999999,0.0033275672795602,0.072042,0.944224,0.2209359999999999,confirmation/R2
confirmation,R2,184,5,0.944426,0.0008136977325764,0.223698,0.0031628430248749,0.06925,0.944426,0.223698,confirmation/R2
confirmation,R2,185,5,0.94435,0.0008709535004809,0.225582,0.003024502603735,0.066496,0.94435,0.225582,confirmation/R2
confirmation,R2,186,5,0.944234,0.0009479367067478,0.228036,0.0029788762982037,0.063974,0.944234,0.228036,confirmation/R2
confirmation,R2,187,5,0.944358,0.0009555814983558,0.23083,0.0030150223879765,0.060742,0.944358,0.23083,confirmation/R2
confirmation,R2,188,5,0.944566,0.0009020997727524,0.23317,0.0031285779517218,0.058104,0.944566,0.23317,confirmation/R2
confirmation,R2,189,5,0.94474,0.0006494305197632,0.2358699999999999,0.0032100155762861,0.055086,0.94474,0.2358699999999999,confirmation/R2
confirmation,R2,190,5,0.944858,0.0007368690521388,0.238506,0.0032649569675571,0.0515399999999999,0.944858,0.238506,confirmation/R2
confirmation,R2,191,5,0.944942,0.0007373303194633,0.240876,0.0033619910767281,0.049332,0.944942,0.240876,confirmation/R2
confirmation,R2,192,5,0.94496,0.0007480909035672,0.243674,0.0031862994209584,0.046286,0.94496,0.243674,confirmation/R2
confirmation,R2,193,5,0.944984,0.0008437677405542,0.246366,0.0030625518771116,0.043406,0.944984,0.246366,confirmation/R2
confirmation,R2,194,5,0.945,0.0006103113959283,0.24887,0.0028986272613083,0.041064,0.945,0.24887,confirmation/R2
confirmation,R2,195,5,0.944992,0.0006422273740662,0.252014,0.0028694780013096,0.038842,0.944992,0.252014,confirmation/R2
confirmation,R2,196,5,0.945166,0.0005151931676565,0.254376,0.0026368814914591,0.036208,0.945166,0.254376,confirmation/R2
confirmation,R2,197,5,0.945048,0.0004584495610206,0.257374,0.0025885409017436,0.032906,0.945048,0.257374,confirmation/R2
confirmation,R2,198,5,0.944964,0.0004341244061326,0.259938,0.0024289454501902,0.030972,0.944964,0.259938,confirmation/R2
confirmation,R2,199,5,0.945218,0.0004243771907159,0.262352,0.0023943466749825,0.0288399999999999,0.945218,0.262352,confirmation/R2
confirmation,R2,200,5,0.945284,0.0005800551697899,0.264512,0.0023224934876119,0.026488,0.945284,0.264512,confirmation/R2
confirmation,T,1,5,0.9002079999999999,0.0010681273332332,0.253314,0.0027010708987362,0.3856279999999999,0.9002079999999999,0.253314,confirmation/T
confirmation,T,2,5,0.910208,0.0025070811714022,0.2308079999999999,0.0031330011171399,0.265944,0.910208,0.2308079999999999,confirmation/T
confirmation,T,3,5,0.891834,0.0059496036842801,0.277352,0.0208818594957441,0.266628,0.891834,0.277352,confirmation/T
confirmation,T,4,5,0.879916,0.0150712874035365,0.2996299999999999,0.0329596881053204,0.289522,0.879916,0.2996299999999999,confirmation/T
confirmation,T,5,5,0.905908,0.0034279404895651,0.2378079999999999,0.0074596873929139,0.2765019999999999,0.905908,0.2378079999999999,confirmation/T
confirmation,T,6,5,0.90421,0.0079539323607885,0.246856,0.019941091845734,0.2718779999999999,0.90421,0.246856,confirmation/T
confirmation,T,7,5,0.915216,0.0010527981762902,0.2213439999999999,0.0026966987225123,0.26908,0.915216,0.2213439999999999,confirmation/T
confirmation,T,8,5,0.919582,0.0009233287605181,0.2114599999999999,0.0025317108839675,0.270052,0.919582,0.2114599999999999,confirmation/T
confirmation,T,9,5,0.919966,0.0015858196618783,0.209594,0.0031155840543949,0.267654,0.919966,0.209594,confirmation/T
confirmation,T,10,5,0.922334,0.0011401333255369,0.204222,0.0013023271478395,0.267958,0.922334,0.204222,confirmation/T
confirmation,T,11,5,0.922226,0.0009895978981384,0.20596,0.0018776687673815,0.267324,0.922226,0.20596,confirmation/T
confirmation,T,12,5,0.92385,0.0005197306994973,0.202776,0.0009639211586016,0.266274,0.92385,0.202776,confirmation/T
confirmation,T,13,5,0.92306,0.0010054451750344,0.204282,0.0018660053590491,0.266164,0.92306,0.204282,confirmation/T
confirmation,T,14,5,0.924084,0.0009697546081354,0.204372,0.0021774884615078,0.266092,0.924084,0.204372,confirmation/T
confirmation,T,15,5,0.924924,0.0010533109702267,0.202918,0.0014055803072041,0.264406,0.924924,0.202918,confirmation/T
confirmation,T,16,5,0.925008,0.0006480864139912,0.203242,0.0004870893141919,0.26345,0.925008,0.203242,confirmation/T
confirmation,T,17,5,0.92496,0.0004300232551851,0.204488,0.0007860636106575,0.262452,0.92496,0.204488,confirmation/T
confirmation,T,18,5,0.924514,0.0002593530412391,0.204246,0.0009136651465389,0.261444,0.924514,0.204246,confirmation/T
confirmation,T,19,5,0.924234,0.0005523984069491,0.20541,0.0006859737604311,0.260254,0.924234,0.20541,confirmation/T
confirmation,T,20,5,0.92369,0.0005527024515957,0.205584,0.0007030391169771,0.259828,0.92369,0.205584,confirmation/T
confirmation,T,21,5,0.923476,0.0004798166316416,0.2059559999999999,0.001000511868995,0.259322,0.923476,0.2059559999999999,confirmation/T
confirmation,T,22,5,0.92316,0.0002772002886001,0.2061859999999999,0.0010989922656688,0.256918,0.92316,0.2061859999999999,confirmation/T
confirmation,T,23,5,0.922894,0.0004043068141894,0.20682,0.0011270492447093,0.25802,0.922894,0.20682,confirmation/T
confirmation,T,24,5,0.922466,0.0005405404702702,0.2071,0.0009485778829384,0.2576139999999999,0.922466,0.2071,confirmation/T
confirmation,T,25,5,0.9219,0.0005822714143764,0.20759,0.0007036192152009,0.255386,0.9219,0.20759,confirmation/T
confirmation,T,26,5,0.921306,0.0006565241808189,0.20733,0.0006081118318204,0.255472,0.921306,0.20733,confirmation/T
confirmation,T,27,5,0.920918,0.0008455625346477,0.207684,0.0005940572362996,0.254604,0.920918,0.207684,confirmation/T
confirmation,T,28,5,0.920374,0.0009238528021281,0.2084099999999999,0.0005957516260993,0.253698,0.920374,0.2084099999999999,confirmation/T
