run_slot,triad_id,condition_slot,phase,method,budget,guard_ratio,arm,y_true,replay_role,dynamic_bucket,count,share
RUN_062,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R1,0,normal_replay,learnable_hard,104,0.1733333333333333
RUN_062,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R1,0,normal_replay,ordinary,34,0.0566666666666666
RUN_062,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R1,0,normal_replay,persistent_hard,6,0.01
RUN_062,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R1,0,normal_replay,unstable_boundary,7,0.0116666666666666
RUN_063,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R2,0,normal_replay,learnable_hard,282,0.47
RUN_063,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R2,0,normal_replay,ordinary,76,0.1266666666666666
RUN_063,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R2,0,normal_replay,persistent_hard,65,0.1083333333333333
RUN_063,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R2,0,normal_replay,unstable_boundary,177,0.295
RUN_064,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1508,0.5026666666666667
RUN_064,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,387,0.129
RUN_064,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,298,0.0993333333333333
RUN_064,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,807,0.269
RUN_065,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2360,0.7866666666666666
RUN_065,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,469,0.1563333333333333
RUN_065,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,150,0.05
RUN_065,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,persistent_hard,21,0.007
RUN_066,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1617,0.539
RUN_066,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,374,0.1246666666666666
RUN_066,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,333,0.111
RUN_066,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,676,0.2253333333333333
RUN_067,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1508,0.5026666666666667
RUN_067,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,387,0.129
RUN_067,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,298,0.0993333333333333
RUN_067,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,807,0.269
RUN_068,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2365,0.7883333333333333
RUN_068,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,455,0.1516666666666666
RUN_068,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,159,0.053
RUN_068,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,persistent_hard,21,0.007
RUN_069,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1594,0.5313333333333333
RUN_069,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,377,0.1256666666666666
RUN_069,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,342,0.114
RUN_069,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,687,0.229
RUN_070,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1508,0.5026666666666667
RUN_070,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,387,0.129
RUN_070,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,298,0.0993333333333333
RUN_070,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,807,0.269
RUN_071,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2339,0.7796666666666666
RUN_071,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,513,0.171
RUN_071,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,124,0.0413333333333333
RUN_071,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R1,0,normal_replay,persistent_hard,24,0.008
RUN_072,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1595,0.5316666666666666
RUN_072,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,369,0.123
RUN_072,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,345,0.115
RUN_072,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,691,0.2303333333333333
RUN_073,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,learnable_hard,303,0.505
RUN_073,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,persistent_hard,266,0.4433333333333333
RUN_073,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,unstable_boundary,31,0.0516666666666666
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,easy_clean,473,0.7883333333333333
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,learnable_hard,100,0.1666666666666666
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,ordinary,18,0.03
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,persistent_hard,3,0.005
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,unstable_boundary,6,0.01
RUN_075,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,learnable_hard,304,0.5066666666666667
RUN_075,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,persistent_hard,265,0.4416666666666666
RUN_075,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,unstable_boundary,31,0.0516666666666666
RUN_076,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,learnable_hard,303,0.505
RUN_076,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,persistent_hard,266,0.4433333333333333
RUN_076,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,unstable_boundary,31,0.0516666666666666
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,easy_clean,461,0.7683333333333333
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,learnable_hard,90,0.15
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,ordinary,39,0.065
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,persistent_hard,6,0.01
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,unstable_boundary,4,0.0066666666666666
RUN_078,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,learnable_hard,309,0.515
RUN_078,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,persistent_hard,259,0.4316666666666666
RUN_078,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,unstable_boundary,32,0.0533333333333333
RUN_079,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,learnable_hard,303,0.505
RUN_079,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,persistent_hard,266,0.4433333333333333
RUN_079,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,T,0,normal_replay,unstable_boundary,31,0.0516666666666666
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,easy_clean,452,0.7533333333333333
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,learnable_hard,102,0.17
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,ordinary,34,0.0566666666666666
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,persistent_hard,4,0.0066666666666666
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,0,normal_replay,unstable_boundary,8,0.0133333333333333
RUN_081,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,learnable_hard,301,0.5016666666666667
RUN_081,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,persistent_hard,264,0.44
RUN_081,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R2,0,normal_replay,unstable_boundary,35,0.0583333333333333
RUN_082,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1616,0.5386666666666666
RUN_082,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,149,0.0496666666666666
RUN_082,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,702,0.234
RUN_082,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,533,0.1776666666666666
RUN_083,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2376,0.792
RUN_083,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,467,0.1556666666666666
RUN_083,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,141,0.047
RUN_083,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,unstable_boundary,16,0.0053333333333333
RUN_084,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1633,0.5443333333333333
RUN_084,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,165,0.055
RUN_084,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,671,0.2236666666666666
RUN_084,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,531,0.177
RUN_085,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1616,0.5386666666666666
RUN_085,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,149,0.0496666666666666
RUN_085,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,702,0.234
RUN_085,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,533,0.1776666666666666
RUN_086,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2369,0.7896666666666666
RUN_086,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,459,0.153
RUN_086,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,154,0.0513333333333333
RUN_086,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,unstable_boundary,18,0.006
RUN_087,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1636,0.5453333333333333
RUN_087,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,164,0.0546666666666666
RUN_087,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,662,0.2206666666666666
RUN_087,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,538,0.1793333333333333
RUN_088,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,learnable_hard,1616,0.5386666666666666
RUN_088,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,ordinary,149,0.0496666666666666
RUN_088,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,persistent_hard,702,0.234
RUN_088,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,T,0,normal_replay,unstable_boundary,533,0.1776666666666666
RUN_089,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,easy_clean,2349,0.783
RUN_089,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,learnable_hard,474,0.158
RUN_089,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,ordinary,161,0.0536666666666666
RUN_089,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R1,0,normal_replay,unstable_boundary,16,0.0053333333333333
RUN_090,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,learnable_hard,1626,0.542
RUN_090,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,ordinary,167,0.0556666666666666
RUN_090,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,persistent_hard,664,0.2213333333333333
RUN_090,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R2,0,normal_replay,unstable_boundary,543,0.181
RUN_091,TRIAD_031,A11,A,EndpointTrend,600,0.0,T,0,normal_replay,learnable_hard,600,1.0
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,easy_clean,454,0.7566666666666667
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,learnable_hard,103,0.1716666666666666
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,ordinary,27,0.045
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,persistent_hard,4,0.0066666666666666
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,unstable_boundary,12,0.02
RUN_093,TRIAD_031,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,learnable_hard,536,0.8933333333333333
RUN_093,TRIAD_031,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,ordinary,42,0.07
RUN_093,TRIAD_031,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,persistent_hard,20,0.0333333333333333
RUN_093,TRIAD_031,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,unstable_boundary,2,0.0033333333333333
RUN_094,TRIAD_032,A11,A,EndpointTrend,600,0.0,T,0,normal_replay,learnable_hard,600,1.0
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,easy_clean,437,0.7283333333333334
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,learnable_hard,101,0.1683333333333333
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,ordinary,39,0.065
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,persistent_hard,10,0.0166666666666666
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,unstable_boundary,13,0.0216666666666666
RUN_096,TRIAD_032,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,learnable_hard,536,0.8933333333333333
RUN_096,TRIAD_032,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,ordinary,43,0.0716666666666666
RUN_096,TRIAD_032,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,persistent_hard,19,0.0316666666666666
RUN_096,TRIAD_032,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,unstable_boundary,2,0.0033333333333333
RUN_097,TRIAD_033,A11,A,EndpointTrend,600,0.0,T,0,normal_replay,learnable_hard,600,1.0
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,easy_clean,444,0.74
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,learnable_hard,114,0.19
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,ordinary,30,0.05
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,persistent_hard,6,0.01
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,0,normal_replay,unstable_boundary,6,0.01
RUN_099,TRIAD_033,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,learnable_hard,537,0.895
RUN_099,TRIAD_033,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,ordinary,42,0.07
RUN_099,TRIAD_033,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,persistent_hard,19,0.0316666666666666
RUN_099,TRIAD_033,A11,A,EndpointTrend,600,0.0,R2,0,normal_replay,unstable_boundary,2,0.0033333333333333
RUN_100,TRIAD_034,A12,A,EndpointTrend,3000,0.0,T,0,normal_replay,learnable_hard,3000,1.0
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,easy_clean,2391,0.797
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,learnable_hard,383,0.1276666666666666
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,ordinary,153,0.051
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,persistent_hard,33,0.011
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,unstable_boundary,40,0.0133333333333333
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,easy_clean,38,0.0126666666666666
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,learnable_hard,2328,0.776
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,ordinary,301,0.1003333333333333
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,persistent_hard,282,0.094
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,unstable_boundary,51,0.017
RUN_103,TRIAD_035,A12,A,EndpointTrend,3000,0.0,T,0,normal_replay,learnable_hard,3000,1.0
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,easy_clean,2386,0.7953333333333333
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,learnable_hard,385,0.1283333333333333
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,ordinary,138,0.046
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,persistent_hard,33,0.011
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,unstable_boundary,58,0.0193333333333333
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,easy_clean,38,0.0126666666666666
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,learnable_hard,2336,0.7786666666666666
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,ordinary,302,0.1006666666666666
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,persistent_hard,275,0.0916666666666666
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,unstable_boundary,49,0.0163333333333333
RUN_106,TRIAD_036,A12,A,EndpointTrend,3000,0.0,T,0,normal_replay,learnable_hard,3000,1.0
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,easy_clean,2400,0.8
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,learnable_hard,364,0.1213333333333333
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,ordinary,164,0.0546666666666666
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,persistent_hard,40,0.0133333333333333
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,0,normal_replay,unstable_boundary,32,0.0106666666666666
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,easy_clean,34,0.0113333333333333
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,learnable_hard,2339,0.7796666666666666
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,ordinary,297,0.099
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,persistent_hard,281,0.0936666666666666
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,0,normal_replay,unstable_boundary,49,0.0163333333333333
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,easy_clean,458,0.1526666666666666
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,learnable_hard,537,0.179
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,ordinary,1079,0.3596666666666667
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,persistent_hard,591,0.197
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,unstable_boundary,335,0.1116666666666666
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,easy_clean,2342,0.7806666666666666
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,learnable_hard,535,0.1783333333333333
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,ordinary,85,0.0283333333333333
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,persistent_hard,9,0.003
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,unstable_boundary,29,0.0096666666666666
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,easy_clean,464,0.1546666666666666
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,learnable_hard,1763,0.5876666666666667
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,ordinary,291,0.097
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,persistent_hard,103,0.0343333333333333
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,unstable_boundary,379,0.1263333333333333
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,easy_clean,458,0.1526666666666666
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,learnable_hard,537,0.179
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,ordinary,1079,0.3596666666666667
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,persistent_hard,591,0.197
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,unstable_boundary,335,0.1116666666666666
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,easy_clean,2338,0.7793333333333333
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,learnable_hard,543,0.181
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,ordinary,83,0.0276666666666666
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,persistent_hard,7,0.0023333333333333
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,unstable_boundary,29,0.0096666666666666
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,easy_clean,465,0.155
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,learnable_hard,1768,0.5893333333333334
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,ordinary,289,0.0963333333333333
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,persistent_hard,102,0.034
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,unstable_boundary,376,0.1253333333333333
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,easy_clean,458,0.1526666666666666
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,learnable_hard,537,0.179
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,ordinary,1079,0.3596666666666667
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,persistent_hard,591,0.197
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,0,normal_replay,unstable_boundary,335,0.1116666666666666
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,easy_clean,2363,0.7876666666666666
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,learnable_hard,511,0.1703333333333333
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,ordinary,81,0.027
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,persistent_hard,11,0.0036666666666666
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,0,normal_replay,unstable_boundary,34,0.0113333333333333
RUN_117,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,0,normal_replay,easy_clean,464,0.1546666666666666
