triad_id,condition_slot,phase,budget,guard_ratio,control,scope,treatment_count,control_count,overlap_count,overlap_rate,jaccard,unique_to_treatment,unique_to_control,effective_unique_contrast
TRIAD_047,A16,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_047,A16,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_047,A16,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_047,A16,A,3000,0.0,R2,all,3000,3000,2729,0.9096666666666666,0.8343014368694589,271,271,0.0903333333333333
TRIAD_047,A16,A,3000,0.0,R2,normal,3000,3000,2729,0.9096666666666666,0.8343014368694589,271,271,0.0903333333333333
TRIAD_047,A16,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_048,A16,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_048,A16,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_048,A16,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_048,A16,A,3000,0.0,R2,all,3000,3000,2728,0.9093333333333332,0.8337408312958435,272,272,0.0906666666666666
TRIAD_048,A16,A,3000,0.0,R2,normal,3000,3000,2728,0.9093333333333332,0.8337408312958435,272,272,0.0906666666666666
TRIAD_048,A16,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_049,A17,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_049,A17,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_049,A17,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_049,A17,A,3000,0.0,R2,all,3000,3000,2771,0.9236666666666666,0.8581604211830288,229,229,0.0763333333333333
TRIAD_049,A17,A,3000,0.0,R2,normal,3000,3000,2771,0.9236666666666666,0.8581604211830288,229,229,0.0763333333333333
TRIAD_049,A17,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_050,A17,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_050,A17,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_050,A17,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_050,A17,A,3000,0.0,R2,all,3000,3000,2772,0.924,0.8587360594795539,228,228,0.076
TRIAD_050,A17,A,3000,0.0,R2,normal,3000,3000,2772,0.924,0.8587360594795539,228,228,0.076
TRIAD_050,A17,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_051,A17,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_051,A17,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_051,A17,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_051,A17,A,3000,0.0,R2,all,3000,3000,2787,0.929,0.8674136321195145,213,213,0.071
TRIAD_051,A17,A,3000,0.0,R2,normal,3000,3000,2787,0.929,0.8674136321195145,213,213,0.071
TRIAD_051,A17,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_052,A18,A,6000,0.0,R1,all,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_052,A18,A,6000,0.0,R1,normal,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_052,A18,A,6000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_052,A18,A,6000,0.0,R2,all,6000,6000,5392,0.8986666666666666,0.8159806295399515,608,608,0.1013333333333333
TRIAD_052,A18,A,6000,0.0,R2,normal,6000,6000,5392,0.8986666666666666,0.8159806295399515,608,608,0.1013333333333333
TRIAD_052,A18,A,6000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_053,A18,A,6000,0.0,R1,all,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_053,A18,A,6000,0.0,R1,normal,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_053,A18,A,6000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_053,A18,A,6000,0.0,R2,all,6000,6000,5329,0.8881666666666667,0.7988307600059961,671,671,0.1118333333333333
TRIAD_053,A18,A,6000,0.0,R2,normal,6000,6000,5329,0.8881666666666667,0.7988307600059961,671,671,0.1118333333333333
TRIAD_053,A18,A,6000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_054,A18,A,6000,0.0,R1,all,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_054,A18,A,6000,0.0,R1,normal,6000,6000,0,0.0,0.0,6000,6000,1.0
TRIAD_054,A18,A,6000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_054,A18,A,6000,0.0,R2,all,6000,6000,5391,0.8985,0.8157058556513844,609,609,0.1015
TRIAD_054,A18,A,6000,0.0,R2,normal,6000,6000,5391,0.8985,0.8157058556513844,609,609,0.1015
TRIAD_054,A18,A,6000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_055,A19,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_055,A19,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_055,A19,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_055,A19,A,3000,0.0,R2,all,3000,3000,2769,0.923,0.8570102135561746,231,231,0.077
TRIAD_055,A19,A,3000,0.0,R2,normal,3000,3000,2769,0.923,0.8570102135561746,231,231,0.077
TRIAD_055,A19,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_056,A19,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_056,A19,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_056,A19,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_056,A19,A,3000,0.0,R2,all,3000,3000,2791,0.9303333333333332,0.869741352446245,209,209,0.0696666666666666
TRIAD_056,A19,A,3000,0.0,R2,normal,3000,3000,2791,0.9303333333333332,0.869741352446245,209,209,0.0696666666666666
TRIAD_056,A19,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_057,A19,A,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_057,A19,A,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_057,A19,A,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_057,A19,A,3000,0.0,R2,all,3000,3000,2760,0.92,0.8518518518518519,240,240,0.08
TRIAD_057,A19,A,3000,0.0,R2,normal,3000,3000,2760,0.92,0.8518518518518519,240,240,0.08
TRIAD_057,A19,A,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_058,B01,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_058,B01,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_058,B01,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_058,B01,B,3000,0.1,R2,all,3000,3000,2984,0.9946666666666668,0.9893899204244032,16,16,0.0053333333333333
TRIAD_058,B01,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_058,B01,B,3000,0.1,R2,defect,300,300,284,0.9466666666666668,0.8987341772151899,16,16,0.0533333333333333
TRIAD_059,B01,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_059,B01,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_059,B01,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_059,B01,B,3000,0.1,R2,all,3000,3000,2987,0.9956666666666668,0.9913707268503154,13,13,0.0043333333333333
TRIAD_059,B01,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_059,B01,B,3000,0.1,R2,defect,300,300,287,0.9566666666666668,0.9169329073482428,13,13,0.0433333333333333
TRIAD_060,B01,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_060,B01,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_060,B01,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_060,B01,B,3000,0.1,R2,all,3000,3000,2986,0.9953333333333332,0.9907100199071002,14,14,0.0046666666666666
TRIAD_060,B01,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_060,B01,B,3000,0.1,R2,defect,300,300,286,0.9533333333333334,0.910828025477707,14,14,0.0466666666666666
TRIAD_061,B02,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_061,B02,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_061,B02,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_061,B02,B,3000,0.1,R2,all,3000,3000,2975,0.9916666666666668,0.9834710743801652,25,25,0.0083333333333333
TRIAD_061,B02,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_061,B02,B,3000,0.1,R2,defect,300,300,275,0.9166666666666666,0.8461538461538461,25,25,0.0833333333333333
TRIAD_062,B02,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_062,B02,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_062,B02,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_062,B02,B,3000,0.1,R2,all,3000,3000,2969,0.9896666666666668,0.9795447047179148,31,31,0.0103333333333333
TRIAD_062,B02,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_062,B02,B,3000,0.1,R2,defect,300,300,269,0.8966666666666666,0.8126888217522659,31,31,0.1033333333333333
TRIAD_063,B02,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_063,B02,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_063,B02,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_063,B02,B,3000,0.1,R2,all,3000,3000,2974,0.9913333333333332,0.982815598149372,26,26,0.0086666666666666
TRIAD_063,B02,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_063,B02,B,3000,0.1,R2,defect,300,300,274,0.9133333333333332,0.8404907975460123,26,26,0.0866666666666666
TRIAD_064,B03,B,3000,0.05,R1,all,3000,3000,2850,0.95,0.9047619047619048,150,150,0.05
TRIAD_064,B03,B,3000,0.05,R1,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_064,B03,B,3000,0.05,R1,defect,150,150,0,0.0,0.0,150,150,1.0
TRIAD_064,B03,B,3000,0.05,R2,all,3000,3000,2989,0.9963333333333332,0.9926934573231484,11,11,0.0036666666666666
TRIAD_064,B03,B,3000,0.05,R2,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_064,B03,B,3000,0.05,R2,defect,150,150,139,0.9266666666666666,0.8633540372670807,11,11,0.0733333333333333
TRIAD_065,B03,B,3000,0.05,R1,all,3000,3000,2850,0.95,0.9047619047619048,150,150,0.05
TRIAD_065,B03,B,3000,0.05,R1,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_065,B03,B,3000,0.05,R1,defect,150,150,0,0.0,0.0,150,150,1.0
TRIAD_065,B03,B,3000,0.05,R2,all,3000,3000,2987,0.9956666666666668,0.9913707268503154,13,13,0.0043333333333333
TRIAD_065,B03,B,3000,0.05,R2,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_065,B03,B,3000,0.05,R2,defect,150,150,137,0.9133333333333332,0.8404907975460123,13,13,0.0866666666666666
TRIAD_066,B03,B,3000,0.05,R1,all,3000,3000,2850,0.95,0.9047619047619048,150,150,0.05
TRIAD_066,B03,B,3000,0.05,R1,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_066,B03,B,3000,0.05,R1,defect,150,150,0,0.0,0.0,150,150,1.0
TRIAD_066,B03,B,3000,0.05,R2,all,3000,3000,2989,0.9963333333333332,0.9926934573231484,11,11,0.0036666666666666
TRIAD_066,B03,B,3000,0.05,R2,normal,2850,2850,2850,1.0,1.0,0,0,0.0
TRIAD_066,B03,B,3000,0.05,R2,defect,150,150,139,0.9266666666666666,0.8633540372670807,11,11,0.0733333333333333
TRIAD_067,B04,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_067,B04,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_067,B04,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_067,B04,B,3000,0.1,R2,all,3000,3000,2969,0.9896666666666668,0.9795447047179148,31,31,0.0103333333333333
TRIAD_067,B04,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_067,B04,B,3000,0.1,R2,defect,300,300,269,0.8966666666666666,0.8126888217522659,31,31,0.1033333333333333
TRIAD_068,B04,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_068,B04,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_068,B04,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_068,B04,B,3000,0.1,R2,all,3000,3000,2976,0.992,0.984126984126984,24,24,0.008
TRIAD_068,B04,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_068,B04,B,3000,0.1,R2,defect,300,300,276,0.92,0.8518518518518519,24,24,0.08
TRIAD_069,B04,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_069,B04,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_069,B04,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_069,B04,B,3000,0.1,R2,all,3000,3000,2974,0.9913333333333332,0.982815598149372,26,26,0.0086666666666666
TRIAD_069,B04,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_069,B04,B,3000,0.1,R2,defect,300,300,274,0.9133333333333332,0.8404907975460123,26,26,0.0866666666666666
TRIAD_070,B05,B,3000,0.2,R1,all,3000,3000,2400,0.8,0.6666666666666666,600,600,0.2
TRIAD_070,B05,B,3000,0.2,R1,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_070,B05,B,3000,0.2,R1,defect,600,600,0,0.0,0.0,600,600,1.0
TRIAD_070,B05,B,3000,0.2,R2,all,3000,3000,2954,0.9846666666666668,0.9697964543663822,46,46,0.0153333333333333
TRIAD_070,B05,B,3000,0.2,R2,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_070,B05,B,3000,0.2,R2,defect,600,600,554,0.9233333333333332,0.8575851393188855,46,46,0.0766666666666666
TRIAD_071,B05,B,3000,0.2,R1,all,3000,3000,2400,0.8,0.6666666666666666,600,600,0.2
TRIAD_071,B05,B,3000,0.2,R1,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_071,B05,B,3000,0.2,R1,defect,600,600,0,0.0,0.0,600,600,1.0
TRIAD_071,B05,B,3000,0.2,R2,all,3000,3000,2957,0.9856666666666668,0.9717384160368058,43,43,0.0143333333333333
TRIAD_071,B05,B,3000,0.2,R2,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_071,B05,B,3000,0.2,R2,defect,600,600,557,0.9283333333333332,0.8662519440124417,43,43,0.0716666666666666
TRIAD_072,B05,B,3000,0.2,R1,all,3000,3000,2400,0.8,0.6666666666666666,600,600,0.2
TRIAD_072,B05,B,3000,0.2,R1,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_072,B05,B,3000,0.2,R1,defect,600,600,0,0.0,0.0,600,600,1.0
TRIAD_072,B05,B,3000,0.2,R2,all,3000,3000,2951,0.9836666666666668,0.9678583142013776,49,49,0.0163333333333333
TRIAD_072,B05,B,3000,0.2,R2,normal,2400,2400,2400,1.0,1.0,0,0,0.0
TRIAD_072,B05,B,3000,0.2,R2,defect,600,600,551,0.9183333333333332,0.8489984591679507,49,49,0.0816666666666666
TRIAD_073,B06,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_073,B06,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_073,B06,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_073,B06,B,3000,0.1,R2,all,3000,3000,2975,0.9916666666666668,0.9834710743801652,25,25,0.0083333333333333
TRIAD_073,B06,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_073,B06,B,3000,0.1,R2,defect,300,300,275,0.9166666666666666,0.8461538461538461,25,25,0.0833333333333333
TRIAD_074,B06,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_074,B06,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_074,B06,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_074,B06,B,3000,0.1,R2,all,3000,3000,2976,0.992,0.984126984126984,24,24,0.008
TRIAD_074,B06,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_074,B06,B,3000,0.1,R2,defect,300,300,276,0.92,0.8518518518518519,24,24,0.08
TRIAD_075,B06,B,3000,0.1,R1,all,3000,3000,2700,0.9,0.8181818181818182,300,300,0.1
TRIAD_075,B06,B,3000,0.1,R1,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_075,B06,B,3000,0.1,R1,defect,300,300,0,0.0,0.0,300,300,1.0
TRIAD_075,B06,B,3000,0.1,R2,all,3000,3000,2977,0.9923333333333332,0.9847833278200464,23,23,0.0076666666666666
TRIAD_075,B06,B,3000,0.1,R2,normal,2700,2700,2700,1.0,1.0,0,0,0.0
TRIAD_075,B06,B,3000,0.1,R2,defect,300,300,277,0.9233333333333332,0.8575851393188855,23,23,0.0766666666666666
TRIAD_076,A02,C,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_076,A02,C,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_076,A02,C,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_076,A02,C,3000,0.0,R2,all,3000,3000,2746,0.9153333333333332,0.8438844499078058,254,254,0.0846666666666666
TRIAD_076,A02,C,3000,0.0,R2,normal,3000,3000,2746,0.9153333333333332,0.8438844499078058,254,254,0.0846666666666666
TRIAD_076,A02,C,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_077,A02,C,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_077,A02,C,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_077,A02,C,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_077,A02,C,3000,0.0,R2,all,3000,3000,2742,0.914,0.8416206261510129,258,258,0.086
TRIAD_077,A02,C,3000,0.0,R2,normal,3000,3000,2742,0.914,0.8416206261510129,258,258,0.086
TRIAD_077,A02,C,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_078,A02,C,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_078,A02,C,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_078,A02,C,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_078,A02,C,3000,0.0,R2,all,3000,3000,2748,0.916,0.8450184501845018,252,252,0.084
TRIAD_078,A02,C,3000,0.0,R2,normal,3000,3000,2748,0.916,0.8450184501845018,252,252,0.084
TRIAD_078,A02,C,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_079,A02,C,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_079,A02,C,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_079,A02,C,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_079,A02,C,3000,0.0,R2,all,3000,3000,2759,0.9196666666666666,0.8512804689910521,241,241,0.0803333333333333
TRIAD_079,A02,C,3000,0.0,R2,normal,3000,3000,2759,0.9196666666666666,0.8512804689910521,241,241,0.0803333333333333
TRIAD_079,A02,C,3000,0.0,R2,defect,0,0,0,,,0,0,
TRIAD_080,A02,C,3000,0.0,R1,all,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_080,A02,C,3000,0.0,R1,normal,3000,3000,0,0.0,0.0,3000,3000,1.0
TRIAD_080,A02,C,3000,0.0,R1,defect,0,0,0,,,0,0,
TRIAD_080,A02,C,3000,0.0,R2,all,3000,3000,2748,0.916,0.8450184501845018,252,252,0.084
TRIAD_080,A02,C,3000,0.0,R2,normal,3000,3000,2748,0.916,0.8450184501845018,252,252,0.084
TRIAD_080,A02,C,3000,0.0,R2,defect,0,0,0,,,0,0,
