condition_slot,score_column,selected_count,negative_count,nonnegative_count,min_score,max_score,mean_score,q00,q10,q25,q50,q75,q90,q100
A13,gap_critical_score,3000,2844,156,-0.9383692547,0.0002777178,-0.2463040136409666,-0.9383692547,-0.5679701385199999,-0.4054994431249999,-0.1859175739999999,-0.051617377425,-0.00967644943,0.0002777178
