run_slot,triad_id,condition_slot,phase,arm,training_seed,split,row_count,auroc,auprc,auroc_raw,auprc_raw,brier,log_loss,ece,ece_bins
RUN_032,TRIAD_011,A04,A,R1,1385197443,val_op,120000,0.986938209,0.9486351903565104,0.9869395935,0.9486362122827648,0.0403139406205592,0.1440947253483856,0.0550597836912038,15
RUN_033,TRIAD_011,A04,A,R2,1385197443,val_cal,120000,0.986311342,0.9471614915236086,0.98631162,0.9471704261057434,0.0401624384166136,0.1441953244771836,0.0537217539554784,15
RUN_033,TRIAD_011,A04,A,R2,1385197443,val_op,120000,0.9864787485,0.9457672151039532,0.986500418,0.94577968060351,0.0395550183044391,0.1439318801323431,0.0534755628610122,15
RUN_034,TRIAD_012,A04,A,T,1343723075,val_cal,120000,0.986083403,0.9468365534370544,0.9860896235,0.946840016218548,0.040604481567104,0.145426236188481,0.0546696345244458,15
RUN_034,TRIAD_012,A04,A,T,1343723075,val_op,120000,0.9868468955,0.9481068934379734,0.9868519355,0.9481089383327926,0.0396078519903133,0.1429065075610399,0.0542323422724428,15
RUN_035,TRIAD_012,A04,A,R1,1343723075,val_cal,120000,0.98611406425,0.9457640413595034,0.98611635725,0.9457662765282124,0.0411008270280497,0.1468661867958689,0.0553149902156699,15
RUN_035,TRIAD_012,A04,A,R1,1343723075,val_op,120000,0.9868647715000002,0.9466078510903084,0.9868647715000002,0.9466078510903084,0.0402928208798384,0.1449990504267932,0.0551496416162449,15
RUN_036,TRIAD_012,A04,A,R2,1343723075,val_cal,120000,0.9861358365,0.946171336860726,0.98613548425,0.9461716294967362,0.040774299395326,0.1459129307545687,0.0547939580224068,15
RUN_036,TRIAD_012,A04,A,R2,1343723075,val_op,120000,0.986513517,0.9456415789363972,0.98651130725,0.9456415967521824,0.0398628513625781,0.1441998806134501,0.0541329850581814,15
RUN_037,TRIAD_013,A05,A,T,1829910790,val_cal,120000,0.9864471985,0.9481713394946087,0.9864533215,0.9481746836954972,0.0404534073089219,0.1444313158146192,0.0544151900359424,15
RUN_037,TRIAD_013,A05,A,T,1829910790,val_op,120000,0.9872881605,0.9490971861390762,0.987295612,0.9491006595340494,0.0394876560680441,0.1422154052748025,0.0539975905774066,15
RUN_038,TRIAD_013,A05,A,R1,1829910790,val_cal,120000,0.98631894125,0.94742965181641,0.98632275,0.9474312205188437,0.0409905303501366,0.1456329906414389,0.0552756591916181,15
RUN_038,TRIAD_013,A05,A,R1,1829910790,val_op,120000,0.986946249,0.9479191962924916,0.98694739325,0.9479196948528928,0.0404266358372612,0.1445661681749484,0.0550694309858554,15
RUN_039,TRIAD_013,A05,A,R2,1829910790,val_cal,120000,0.9859153705,0.9431446028561326,0.98592173275,0.94314910422896,0.0413424270969559,0.1477927171651653,0.0550153747765624,15
RUN_039,TRIAD_013,A05,A,R2,1829910790,val_op,120000,0.98650805925,0.9439149661333472,0.98650371375,0.9439154716508076,0.0404604318688736,0.1458891366440778,0.0546813169840057,15
RUN_040,TRIAD_014,A05,A,T,1385197443,val_cal,120000,0.98638819975,0.9456640130027814,0.98638316025,0.9456671646921132,0.0404064764075927,0.1452710276864305,0.0542265238904765,15
RUN_040,TRIAD_014,A05,A,T,1385197443,val_op,120000,0.98693150475,0.946150241217638,0.98693113775,0.9461542306472572,0.0398597108968353,0.1438462746280794,0.0541226056302001,15
RUN_041,TRIAD_014,A05,A,R1,1385197443,val_cal,120000,0.985773531,0.9438250769104486,0.9857772585,0.9438321490970004,0.0411162812606075,0.1477755091069546,0.0551480308761737,15
RUN_041,TRIAD_014,A05,A,R1,1385197443,val_op,120000,0.9865645259999998,0.9452695418222664,0.9865691145,0.945273814448492,0.0400674016728221,0.1448155852184597,0.0546285636075841,15
RUN_042,TRIAD_014,A05,A,R2,1385197443,val_cal,120000,0.985934598,0.9441367435743088,0.9859438215000002,0.9441444943668628,0.0408740429840383,0.1473242250718881,0.055064364395466,15
RUN_042,TRIAD_014,A05,A,R2,1385197443,val_op,120000,0.98665312275,0.9455719907993752,0.986658645,0.9455776732993556,0.0399570342580862,0.1450208369596757,0.0547334257965869,15
RUN_043,TRIAD_015,A05,A,T,1343723075,val_cal,120000,0.9861824982500002,0.946666804410831,0.98618396525,0.946669580289505,0.0406186559993019,0.1454223679665415,0.0544219810603172,15
RUN_043,TRIAD_015,A05,A,T,1343723075,val_op,120000,0.98679166925,0.9468345204129806,0.9867952925,0.9468357646145812,0.0400873602346508,0.144538004316665,0.0545179915405974,15
RUN_044,TRIAD_015,A05,A,R1,1343723075,val_cal,120000,0.985872899,0.9436985592615555,0.985871443,0.9437022297727878,0.0409444041708345,0.1474840417471598,0.0552096605650849,15
RUN_044,TRIAD_015,A05,A,R1,1343723075,val_op,120000,0.9866397275,0.9451542451247912,0.98663768,0.9451578842349432,0.0401394457960857,0.1452249766386923,0.0549699463333985,15
RUN_045,TRIAD_015,A05,A,R2,1343723075,val_cal,120000,0.9858625592500002,0.9438799973350066,0.985855267,0.9438841081788552,0.0409429956292435,0.1470288298162743,0.0547974113519531,15
RUN_045,TRIAD_015,A05,A,R2,1343723075,val_op,120000,0.98628033925,0.9439442541596652,0.98629154475,0.943950731489179,0.0403809624847267,0.1461742784602666,0.0543952238170752,15
RUN_046,TRIAD_016,A06,A,T,1829910790,val_cal,120000,0.9862462135,0.9467389374444548,0.986247591,0.9467400541852208,0.0407269124717438,0.145809971068767,0.0548431344857402,15
RUN_046,TRIAD_016,A06,A,T,1829910790,val_op,120000,0.986666173,0.946714071188562,0.986666173,0.946714071188562,0.0400251684550558,0.1445957974420542,0.0546581134060732,15
RUN_047,TRIAD_016,A06,A,R1,1829910790,val_cal,120000,0.985912983,0.9447551715376692,0.98592062725,0.9447624100110428,0.0407263835337185,0.1466524963957692,0.0546802293390123,15
RUN_047,TRIAD_016,A06,A,R1,1829910790,val_op,120000,0.98662143025,0.9445298469436122,0.9866279575,0.9445329025743772,0.0398558536782145,0.1447749637742065,0.0542260063576948,15
RUN_048,TRIAD_016,A06,A,R2,1829910790,val_cal,120000,0.98644798725,0.948204753642692,0.98644798725,0.948204753642692,0.0407079492159371,0.1453682728239106,0.0554408641484663,15
RUN_048,TRIAD_016,A06,A,R2,1829910790,val_op,120000,0.986959042,0.9487357821434618,0.986959042,0.9487357821434618,0.0401829044302803,0.1442326767997961,0.0550497923405694,15
RUN_049,TRIAD_017,A06,A,T,1385197443,val_cal,120000,0.98614547325,0.9459866885287443,0.98614830625,0.9459912995902284,0.0405346601449411,0.1457568346405218,0.054467750171237,15
RUN_049,TRIAD_017,A06,A,T,1385197443,val_op,120000,0.986520955,0.9465344435001516,0.9865246855,0.9465385234854836,0.0397176347882635,0.1440892295241337,0.0539006750081884,15
RUN_050,TRIAD_017,A06,A,R1,1385197443,val_cal,120000,0.9861080625,0.945494256716725,0.986112615,0.9454993491700971,0.0407231307181064,0.1461988474902876,0.0545868293455351,15
RUN_050,TRIAD_017,A06,A,R1,1385197443,val_op,120000,0.98671853725,0.9466410260871568,0.98671897075,0.9466438939520414,0.0398719347526823,0.144045510613514,0.0542983604760838,15
RUN_051,TRIAD_017,A06,A,R2,1385197443,val_cal,120000,0.9862186115,0.9466572415697512,0.9862190745,0.9466579726037576,0.040908466108515,0.1459256261498867,0.0550039334142269,15
RUN_051,TRIAD_017,A06,A,R2,1385197443,val_op,120000,0.98678913,0.94681044772348,0.98678913,0.94681044772348,0.040228090760641,0.1447707999543313,0.0546833205653681,15
RUN_052,TRIAD_018,A06,A,T,1343723075,val_cal,120000,0.98602717825,0.945819960626492,0.98604017175,0.9458279394307944,0.0403843619273903,0.145951389273111,0.0544123182798482,15
RUN_052,TRIAD_018,A06,A,T,1343723075,val_op,120000,0.98662954525,0.9460656634183454,0.98662471675,0.946068492012674,0.0398505960735669,0.1449527450262586,0.0544308238077298,15
RUN_053,TRIAD_018,A06,A,R1,1343723075,val_cal,120000,0.9861543625,0.945993171397032,0.986157802,0.9459978104848206,0.0410213457405756,0.1465660742767843,0.0549416219801324,15
RUN_053,TRIAD_018,A06,A,R1,1343723075,val_op,120000,0.98660115875,0.9465397411138454,0.98660683075,0.9465433339309678,0.0401328457282739,0.1446333802584521,0.0544077944081834,15
RUN_054,TRIAD_018,A06,A,R2,1343723075,val_cal,120000,0.9859532157500002,0.9456989906229716,0.985954794,0.9457080776063702,0.0400996232504022,0.1455506613420378,0.0542658902840441,15
RUN_054,TRIAD_018,A06,A,R2,1343723075,val_op,120000,0.98660347025,0.9461406225689504,0.98659044625,0.946141743190808,0.0394272509758971,0.1439847577604023,0.0541136844836416,15
RUN_055,TRIAD_019,A07,A,T,1829910790,val_cal,120000,0.986396253,0.9464710367113764,0.9863956215000002,0.94647487416475,0.0403506759580866,0.1449860444775992,0.0543648974625177,15
RUN_055,TRIAD_019,A07,A,T,1829910790,val_op,120000,0.98700258225,0.9481611075177748,0.98700444575,0.948163441204036,0.0395205348260299,0.1429623368063076,0.054190668504662,15
RUN_056,TRIAD_019,A07,A,R1,1829910790,val_cal,120000,0.985917292,0.9450548874253992,0.985917292,0.9450548874253992,0.0415640341216582,0.148061838945597,0.0557749370498262,15
RUN_056,TRIAD_019,A07,A,R1,1829910790,val_op,120000,0.986655409,0.9457394141865068,0.98665451325,0.9457396849280632,0.040623435314127,0.1456527307296859,0.055219222558892,15
RUN_057,TRIAD_019,A07,A,R2,1829910790,val_cal,120000,0.98608013675,0.9462035867047665,0.98607882875,0.9462086400963434,0.0406783439966519,0.1462672158173883,0.0551023051150486,15
RUN_057,TRIAD_019,A07,A,R2,1829910790,val_op,120000,0.98680587275,0.9468470394460338,0.98680645925,0.946847771391775,0.0400485297639137,0.1448317644151967,0.0550026351379879,15
RUN_058,TRIAD_020,A07,A,T,1385197443,val_cal,120000,0.98638532825,0.9470468291108451,0.98638856025,0.947048405154905,0.0409168792565355,0.1456416306366946,0.0548036588994749,15
RUN_058,TRIAD_020,A07,A,T,1385197443,val_op,120000,0.986725211,0.9477979144020596,0.986728514,0.947800544480773,0.0403993631160277,0.1447567704781655,0.0547183821013473,15
RUN_059,TRIAD_020,A07,A,R1,1385197443,val_cal,120000,0.986019689,0.9454717520953466,0.9860174245,0.9454755897537686,0.0408052637424589,0.1464812897815962,0.0549732907517162,15
RUN_059,TRIAD_020,A07,A,R1,1385197443,val_op,120000,0.98672015975,0.945758455886738,0.986720718,0.9457591301017304,0.0403554509183855,0.1452759319815136,0.0546962535429491,15
RUN_060,TRIAD_020,A07,A,R2,1385197443,val_cal,120000,0.98625946775,0.9454861279976222,0.98626898775,0.9454911167564674,0.0405385182444211,0.1456508075387907,0.0545024426979389,15
RUN_060,TRIAD_020,A07,A,R2,1385197443,val_op,120000,0.98677049825,0.945967337058922,0.98677133125,0.9459687967708136,0.039841909501837,0.1442523141078111,0.0541121693339883,15
RUN_061,TRIAD_021,A07,A,T,1343723075,val_cal,120000,0.98626489025,0.945755298438525,0.98625660675,0.9457566524968056,0.0405652211943784,0.1456130251918555,0.0547100661479092,15
RUN_061,TRIAD_021,A07,A,T,1343723075,val_op,120000,0.9866476675,0.9465922403044804,0.98665614025,0.9465969335117882,0.0403320095721571,0.1452251079504581,0.0547719805901896,15
RUN_062,TRIAD_021,A07,A,R1,1343723075,val_cal,120000,0.986106876,0.9459008217054128,0.986110408,0.9459041345371586,0.0411972659233143,0.1467291617909439,0.0549628132558035,15
RUN_062,TRIAD_021,A07,A,R1,1343723075,val_op,120000,0.9865586995,0.9460842071015048,0.986566642,0.9460881670633404,0.0406842295050292,0.1459609334776185,0.0546661232707792,15
RUN_063,TRIAD_021,A07,A,R2,1343723075,val_cal,120000,0.98612567225,0.9460148601494685,0.98611381375,0.9460161926563958,0.0405536538330175,0.145526565025495,0.0546093456165912,15
RUN_063,TRIAD_021,A07,A,R2,1343723075,val_op,120000,0.98674214525,0.946385215996598,0.98673738675,0.9463871237946216,0.0401644234172778,0.1449964908089319,0.0547013373455313,15
RUN_064,TRIAD_022,A08,A,T,1829910790,val_cal,120000,0.985784749,0.9431663159662363,0.985782249,0.9431718794408328,0.0407977732765752,0.1473171347059293,0.0549344553369709,15
RUN_064,TRIAD_022,A08,A,T,1829910790,val_op,120000,0.9862428305,0.943358716797073,0.98624442625,0.9433615750801492,0.0401944264220308,0.1464364673021227,0.0546755437222131,15
RUN_065,TRIAD_022,A08,A,R1,1829910790,val_cal,120000,0.98628976525,0.9458475260832548,0.98628862475,0.945848714668032,0.0413013269181013,0.14635415484455,0.0547681477981122,15
RUN_065,TRIAD_022,A08,A,R1,1829910790,val_op,120000,0.9867504785,0.9472499214245266,0.9867475185,0.947250361623545,0.0404979093669056,0.1444490654835908,0.0543431599093361,15
RUN_066,TRIAD_022,A08,A,R2,1829910790,val_cal,120000,0.986139028,0.9467840279371676,0.986151374,0.9467946950163266,0.0401779830060301,0.1449115011513211,0.0541258564144711,15
RUN_066,TRIAD_022,A08,A,R2,1829910790,val_op,120000,0.986719208,0.9467407082848832,0.98672300175,0.9467463555430928,0.039568413679394,0.1436510906094834,0.0540223496066787,15
RUN_067,TRIAD_023,A08,A,T,1385197443,val_cal,120000,0.9862627385,0.9463672270575464,0.986258884,0.9463697778746072,0.0400376750549195,0.1450757496486002,0.0545325368453339,15
RUN_067,TRIAD_023,A08,A,T,1385197443,val_op,120000,0.9865743567499998,0.9473219628905152,0.9865757462499998,0.9473240739242788,0.0394194404214146,0.1437698025494013,0.054426758261937,15
RUN_068,TRIAD_023,A08,A,R1,1385197443,val_cal,120000,0.98614804275,0.9467434913867336,0.98614766375,0.9467470607149768,0.040910343736026,0.1459750190171495,0.0546744805533627,15
RUN_068,TRIAD_023,A08,A,R1,1385197443,val_op,120000,0.9867851935,0.9462746394993816,0.986781493,0.9462752706801262,0.0400107378942133,0.1442919401796652,0.0543412909833529,15
RUN_069,TRIAD_023,A08,A,R2,1385197443,val_cal,120000,0.9859964685,0.9460122395030796,0.9859903025,0.9460136168917236,0.0407243063936115,0.1462164491490401,0.0548749478903975,15
RUN_069,TRIAD_023,A08,A,R2,1385197443,val_op,120000,0.986693276,0.9464532431288422,0.986694393,0.9464543344963964,0.0401662672445623,0.1446287637431814,0.0544300296624948,15
RUN_070,TRIAD_024,A08,A,T,1343723075,val_cal,120000,0.98606782325,0.94620960783465,0.98607969875,0.9462149008912878,0.0405561522708804,0.146164543283647,0.0549101953894264,15
RUN_070,TRIAD_024,A08,A,T,1343723075,val_op,120000,0.986478388,0.945965700078898,0.986479348,0.9459680856025272,0.0401094507273741,0.1455032966576057,0.0550315184102816,15
RUN_071,TRIAD_024,A08,A,R1,1343723075,val_cal,120000,0.9859692335,0.9438703424646094,0.985967954,0.9438755103979622,0.0408858036267405,0.1467126100104038,0.0547140131124784,15
RUN_071,TRIAD_024,A08,A,R1,1343723075,val_op,120000,0.9865663295,0.9452417075202408,0.9865878875,0.9452530727126652,0.0399013837823196,0.1445127344886109,0.0544166718389482,15
RUN_072,TRIAD_024,A08,A,R2,1343723075,val_cal,120000,0.9862322165,0.9463067876758984,0.986234234,0.9463077507339572,0.0409287997161776,0.1463378592417704,0.0551965435402246,15
RUN_072,TRIAD_024,A08,A,R2,1343723075,val_op,120000,0.98705356375,0.9477700114594084,0.98705356375,0.9477700114594084,0.0403675134655707,0.1446849891496542,0.0553316701881907,15
RUN_073,TRIAD_025,A09,A,T,1829910790,val_cal,120000,0.98563878725,0.9425859302221244,0.98565317675,0.9425944248191116,0.0412278315229143,0.1484991956948945,0.0553832848417821,15
RUN_073,TRIAD_025,A09,A,T,1829910790,val_op,120000,0.9864223112499998,0.9441269368250056,0.9864251067500002,0.9441303325432217,0.0407197607423836,0.1468736288945472,0.0553294758841409,15
RUN_074,TRIAD_025,A09,A,R1,1829910790,val_cal,120000,0.98590294475,0.9451200337856764,0.9859028937499998,0.9451204726130138,0.0418514973365786,0.1482927833961344,0.055699897659623,15
