input_snapshot_id,run_count,resumed_run_count,mean_TN_at_FN95,mean_FN_at_TN68253,mean_gap
9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,220,15,66074.05454545455,108.8409090909091,0.9594983073751148
F6EB65A7878DEFF112BC81661D2D227419F9D7B0CF31BCDDBED923AFF4DE3AC8,20,0,66188.55,107.0,0.9599032789586855
