condition_slot,condition_id,control,analysis_set,n,mean_delta_FN,std_delta_FN,worst_delta_FN,FN_one_sided_95_upper,safety_noninferior,strict_safety_improvement,mean_delta_TN,std_delta_TN,worst_delta_TN,TN_one_sided_95_lower,confirmed_TN_improvement,FN_win_rate,TN_win_rate,median_delta_TN,median_delta_FN,mean_delta_gap_q68_q050,std_delta_gap_q68_q050,median_delta_gap_q68_q050,mean_delta_tail_gap_q90_q05,std_delta_tail_gap_q90_q05,median_delta_tail_gap_q90_q05,mean_delta_normal_q68,std_delta_normal_q68,median_delta_normal_q68,mean_delta_normal_q90,std_delta_normal_q90,median_delta_normal_q90,mean_delta_defect_q50,std_delta_defect_q50,median_delta_defect_q50,mean_delta_defect_q05,std_delta_defect_q05,median_delta_defect_q05,exploratory
A02,A02_GapCritical-Strict_B3000,R2,same_machine,3,1.3333333333333333,12.096831541082704,15.0,21.726830748982884,False,False,-345.6666666666667,1973.0140225891284,-2620.0,-3671.881157962328,False,0.6666666666666666,0.6666666666666666,676.0,-3.0,-0.0003568214331895,0.0014001805606137,-0.0002615658864274,-0.016586888432679,0.0142866254360966,-0.0127162213436293,-2.835202674057735e-06,0.0012987517449871,-0.0004056308213648,0.0015165983413942,0.0037481993145639,0.0016876757230534,-0.0003596566358636,0.000304076166001,-0.0003526062061164,-0.0150702900912848,0.0156321697537807,-0.0150304317098741,True
A02,A02_GapCritical-Strict_B3000,R2,no_resume,3,1.3333333333333333,12.096831541082704,15.0,21.726830748982884,False,False,-345.6666666666667,1973.0140225891284,-2620.0,-3671.881157962328,False,0.6666666666666666,0.6666666666666666,676.0,-3.0,-0.0003568214331895,0.0014001805606137,-0.0002615658864274,-0.016586888432679,0.0142866254360966,-0.0127162213436293,-2.835202674057735e-06,0.0012987517449871,-0.0004056308213648,0.0015165983413942,0.0037481993145639,0.0016876757230534,-0.0003596566358636,0.000304076166001,-0.0003526062061164,-0.0150702900912848,0.0156321697537807,-0.0150304317098741,True
A02,C_A02_GapCritical-Strict_B3000,R1,all,5,8.2,2.949576240750525,11.0,11.012099047588116,False,False,-859.0,1075.0586030538057,-2064.0,-1883.951052962024,False,0.0,0.2,-426.0,8.0,0.0004376572186012,0.0010863859937483,0.0009668283524639,-0.0005356023395441,0.0085371999521185,0.0008179845474374,-0.0005046439706391,0.0006944165247468,-0.0004387952246069,0.0023485747610865,0.0080399551611982,0.0067744892148831,-6.698675203793414e-05,0.0006039667310206,4.7603680385588376e-05,0.0018129724215423,0.013657216291394,0.0061724934795666,False
A02,C_A02_GapCritical-Strict_B3000,R1,cross_machine,5,8.2,2.949576240750525,11.0,11.012099047588116,False,False,-859.0,1075.0586030538057,-2064.0,-1883.951052962024,False,0.0,0.2,-426.0,8.0,0.0004376572186012,0.0010863859937483,0.0009668283524639,-0.0005356023395441,0.0085371999521185,0.0008179845474374,-0.0005046439706391,0.0006944165247468,-0.0004387952246069,0.0023485747610865,0.0080399551611982,0.0067744892148831,-6.698675203793414e-05,0.0006039667310206,4.7603680385588376e-05,0.0018129724215423,0.013657216291394,0.0061724934795666,False
A02,C_A02_GapCritical-Strict_B3000,R1,no_resume,5,8.2,2.949576240750525,11.0,11.012099047588116,False,False,-859.0,1075.0586030538057,-2064.0,-1883.951052962024,False,0.0,0.2,-426.0,8.0,0.0004376572186012,0.0010863859937483,0.0009668283524639,-0.0005356023395441,0.0085371999521185,0.0008179845474374,-0.0005046439706391,0.0006944165247468,-0.0004387952246069,0.0023485747610865,0.0080399551611982,0.0067744892148831,-6.698675203793414e-05,0.0006039667310206,4.7603680385588376e-05,0.0018129724215423,0.013657216291394,0.0061724934795666,False
A02,C_A02_GapCritical-Strict_B3000,R2,all,5,7.2,8.955445270895245,19.0,15.73803972553156,False,False,-707.2,1261.7637259011688,-2048.0,-1910.1540117888476,False,0.2,0.4,-1015.0,9.0,-7.140908741547492e-05,0.0007159924684723,0.0001669012481806,-0.0047969613494218,0.0109536227061549,-0.0067848500884084,0.0001363628484174,0.0010249894076236,0.0006290398909571,0.002222602202159,0.0056971753577476,0.0054948891769898,6.495376100201788e-05,0.0005066157633132,5.625055971480997e-05,-0.0025743591472628,0.0123894621292825,-0.0081419277285761,False
A02,C_A02_GapCritical-Strict_B3000,R2,cross_machine,5,7.2,8.955445270895245,19.0,15.73803972553156,False,False,-707.2,1261.7637259011688,-2048.0,-1910.1540117888476,False,0.2,0.4,-1015.0,9.0,-7.140908741547492e-05,0.0007159924684723,0.0001669012481806,-0.0047969613494218,0.0109536227061549,-0.0067848500884084,0.0001363628484174,0.0010249894076236,0.0006290398909571,0.002222602202159,0.0056971753577476,0.0054948891769898,6.495376100201788e-05,0.0005066157633132,5.625055971480997e-05,-0.0025743591472628,0.0123894621292825,-0.0081419277285761,False
A02,C_A02_GapCritical-Strict_B3000,R2,no_resume,5,7.2,8.955445270895245,19.0,15.73803972553156,False,False,-707.2,1261.7637259011688,-2048.0,-1910.1540117888476,False,0.2,0.4,-1015.0,9.0,-7.140908741547492e-05,0.0007159924684723,0.0001669012481806,-0.0047969613494218,0.0109536227061549,-0.0067848500884084,0.0001363628484174,0.0010249894076236,0.0006290398909571,0.002222602202159,0.0056971753577476,0.0054948891769898,6.495376100201788e-05,0.0005066157633132,5.625055971480997e-05,-0.0025743591472628,0.0123894621292825,-0.0081419277285761,False
A03,A03_GapCritical-Strict_B6000,R1,all,3,9.333333333333334,18.58314648635514,22.0,40.6618137339293,False,False,-1009.3333333333334,3038.3795571543283,-3169.0,-6131.599063508437,False,0.3333333333333333,0.3333333333333333,-2324.0,18.0,-0.0003353876834406,0.0013757962710007,0.0001586431680744,0.0044800202423076,0.0081240973526205,0.0068988825194057,0.0008902193865764,0.001821265908868,0.000850217187408,-0.0112784737812145,0.0023907976817569,-0.0121479407835527,0.0005548317031357,0.0011898610471065,0.0008411737552046,-0.0067984535389069,0.0057393131794037,-0.005249058264147,True
A03,A03_GapCritical-Strict_B6000,R1,same_machine,3,9.333333333333334,18.58314648635514,22.0,40.6618137339293,False,False,-1009.3333333333334,3038.3795571543283,-3169.0,-6131.599063508437,False,0.3333333333333333,0.3333333333333333,-2324.0,18.0,-0.0003353876834406,0.0013757962710007,0.0001586431680744,0.0044800202423076,0.0081240973526205,0.0068988825194057,0.0008902193865764,0.001821265908868,0.000850217187408,-0.0112784737812145,0.0023907976817569,-0.0121479407835527,0.0005548317031357,0.0011898610471065,0.0008411737552046,-0.0067984535389069,0.0057393131794037,-0.005249058264147,True
A03,A03_GapCritical-Strict_B6000,R1,no_resume,3,9.333333333333334,18.58314648635514,22.0,40.6618137339293,False,False,-1009.3333333333334,3038.3795571543283,-3169.0,-6131.599063508437,False,0.3333333333333333,0.3333333333333333,-2324.0,18.0,-0.0003353876834406,0.0013757962710007,0.0001586431680744,0.0044800202423076,0.0081240973526205,0.0068988825194057,0.0008902193865764,0.001821265908868,0.000850217187408,-0.0112784737812145,0.0023907976817569,-0.0121479407835527,0.0005548317031357,0.0011898610471065,0.0008411737552046,-0.0067984535389069,0.0057393131794037,-0.005249058264147,True
A03,A03_GapCritical-Strict_B6000,R2,all,3,6.666666666666667,2.309401076758503,8.0,10.559980773804966,False,False,-1003.0,1254.742603086386,-2176.0,-3118.3134146280213,False,0.0,0.3333333333333333,-1153.0,8.0,-0.0004991675839858,0.0018412510283475,-0.0011153218559514,-0.0024086894091623,0.0134598829880797,0.0034694844449049,-0.0001362019117561,0.0017371561024523,0.0007342252603515,-0.0016615583514196,0.0122017179906808,0.0035333065144773,-0.000635369495742,0.0002955681792334,-0.0005653524072565,-0.004070247760582,0.0129899325223089,-0.0084887244175778,True
A03,A03_GapCritical-Strict_B6000,R2,same_machine,3,6.666666666666667,2.309401076758503,8.0,10.559980773804966,False,False,-1003.0,1254.742603086386,-2176.0,-3118.3134146280213,False,0.0,0.3333333333333333,-1153.0,8.0,-0.0004991675839858,0.0018412510283475,-0.0011153218559514,-0.0024086894091623,0.0134598829880797,0.0034694844449049,-0.0001362019117561,0.0017371561024523,0.0007342252603515,-0.0016615583514196,0.0122017179906808,0.0035333065144773,-0.000635369495742,0.0002955681792334,-0.0005653524072565,-0.004070247760582,0.0129899325223089,-0.0084887244175778,True
A03,A03_GapCritical-Strict_B6000,R2,no_resume,3,6.666666666666667,2.309401076758503,8.0,10.559980773804966,False,False,-1003.0,1254.742603086386,-2176.0,-3118.3134146280213,False,0.0,0.3333333333333333,-1153.0,8.0,-0.0004991675839858,0.0018412510283475,-0.0011153218559514,-0.0024086894091623,0.0134598829880797,0.0034694844449049,-0.0001362019117561,0.0017371561024523,0.0007342252603515,-0.0016615583514196,0.0122017179906808,0.0035333065144773,-0.000635369495742,0.0002955681792334,-0.0005653524072565,-0.004070247760582,0.0129899325223089,-0.0084887244175778,True
A04,A04_GapCritical-Global_B3000,R1,all,3,4.333333333333333,4.725815626252608,8.0,12.30037068799198,False,False,-354.0,696.9677180472564,-1144.0,-1528.9861365363552,False,0.3333333333333333,0.3333333333333333,-92.0,6.0,-3.4167917313254748e-06,0.0008567164562679,0.0001043681777962,-0.0025568022298929,0.0101488630465442,0.0024635154785297,-3.069311672123862e-05,0.0008236069256318,0.000127471417186,-0.0069227472712564,7.145838764248055e-05,-0.0068899602351785,-3.410990845257681e-05,0.0002336781037701,-0.0001276055213916,-0.0094795495011494,0.0102189648242888,-0.004410050476695,True
A04,A04_GapCritical-Global_B3000,R1,same_machine,3,4.333333333333333,4.725815626252608,8.0,12.30037068799198,False,False,-354.0,696.9677180472564,-1144.0,-1528.9861365363552,False,0.3333333333333333,0.3333333333333333,-92.0,6.0,-3.4167917313254748e-06,0.0008567164562679,0.0001043681777962,-0.0025568022298929,0.0101488630465442,0.0024635154785297,-3.069311672123862e-05,0.0008236069256318,0.000127471417186,-0.0069227472712564,7.145838764248055e-05,-0.0068899602351785,-3.410990845257681e-05,0.0002336781037701,-0.0001276055213916,-0.0094795495011494,0.0102189648242888,-0.004410050476695,True
A04,A04_GapCritical-Global_B3000,R1,no_resume,2,7.0,1.4142135623730951,8.0,13.313751514675037,False,False,-618.0,743.876333808248,-1144.0,-3939.033296719069,False,0.0,0.0,-618.0,7.0,-0.0004022785714375,0.0007165067040986,-0.0004022785714375,-0.0050669610841043,0.0129689420322078,-0.0050669610841043,0.0004149164694545,0.0004065086913551,0.0004149164694545,-0.0069473379292722,8.114431316498064e-05,-0.0069473379292722,1.2637898016976123e-05,0.0003099980127435,1.2637898016976123e-05,-0.0120142990133766,0.0130500863453728,-0.0120142990133766,True
A04,A04_GapCritical-Global_B3000,R2,all,3,-2.333333333333333,8.386497083606082,3.0,11.805080185944744,False,True,627.3333333333334,2332.398407934059,-1629.0,-3304.750927154854,False,0.3333333333333333,0.6666666666666666,482.0,2.0,-0.0001328819605626,0.0008915250574569,0.0003639616682818,-0.0035120668966794,0.0083686732730484,0.0002089917136607,0.0002398283515465,0.0002531041998537,0.0002263752732392,0.002471891414909,0.009875544806829,-0.0012525992743868,0.0001069463909839,0.0009426756017985,0.0003576806497511,-0.0010401754817704,0.0032587796947397,0.0005721443960823,True
A04,A04_GapCritical-Global_B3000,R2,same_machine,3,-2.333333333333333,8.386497083606082,3.0,11.805080185944744,False,True,627.3333333333334,2332.398407934059,-1629.0,-3304.750927154854,False,0.3333333333333333,0.6666666666666666,482.0,2.0,-0.0001328819605626,0.0008915250574569,0.0003639616682818,-0.0035120668966794,0.0083686732730484,0.0002089917136607,0.0002398283515465,0.0002531041998537,0.0002263752732392,0.002471891414909,0.009875544806829,-0.0012525992743868,0.0001069463909839,0.0009426756017985,0.0003576806497511,-0.0010401754817704,0.0032587796947397,0.0005721443960823,True
A04,A04_GapCritical-Global_B3000,R2,no_resume,2,-4.5,10.606601717798211,3.0,42.85313636006278,False,True,700.0,3293.7033867669384,-1629.0,-14004.72727767816,False,0.5,0.5,700.0,-4.5,-0.0003990800486471,0.0010791039447374,-0.0003990800486471,-0.0064434723641605,0.0094080049220546,-0.0064434723641605,0.0001100471273542,0.0001645128415962,0.0001100471273542,0.0043341367595569,0.0132001903062569,0.0043341367595569,-0.0002890329212928,0.0009145911031412,-0.0002890329212928,-0.0021093356046035,0.0037921853842022,-0.0021093356046035,True
A05,A05_Confidence-Clean_B600,R1,all,3,-3.0,6.0,3.0,7.115126765082291,False,True,249.0,1287.7798724937427,-919.0,-1922.009442632619,False,0.6666666666666666,0.6666666666666666,36.0,-3.0,0.0011822701776412,0.0006705526361094,0.0008485858100824,0.0070643791346974,0.011193713717886,0.0112292448728493,-0.0009147809610438,0.0003737319423038,-0.000858511558268,-0.0036019270133442,0.0059616960693388,-0.0023952961558322,0.0002674892165973,0.0003357552579415,0.000171649696831,0.0034624521213531,0.0066322636185995,0.005503985172106,True
A05,A05_Confidence-Clean_B600,R1,same_machine,3,-3.0,6.0,3.0,7.115126765082291,False,True,249.0,1287.7798724937427,-919.0,-1922.009442632619,False,0.6666666666666666,0.6666666666666666,36.0,-3.0,0.0011822701776412,0.0006705526361094,0.0008485858100824,0.0070643791346974,0.011193713717886,0.0112292448728493,-0.0009147809610438,0.0003737319423038,-0.000858511558268,-0.0036019270133442,0.0059616960693388,-0.0023952961558322,0.0002674892165973,0.0003357552579415,0.000171649696831,0.0034624521213531,0.0066322636185995,0.005503985172106,True
A05,A05_Confidence-Clean_B600,R1,no_resume,1,-3.0,0.0,-3.0,,False,True,36.0,0.0,36.0,,False,1.0,1.0,36.0,-3.0,0.0007440240249535,0.0,0.0007440240249535,0.0155786272004881,0.0,0.0155786272004881,-0.0005723743281225,0.0,-0.0005723743281225,-0.010074642028382,0.0,-0.010074642028382,0.000171649696831,0.0,0.000171649696831,0.005503985172106,0.0,0.005503985172106,True
A05,A05_Confidence-Clean_B600,R2,all,3,-7.0,3.605551275463989,-4.0,-0.9215652984462696,True,True,1377.0,1054.0355781471517,328.0,-399.9505813108729,False,1.0,1.0,1367.0,-6.0,0.0017041277202847,0.0009035469890895,0.0019710518424508,0.0046576485617597,0.001299150923149,0.0039722016206931,-0.0008097726042971,0.0011792818973117,-0.0003155792217282,0.0016473582530303,0.0031886387492426,0.0004781979023256,0.0008943551159876,0.0009699488196527,0.000381610166332,0.0063050068147901,0.0031004578575172,0.0066341715049515,True
A05,A05_Confidence-Clean_B600,R2,same_machine,3,-7.0,3.605551275463989,-4.0,-0.9215652984462696,True,True,1377.0,1054.0355781471517,328.0,-399.9505813108729,False,1.0,1.0,1367.0,-6.0,0.0017041277202847,0.0009035469890895,0.0019710518424508,0.0046576485617597,0.001299150923149,0.0039722016206931,-0.0008097726042971,0.0011792818973117,-0.0003155792217282,0.0016473582530303,0.0031886387492426,0.0004781979023256,0.0008943551159876,0.0009699488196527,0.000381610166332,0.0063050068147901,0.0031004578575172,0.0066341715049515,True
A05,A05_Confidence-Clean_B600,R2,no_resume,3,-7.0,3.605551275463989,-4.0,-0.9215652984462696,True,True,1377.0,1054.0355781471517,328.0,-399.9505813108729,False,1.0,1.0,1367.0,-6.0,0.0017041277202847,0.0009035469890895,0.0019710518424508,0.0046576485617597,0.001299150923149,0.0039722016206931,-0.0008097726042971,0.0011792818973117,-0.0003155792217282,0.0016473582530303,0.0031886387492426,0.0004781979023256,0.0008943551159876,0.0009699488196527,0.000381610166332,0.0063050068147901,0.0031004578575172,0.0066341715049515,True
A06,A06_Confidence-Clean_B3000,R1,all,3,-2.6666666666666665,5.131601439446884,3.0,5.984466511313999,False,True,345.0,1288.2620075124469,-473.0,-1826.8222521046323,False,0.6666666666666666,0.3333333333333333,-322.0,-4.0,-0.0012937710811362,0.000539647643246,-0.0012898481148685,-0.0055759126416356,0.0035654917736136,-0.0056852453241815,0.0009688375373677,0.0008794918695906,0.0006776374719552,-0.0010112519252576,0.007642900269344,-0.0019409193318237,-0.0003249335437685,0.0003919931741393,-0.0004842183340068,-0.0065871645668933,0.0069054165505754,-0.0101038060651382,True
A06,A06_Confidence-Clean_B3000,R1,same_machine,3,-2.6666666666666665,5.131601439446884,3.0,5.984466511313999,False,True,345.0,1288.2620075124469,-473.0,-1826.8222521046323,False,0.6666666666666666,0.3333333333333333,-322.0,-4.0,-0.0012937710811362,0.000539647643246,-0.0012898481148685,-0.0055759126416356,0.0035654917736136,-0.0056852453241815,0.0009688375373677,0.0008794918695906,0.0006776374719552,-0.0010112519252576,0.007642900269344,-0.0019409193318237,-0.0003249335437685,0.0003919931741393,-0.0004842183340068,-0.0065871645668933,0.0069054165505754,-0.0101038060651382,True
A06,A06_Confidence-Clean_B3000,R1,no_resume,3,-2.6666666666666665,5.131601439446884,3.0,5.984466511313999,False,True,345.0,1288.2620075124469,-473.0,-1826.8222521046323,False,0.6666666666666666,0.3333333333333333,-322.0,-4.0,-0.0012937710811362,0.000539647643246,-0.0012898481148685,-0.0055759126416356,0.0035654917736136,-0.0056852453241815,0.0009688375373677,0.0008794918695906,0.0006776374719552,-0.0010112519252576,0.007642900269344,-0.0019409193318237,-0.0003249335437685,0.0003919931741393,-0.0004842183340068,-0.0065871645668933,0.0069054165505754,-0.0101038060651382,True
A06,A06_Confidence-Clean_B3000,R2,all,3,4.666666666666667,7.234178138070234,13.0,16.862438151294565,False,False,-474.0,1142.2556631507678,-1230.0,-2399.676805150525,False,0.0,0.3333333333333333,-1032.0,1.0,-0.0002555119299727,0.0006078710152701,-0.000494486469832,0.0048552982235394,0.0027381020282991,0.004393621039552,5.834384006427051e-06,0.0003860400639236,-4.955509955065912e-05,-0.0065624543407734,0.0040012173835367,-0.0058514761276733,-0.0002496775459663,0.0006160310454887,-0.0002910026958566,-0.0017071561172339,0.0012633895596412,-0.0014578550881213,True
A06,A06_Confidence-Clean_B3000,R2,same_machine,3,4.666666666666667,7.234178138070234,13.0,16.862438151294565,False,False,-474.0,1142.2556631507678,-1230.0,-2399.676805150525,False,0.0,0.3333333333333333,-1032.0,1.0,-0.0002555119299727,0.0006078710152701,-0.000494486469832,0.0048552982235394,0.0027381020282991,0.004393621039552,5.834384006427051e-06,0.0003860400639236,-4.955509955065912e-05,-0.0065624543407734,0.0040012173835367,-0.0058514761276733,-0.0002496775459663,0.0006160310454887,-0.0002910026958566,-0.0017071561172339,0.0012633895596412,-0.0014578550881213,True
A06,A06_Confidence-Clean_B3000,R2,no_resume,2,6.5,9.192388155425116,13.0,47.53938484538773,False,False,-96.0,1323.703894381217,-1032.0,-6005.6714177358335,False,0.0,0.5,-96.0,6.5,-0.0001360246600431,0.0008083013648137,-0.0001360246600431,0.0033855023781005,0.0014256950835061,0.0033855023781005,0.0001835111204689,0.0003296054092827,0.0001835111204689,-0.0044079306498802,0.0020414815925973,-0.0044079306498802,4.748646042579408e-05,0.0004786959555309,4.748646042579408e-05,-0.0010224282717797,0.0006157865090912,-0.0010224282717797,True
A07,A07_Boundary-0.5-Clean_B600,R1,all,3,1.6666666666666667,1.5275252316519463,3.0,4.241851892503522,False,False,-581.6666666666666,1283.3956261937835,-1669.0,-2745.2849081170475,False,0.0,0.3333333333333333,-910.0,2.0,0.0011916709371629,0.0010087682822585,0.0015940762793427,0.0178486136441606,0.0040384035030892,0.0186578645802082,-0.0005164624098249,0.0010191367360761,-0.0003240990365322,-0.003309653216313,0.0093704158362392,0.0004006393902868,0.000675208527338,0.0008441959945074,0.0004365925075603,0.0145389604278476,0.0074433957409341,0.0138675007711551,True
A07,A07_Boundary-0.5-Clean_B600,R1,same_machine,3,1.6666666666666667,1.5275252316519463,3.0,4.241851892503522,False,False,-581.6666666666666,1283.3956261937835,-1669.0,-2745.2849081170475,False,0.0,0.3333333333333333,-910.0,2.0,0.0011916709371629,0.0010087682822585,0.0015940762793427,0.0178486136441606,0.0040384035030892,0.0186578645802082,-0.0005164624098249,0.0010191367360761,-0.0003240990365322,-0.003309653216313,0.0093704158362392,0.0004006393902868,0.000675208527338,0.0008441959945074,0.0004365925075603,0.0145389604278476,0.0074433957409341,0.0138675007711551,True
A07,A07_Boundary-0.5-Clean_B600,R1,no_resume,3,1.6666666666666667,1.5275252316519463,3.0,4.241851892503522,False,False,-581.6666666666666,1283.3956261937835,-1669.0,-2745.2849081170475,False,0.0,0.3333333333333333,-910.0,2.0,0.0011916709371629,0.0010087682822585,0.0015940762793427,0.0178486136441606,0.0040384035030892,0.0186578645802082,-0.0005164624098249,0.0010191367360761,-0.0003240990365322,-0.003309653216313,0.0093704158362392,0.0004006393902868,0.000675208527338,0.0008441959945074,0.0004365925075603,0.0145389604278476,0.0074433957409341,0.0138675007711551,True
A07,A07_Boundary-0.5-Clean_B600,R2,all,3,4.666666666666667,14.294521094927712,17.0,28.765148820222784,False,False,-311.0,1696.879783602834,-2046.0,-3171.692352708012,False,0.3333333333333333,0.3333333333333333,-232.0,8.0,0.0009885833632689,0.0012186193042066,0.0005688774912493,0.0003035627695499,0.0041204656704488,1.4288008266694074e-05,-0.0009511863335772,0.0005593297766745,-0.0008534725108811,0.0029432029575258,0.0059866420117055,0.0032031581887287,3.739702969170663e-05,0.0006709508118165,-0.0002845950196317,0.0032467657270757,0.0018697369780973,0.0032174461969954,True
A07,A07_Boundary-0.5-Clean_B600,R2,same_machine,3,4.666666666666667,14.294521094927712,17.0,28.765148820222784,False,False,-311.0,1696.879783602834,-2046.0,-3171.692352708012,False,0.3333333333333333,0.3333333333333333,-232.0,8.0,0.0009885833632689,0.0012186193042066,0.0005688774912493,0.0003035627695499,0.0041204656704488,1.4288008266694074e-05,-0.0009511863335772,0.0005593297766745,-0.0008534725108811,0.0029432029575258,0.0059866420117055,0.0032031581887287,3.739702969170663e-05,0.0006709508118165,-0.0002845950196317,0.0032467657270757,0.0018697369780973,0.0032174461969954,True
A07,A07_Boundary-0.5-Clean_B600,R2,no_resume,1,17.0,0.0,17.0,,False,False,-2046.0,0.0,-2046.0,,False,0.0,0.0,-2046.0,17.0,3.528616093484427e-05,0.0,3.528616093484427e-05,1.4288008266694074e-05,0.0,1.4288008266694074e-05,-0.0004471519303656,0.0,-0.0004471519303656,0.0032031581887287,0.0,0.0032031581887287,-0.0004118657694308,0.0,-0.0004118657694308,0.0032174461969954,0.0,0.0032174461969954,True
A08,A08_Boundary-0.5-Clean_B3000,R1,all,3,14.666666666666666,3.214550253664318,17.0,20.08593055142367,False,False,-2583.0,690.4136441293726,-3314.0,-3746.9369217851695,False,0.0,0.0,-2493.0,16.0,-0.0026894799432728,0.0002527969633122,-0.0026982877035188,-0.0077109029825051,0.0102912032937279,-0.0123413203870964,0.0028209904632821,0.0003027574815271,0.0026941924375486,-0.007400805956685,0.0057819441420941,-0.0098486993161722,0.0001315105200092,0.0001210766837489,0.000169853839779,-0.0151117089391902,0.0090783589022921,-0.0156710441608964,True
A08,A08_Boundary-0.5-Clean_B3000,R1,same_machine,3,14.666666666666666,3.214550253664318,17.0,20.08593055142367,False,False,-2583.0,690.4136441293726,-3314.0,-3746.9369217851695,False,0.0,0.0,-2493.0,16.0,-0.0026894799432728,0.0002527969633122,-0.0026982877035188,-0.0077109029825051,0.0102912032937279,-0.0123413203870964,0.0028209904632821,0.0003027574815271,0.0026941924375486,-0.007400805956685,0.0057819441420941,-0.0098486993161722,0.0001315105200092,0.0001210766837489,0.000169853839779,-0.0151117089391902,0.0090783589022921,-0.0156710441608964,True
A08,A08_Boundary-0.5-Clean_B3000,R1,no_resume,2,14.0,4.242640687119285,17.0,32.94125454402511,False,False,-2628.0,970.1505037879432,-3314.0,-6959.233539067075,False,0.0,0.0,-2628.0,14.0,-0.0026850760631498,0.0003573461128358,-0.0026850760631498,-0.01360739674013,0.0017905023494599,-0.01360739674013,0.0028843894761488,0.0003990082408251,0.0028843894761488,-0.0061768592769414,0.0076074623413764,-0.0061768592769414,0.000199313412999,4.166212798934177e-05,0.000199313412999,-0.0197842560170714,0.0058169599919165,-0.0197842560170714,True
A08,A08_Boundary-0.5-Clean_B3000,R2,all,3,18.0,12.12435565298214,29.0,38.43989906247607,False,False,-3312.333333333333,1211.330398088537,-4635.0,-5354.460088510525,False,0.0,0.0,-3045.0,20.0,-0.0009147038084584,0.0012595832012235,-0.0001978730751444,0.0022798892223146,0.0117134068970202,0.0046869863940714,0.0009915693447457,9.700553421441676e-05,0.0009764040716462,-0.0027827462175505,0.00498431788508,-0.0039456718579526,7.68655362873849e-05,0.0011700340579048,0.0007258972385477,-0.0005028569952358,0.0083754714416853,-0.0023958057603837,True
A08,A08_Boundary-0.5-Clean_B3000,R2,same_machine,3,18.0,12.12435565298214,29.0,38.43989906247607,False,False,-3312.333333333333,1211.330398088537,-4635.0,-5354.460088510525,False,0.0,0.0,-3045.0,20.0,-0.0009147038084584,0.0012595832012235,-0.0001978730751444,0.0022798892223146,0.0117134068970202,0.0046869863940714,0.0009915693447457,9.700553421441676e-05,0.0009764040716462,-0.0027827462175505,0.00498431788508,-0.0039456718579526,7.68655362873849e-05,0.0011700340579048,0.0007258972385477,-0.0005028569952358,0.0083754714416853,-0.0023958057603837,True
A08,A08_Boundary-0.5-Clean_B3000,R2,no_resume,2,17.0,16.97056274847714,29.0,92.76501817610044,False,False,-3446.0,1681.49992566161,-4635.0,-10953.050550948616,False,0.0,0.0,-3446.0,17.0,-0.0012834845181723,0.0015352864261976,-0.0012834845181723,-0.0028815455200721,0.0107035204802354,-0.0028815455200721,0.0010358342033295,8.404689824019424e-05,0.0010358342033295,-0.0022012833973494,0.006903495889142,-0.0022012833973494,-0.0002476503148428,0.0014512395279573,-0.0002476503148428,-0.0050828289174215,0.0038000245910934,-0.0050828289174215,True
A09,A09_Persistent-0.5-Clean_B600,R1,all,3,9.666666666666666,8.144527815247079,19.0,23.397155215493814,False,False,-1236.6666666666667,1067.3061104169385,-2170.0,-3035.9894340023743,False,0.0,0.0,-1467.0,6.0,-0.0013857797224921,0.0018477144895734,-0.0014087298028832,0.0004746299560448,0.0096872152456551,-7.32478918018531e-05,0.0011408163490912,0.0018362774886464,0.0014492808670434,-0.0021879265232474,0.0097980529799785,-0.0072922164051114,-0.0002449633734008,0.0002491817457134,-0.0003568552093892,-0.0017132965672026,0.0130397623097972,0.0020441484509152,True
A09,A09_Persistent-0.5-Clean_B600,R1,same_machine,3,9.666666666666666,8.144527815247079,19.0,23.397155215493814,False,False,-1236.6666666666667,1067.3061104169385,-2170.0,-3035.9894340023743,False,0.0,0.0,-1467.0,6.0,-0.0013857797224921,0.0018477144895734,-0.0014087298028832,0.0004746299560448,0.0096872152456551,-7.32478918018531e-05,0.0011408163490912,0.0018362774886464,0.0014492808670434,-0.0021879265232474,0.0097980529799785,-0.0072922164051114,-0.0002449633734008,0.0002491817457134,-0.0003568552093892,-0.0017132965672026,0.0130397623097972,0.0020441484509152,True
A09,A09_Persistent-0.5-Clean_B600,R1,no_resume,2,5.0,1.4142135623730951,6.0,11.313751514675037,False,False,-770.0,985.7068529740473,-1467.0,-5170.684805728501,False,0.0,0.0,-770.0,5.0,-0.0004677134477642,0.0013307980918241,-0.0004677134477642,0.0007485688799681,0.0136833483923732,0.0007485688799681,0.0003095613751497,0.0016118067627369,0.0003095613751497,-0.0078361126358747,0.000769185426069,-0.0078361126358747,-0.0001581520726144,0.0002810086709128,-0.0001581520726144,-0.0070875437559066,0.0129141629663042,-0.0070875437559066,True
A09,A09_Persistent-0.5-Clean_B600,R2,all,3,3.0,6.082762530298219,7.0,13.254652345976533,False,False,-678.3333333333334,1388.6296602526295,-1890.0,-3019.3608405347504,False,0.3333333333333333,0.3333333333333333,-982.0,6.0,-0.0016232076508119,0.001047155019429,-0.001387823888662,0.0043533704795621,0.0034207850326377,0.0023876247677908,0.0010307665865664,0.0015414656549152,0.0014677612645011,0.0026353787515108,0.0062587315970562,-0.0006148366117837,-0.0005924410642454,0.0007465337184612,-0.0004614654121261,0.0069887492310729,0.0052419469745907,0.0069737625491365,True
