comparison_type,reference_condition,comparator_condition,control,n,mean_diff_delta_FN,std_diff_delta_FN,worst_diff_delta_FN,FN_one_sided_95_upper,safety_noninferior,strict_safety_improvement,mean_diff_delta_TN,std_diff_delta_TN,worst_diff_delta_TN,TN_one_sided_95_lower,confirmed_TN_improvement,FN_win_rate,TN_win_rate,median_diff_delta_TN,median_diff_delta_FN,mean_diff_delta_gap_q68_q050,std_diff_delta_gap_q68_q050,median_diff_delta_gap_q68_q050,mean_diff_delta_tail_gap_q90_q05,std_diff_delta_tail_gap_q90_q05,median_diff_delta_tail_gap_q90_q05,mean_diff_delta_normal_q68,std_diff_delta_normal_q68,median_diff_delta_normal_q68,mean_diff_delta_normal_q90,std_diff_delta_normal_q90,median_diff_delta_normal_q90,mean_diff_delta_defect_q50,std_diff_delta_defect_q50,median_diff_delta_defect_q50,mean_diff_delta_defect_q05,std_diff_delta_defect_q05,median_diff_delta_defect_q05,exploratory
budget,A02,A01,R1,3,7.333333333333333,5.033222956847167,12.0,15.8186147075719,False,False,-1377.3333333333333,1819.173530297023,-3446.0,-4444.195144439443,False,0.0,0.0,-659.0,8.0,-0.0003156873998986,0.0001632206576452,-0.0002441607187592,-0.0305785399816873,0.0072556274803157,-0.0309660980440957,7.229348352706087e-05,0.0002451522161592,0.0001352852145783,0.0024187033905812,0.0036573448542427,0.0037058083696951,-0.0002433939163715,0.0003992054714237,-6.515581263932813e-05,-0.0281598365911061,0.0050129324366869,-0.0257076022043077,True
budget,A02,A01,R2,3,7.666666666666667,13.650396819628847,17.0,30.67924903737032,False,False,-1473.3333333333333,2470.7270859674754,-3038.0,-5638.61961274723,False,0.3333333333333333,0.3333333333333333,-2757.0,14.0,-0.0011862262939445,0.0025644195937459,-0.0013734158875793,-0.0166738777417131,0.0061671441334645,-0.0188276567527373,0.0004346183911476,0.0013517564389918,0.0005203065832031,0.0023056407995487,0.0069945299189283,0.004121394556682,-0.0007516079027968,0.0012127623844964,-0.000853109304376,-0.0143682369421644,0.0111330814582515,-0.010614415775314,True
budget,A03,A02,R1,3,7.333333333333333,24.00694344004112,28.0,47.80554602302944,False,False,-335.6666666666667,4083.360911471497,-3530.0,-7219.618874519359,False,0.3333333333333333,0.3333333333333333,-1742.0,13.0,-0.0004960025265291,0.0012418624320271,0.0002205819891616,0.023315364152305,0.0139507191283458,0.0287223695171627,0.0008236559795494,0.0021502536966545,0.0012535599831072,-0.0038125463451319,0.0013245575102166,-0.0030682287018186,0.0003276534530202,0.0014393672181687,0.0007964989424878,0.0195028178071731,0.0131478219069602,0.0256947927063748,True
budget,A03,A02,R2,3,5.333333333333333,10.692676621563626,12.0,23.35962991419132,False,False,-657.3333333333334,1278.907867413964,-2060.0,-2813.38586662555,False,0.3333333333333333,0.3333333333333333,-356.0,11.0,-0.0001423461507962,0.001970680181375,-0.0001511275132722,0.0141781990235166,0.002249653728185,0.0146021638688256,-0.000133366709082,0.0017808243228687,-0.0004559257649809,-0.0031781566928138,0.015702097531921,0.0018456307914239,-0.0002757128598784,0.0003567014644443,-0.0003219296019177,0.0110000423307028,0.017938336941624,0.0164477946602495,True
budget,A03,A01,R1,3,14.666666666666666,29.022979401386987,40.0,63.59518595756691,False,False,-1713.0,5638.568701363849,-6976.0,-11218.806197986793,False,0.3333333333333333,0.3333333333333333,-2401.0,21.0,-0.0008116899264277,0.001189594033477,-0.0002818784645572,-0.0072631758293822,0.0198803788629923,0.0027871402157632,0.0008959494630764,0.0021943821028451,0.0010553520772139,-0.0013938429545507,0.0029165548157207,-8.333768300131106e-05,8.42595366487379e-05,0.0012449072079479,0.0007734736126566,-0.0086570187839329,0.0180955805875133,0.000849698036502,True
budget,A03,A01,R2,3,13.0,11.789826122551595,26.0,32.875930961314666,False,False,-2130.6666666666665,2945.459613257892,-4817.0,-7096.282894922306,False,0.0,0.3333333333333333,-2594.0,10.0,-0.0013285724447408,0.0022125706415574,-0.0006419619681905,-0.0024956787181964,0.003953631641693,-0.0042254928839116,0.0003012516820655,0.0013290409555436,0.0008287476922099,-0.0008725158932651,0.014002771037679,0.0039795501861014,-0.0010273207626752,0.0013731068532749,-0.0007512650038403,-0.0033681946114615,0.0103847538278002,-0.0013100478146535,True
budget,A06,A05,R1,3,0.3333333333333333,11.060440015358038,12.0,18.97962547215588,False,False,96.0,2457.653962623705,-2103.0,-4047.2468961075983,False,0.6666666666666666,0.3333333333333333,-358.0,-1.0,-0.0024760412587774,0.0008903614059832,-0.0026839553232475,-0.012640291776333,0.0141224706372291,-0.0203147255034857,0.0018836184984116,0.0009900139640959,0.0019910944686962,0.0025906750880866,0.0135962376645272,0.0004543768240085,-0.0005924227603658,0.000694431335976,-0.0006558680308378,-0.0100496166882464,0.008556043650511,-0.0061532285400746,True
budget,A06,A05,R2,3,11.666666666666666,5.507570547286102,17.0,20.95162904223876,False,False,-1851.0,2142.2299129645257,-3666.0,-5462.487854931231,False,0.0,0.3333333333333333,-2399.0,12.0,-0.0019596396502575,0.000532077361781,-0.0020086112140841,0.0001976496617797,0.0032508136078457,-0.0015948179040441,0.0008156069883035,0.0012509505316606,0.0007321565622168,-0.0082098125938038,0.0018750987353507,-0.008219933219605,-0.001144032661954,0.0015326988720784,-0.0006726128621887,-0.008012162932024,0.001843817693073,-0.0080920265930728,True
budget,A08,A07,R1,3,13.0,3.605551275463989,16.0,19.07843470155373,False,False,-2001.3333333333333,671.5968532783141,-2776.0,-3133.54788432342,False,0.0,0.0,-1645.0,14.0,-0.0038811508804357,0.0012510971203257,-0.0042923639828615,-0.0255595166266658,0.0098909881423099,-0.0283403344740318,0.003337452873107,0.0010597364420401,0.0034906299455178,-0.004091152740372,0.0083340414974581,-0.0011982104580197,-0.0005436980073287,0.0007419196210278,-0.0002667386677812,-0.0296506693670378,0.0016476437241583,-0.0295385449320515,True
budget,A08,A07,R2,3,13.333333333333334,2.309401076758504,16.0,17.226647440471634,False,False,-3001.333333333333,532.1130832194725,-3602.0,-3898.3985483539577,False,0.0,0.0,-2813.0,12.0,-0.0019032871717273,0.0024619868679065,-0.0007460198802798,0.0019763264527646,0.0158126311090947,0.0046726983858047,0.001942755678323,0.0006332081376883,0.0017565121384593,-0.0057259491750763,0.0100994482035964,-0.010285950343184,3.946850659567828e-05,0.0018398645766647,0.0010104922581795,-0.0037496227223116,0.0065459884553182,-0.0056132519573792,True
