relative_path,path,category,required,exists,size_bytes,sha256,modified_time
weights/best.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\weights\best.pt,required,True,True,20898966,04594bd81795e20d4c947927eaf6cd06a6b14e28dc77c104a21c4ec2b4cd2c68,2026-06-16T05:49:50
weights/last.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\weights\last.pt,required,True,True,20898966,6a270f4ef07979b13fe161a093c8710133ed8b569a21e7382816977203a2e703,2026-06-16T05:49:49
results.csv,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\results.csv,required,True,True,22902,d188c8ad39ed354378b98f16b2088a505b6dce2aaa3e0b99e459b3ec7569071d,2026-06-16T05:49:48
args.yaml,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\args.yaml,required,True,True,1880,1094d2debda9829e1fa192e1442d8d1f3cccc4787120665dd6913cfd0010e303,2026-06-15T18:00:52
train_log.txt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_log.txt,required,True,True,26214156,48f8526b5b6e5ec8f6889c8c6c7fd9936b0bfc4e1e29c1b9e952f2e947555034,2026-06-16T05:50:14
run_meta.json,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\run_meta.json,required,True,True,4793,0087d9c2f2734f43770d71f01dd6155bd1b1fb4a063b4589fcebf9ee6180cb79,2026-06-16T05:50:15
confusion_matrix.png,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\confusion_matrix.png,optional,False,True,120141,a31f98e9f30e9bac2266dd28cec3eb0d2e3f4079d7746db340e70520a4cb0e1e,2026-06-16T05:50:14
confusion_matrix_normalized.png,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\confusion_matrix_normalized.png,optional,False,True,115661,c2d21be986ac675d5ba983d3e2e4953e9672a92162266293cdb415d4ae1b2c10,2026-06-16T05:50:14
results.png,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\results.png,optional,False,True,120708,4a3ac7afa185ab73af1e3462be7814c660d7de4c8c0a3f095a6254dfceb75cf0,2026-06-16T05:50:14
train_batch0.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch0.jpg,optional,False,True,134898,0d3c06be6293a3aaa2562d36e737d4564094db47b6fd5b03e31f4ab9cd79def5,2026-06-15T18:01:22
train_batch1.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch1.jpg,optional,False,True,127703,5f10e0b5244cd2e726649d0f90431277a0a6bf37e58aa7657f6ae341657cae6d,2026-06-15T18:01:22
train_batch178220.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch178220.jpg,optional,False,True,124253,b699c62a335dd4d7eff16faf986510d4d4f11f874ab927c03dab9a694d22bd22,2026-06-16T05:14:21
train_batch178221.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch178221.jpg,optional,False,True,135274,aacf88b9ff3fc6b398930469a4037260cce93dbd3aa5d15fd881bde2d09ee348,2026-06-16T05:14:21
train_batch178222.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch178222.jpg,optional,False,True,128015,75ae1502d68125358237b10fe4ad0a509fce8d5b00847d1b2ed123f699e5c3b8,2026-06-16T05:14:21
train_batch2.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\train_batch2.jpg,optional,False,True,124435,e03f18b03f75d53097fc4c6bf43417bd4bc663568abc4d6938eee3b1de5502c3,2026-06-15T18:01:22
val_batch0_labels.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch0_labels.jpg,optional,False,True,124590,05c9f256ba438052e4ae59d1bef608b239dd09e1a5c255c9a17201f1160632dc,2026-06-16T05:49:52
val_batch0_pred.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch0_pred.jpg,optional,False,True,125607,f870465045246ae73deb5a8a29ddf746fe9f69aeddda6f38840eae354fd0e43f,2026-06-16T05:49:52
val_batch1_labels.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch1_labels.jpg,optional,False,True,129230,d7276274a9e563f8df56a85ccca9199c74f247c71b7b3ca0c0269022a1b883a8,2026-06-16T05:49:52
val_batch1_pred.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch1_pred.jpg,optional,False,True,130489,01127c4348ba89986e57d5d21e4945932be10c21c3f78cfaa5cf62c267298e65,2026-06-16T05:49:52
val_batch2_labels.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch2_labels.jpg,optional,False,True,125187,fa85c213e25b56495321aac1addea8025b5d8c1780427d165fe1d6e7fcf4c18b,2026-06-16T05:49:52
val_batch2_pred.jpg,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\val_batch2_pred.jpg,optional,False,True,127102,7b07f1f0c7944fcc180c2eb7b8d613e2e51e3fe79a4e3a81dfb4a391a3b9d50c,2026-06-16T05:49:52
weights/epoch0.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\weights\epoch0.pt,optional,False,True,62335579,01bc7e6959a1c8bd9a53b8d27b91eff804af1cc0ac4babd5821f033eecd1c624,2026-06-15T18:04:49
weights/epoch1.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\weights\epoch1.pt,optional,False,True,62335707,8023e63288a42a70063252a2719a096cfb8f56917df76d703f91f61a8f9d3f1f,2026-06-15T18:08:20
weights/epoch10.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11m_cls_20260615-180049\weights\epoch10.pt,optional,False,True,62336283,603b46248dc98b916099e57417d2e09a0ac19c0231117019629456bafbbc7678,2026-06-15T18:40:10
