bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,83,0.009082,0.096386,0.087304
1,0.1,0.2,11,0.144789,0.272727,0.127938
2,0.2,0.3,7,0.2491,0.428571,0.179471
3,0.3,0.4,6,0.343049,0.666667,0.323618
4,0.4,0.5,3,0.46912,0.333333,0.135786
5,0.5,0.6,3,0.561121,0.666667,0.105546
6,0.6,0.7,9,0.657002,0.555556,0.101447
7,0.7,0.8,10,0.758168,0.9,0.141832
8,0.8,0.9,10,0.840307,0.8,0.040307
9,0.9,1.0,578,0.9964,0.963668,0.032732
