epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch0.pt,1,1,1.834728,0.16,0.22,0.488095,0.559524,0.918322,0.89881
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch1.pt,1,1,1.938454,0.11,0.16,0.25,0.380952,0.888889,0.928571
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch2.pt,1,1,2.045508,0.19,0.21,0.25,0.285714,0.87395,0.944444
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch3.pt,1,1,1.291367,0.12,0.13,0.238095,0.261905,0.870564,0.950397
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch4.pt,1,1,1.650194,0.22,0.35,0.27381,0.47619,0.904348,0.912698
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch5.pt,1,1,1.372079,0.11,0.14,0.380952,0.392857,0.890792,0.926587
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch6.pt,1,1,1.57087,0.2,0.28,0.333333,0.452381,0.900433,0.916667
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch7.pt,1,1,1.636675,0.12,0.17,0.238095,0.369048,0.886994,0.930556
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch8.pt,1,1,1.506672,0.11,0.14,0.190476,0.27381,0.872385,0.948413
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch9.pt,1,1,1.284156,0.13,0.14,0.321429,0.380952,0.889126,0.930556
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch10.pt,1,1,1.578728,0.28,0.36,0.452381,0.571429,0.920354,0.896825
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch11.pt,1,1,1.320405,0.17,0.18,0.309524,0.321429,0.879747,0.940476
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch12.pt,1,1,1.566714,0.23,0.27,0.345238,0.452381,0.900433,0.916667
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch13.pt,1,1,1.64715,0.17,0.22,0.357143,0.380952,0.888889,0.928571
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch14.pt,1,1,1.936428,0.14,0.23,0.166667,0.309524,0.877637,0.940476
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch15.pt,1,1,1.541136,0.18,0.25,0.357143,0.452381,0.900433,0.916667
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch16.pt,1,1,1.614089,0.12,0.14,0.404762,0.428571,0.896552,0.920635
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch17.pt,1,1,1.626749,0.19,0.19,0.428571,0.428571,0.896996,0.924603
19,epoch18.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch18.pt,1,1,1.439484,0.12,0.15,0.321429,0.380952,0.888889,0.928571
20,epoch19.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch19.pt,1,1,1.751829,0.17,0.18,0.297619,0.333333,0.881607,0.938492
21,epoch20.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch20.pt,1,1,1.604011,0.22,0.24,0.428571,0.464286,0.902386,0.914683
22,epoch21.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch21.pt,1,1,1.529598,0.17,0.19,0.464286,0.5,0.908297,0.90873
23,epoch22.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch22.pt,1,1,1.759108,0.22,0.24,0.321429,0.357143,0.88535,0.934524
24,epoch23.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch23.pt,1,1,1.739003,0.31,0.33,0.428571,0.464286,0.902386,0.914683
25,epoch24.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch24.pt,1,1,1.845067,0.22,0.32,0.309524,0.452381,0.900433,0.916667
26,epoch25.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch25.pt,1,1,1.787386,0.13,0.21,0.297619,0.488095,0.906318,0.910714
27,epoch26.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch26.pt,1,1,1.489833,0.06,0.14,0.321429,0.464286,0.902386,0.914683
28,epoch27.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch27.pt,1,1,1.585257,0.21,0.21,0.404762,0.404762,0.893162,0.928571
29,epoch28.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch28.pt,1,1,1.574586,0.09,0.14,0.261905,0.404762,0.892704,0.924603
30,epoch29.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch29.pt,1,1,1.696687,0.05,0.14,0.214286,0.380952,0.888889,0.928571
31,epoch30.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch30.pt,1,1,2.105251,0.1,0.13,0.154762,0.261905,0.870293,0.948413
32,epoch31.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch31.pt,1,1,1.687923,0.25,0.29,0.440476,0.488095,0.906318,0.910714
33,epoch32.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch32.pt,1,1,2.10498,0.15,0.29,0.321429,0.511905,0.910284,0.906746
