epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch0.pt,1.834728,0.16,0.22,0.488095,0.559524,0.918322,0.89881,41,2,47,4
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch1.pt,1.938454,0.11,0.16,0.25,0.380952,0.888889,0.928571,21,1,32,4
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch2.pt,2.045508,0.19,0.21,0.25,0.285714,0.87395,0.944444,21,2,24,4
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch3.pt,1.291367,0.12,0.13,0.238095,0.261905,0.870564,0.950397,20,2,22,3
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch4.pt,1.650194,0.22,0.35,0.27381,0.47619,0.904348,0.912698,23,2,40,4
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch5.pt,1.372079,0.11,0.14,0.380952,0.392857,0.890792,0.926587,32,1,33,4
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch6.pt,1.57087,0.2,0.28,0.333333,0.452381,0.900433,0.916667,28,2,38,4
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch7.pt,1.636675,0.12,0.17,0.238095,0.369048,0.886994,0.930556,20,2,31,4
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch8.pt,1.506672,0.11,0.14,0.190476,0.27381,0.872385,0.948413,16,2,23,3
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch9.pt,1.284156,0.13,0.14,0.321429,0.380952,0.889126,0.930556,27,0,32,3
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch10.pt,1.578728,0.28,0.36,0.452381,0.571429,0.920354,0.896825,38,2,48,4
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch11.pt,1.320405,0.17,0.18,0.309524,0.321429,0.879747,0.940476,26,1,27,3
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch12.pt,1.566714,0.23,0.27,0.345238,0.452381,0.900433,0.916667,29,2,38,4
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch13.pt,1.64715,0.17,0.22,0.357143,0.380952,0.888889,0.928571,30,1,32,4
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch14.pt,1.936428,0.14,0.23,0.166667,0.309524,0.877637,0.940476,14,2,26,4
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch15.pt,1.541136,0.18,0.25,0.357143,0.452381,0.900433,0.916667,30,2,38,4
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch16.pt,1.614089,0.12,0.14,0.404762,0.428571,0.896552,0.920635,34,2,36,4
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch17.pt,1.626749,0.19,0.19,0.428571,0.428571,0.896996,0.924603,36,2,36,2
19,epoch18.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-T\weights\epoch18.pt,1.439484,0.12,0.15,0.321429,0.380952,0.888889,0.928571,27,2,32,4
