ratio_id,epoch,Spec@R99.0
hn00,101,0.583333
hn00,102,0.583333
hn00,103,0.511905
hn00,104,0.547619
hn00,105,0.583333
hn00,106,0.654762
hn00,107,0.535714
hn00,108,0.547619
hn00,109,0.511905
hn00,110,0.511905
hn00,111,0.52381
hn00,112,0.559524
hn00,113,0.583333
hn00,114,0.607143
hn00,115,0.607143
hn00,116,0.619048
hn00,117,0.583333
hn00,118,0.595238
hn00,119,0.607143
hn00,120,0.619048
hn00,121,0.654762
hn00,122,0.666667
hn00,123,0.619048
hn00,124,0.47619
hn00,125,0.452381
hn00,126,0.535714
hn00,127,0.583333
hn00,128,0.571429
hn00,129,0.547619
hn00,130,0.559524
hn00,131,0.559524
hn00,132,0.559524
hn00,133,0.571429
hn00,134,0.547619
hn00,135,0.535714
hn00,136,0.52381
hn00,137,0.535714
hn00,138,0.535714
hn00,139,0.52381
hn00,140,0.535714
hn00,141,0.488095
hn00,142,0.5
hn00,143,0.511905
hn00,144,0.5
hn00,145,0.5
hn00,146,0.571429
hn00,147,0.595238
hn00,148,0.595238
hn00,149,0.595238
hn00,150,0.595238
hn00,151,0.595238
hn00,152,0.607143
hn00,153,0.607143
hn00,154,0.595238
hn00,155,0.595238
hn00,156,0.619048
hn00,157,0.595238
hn00,158,0.595238
hn00,159,0.595238
hn00,160,0.595238
hn00,161,0.595238
hn00,162,0.607143
hn00,163,0.619048
hn00,164,0.619048
hn00,165,0.619048
hn00,166,0.607143
hn00,167,0.607143
hn00,168,0.607143
hn00,169,0.595238
hn00,170,0.607143
hn00,171,0.583333
hn00,172,0.583333
hn00,173,0.583333
hn00,174,0.583333
hn00,175,0.535714
hn00,176,0.547619
hn00,177,0.571429
hn00,178,0.571429
hn00,179,0.547619
hn00,180,0.547619
hn00,181,0.547619
hn00,182,0.547619
hn00,183,0.547619
hn00,184,0.547619
hn00,185,0.547619
hn00,186,0.547619
hn00,187,0.571429
hn00,188,0.571429
hn00,189,0.595238
hn00,190,0.583333
hn00,191,0.583333
hn00,192,0.571429
hn00,193,0.571429
hn00,194,0.559524
hn00,195,0.559524
hn00,196,0.559524
hn00,197,0.559524
hn00,198,0.559524
hn00,199,0.559524
hn00,200,0.559524
hn02,1,0.619048
hn02,2,0.5
hn02,3,0.238095
hn02,4,0.309524
hn02,5,0.440476
hn02,6,0.547619
hn02,7,0.547619
hn02,8,0.428571
hn02,9,0.25
hn02,10,0.27381
hn02,11,0.416667
hn02,12,0.464286
hn02,13,0.52381
hn02,14,0.404762
hn02,15,0.452381
hn02,16,0.535714
hn02,17,0.464286
hn02,18,0.452381
hn02,19,0.321429
hn02,20,0.297619
hn02,21,0.404762
hn02,22,0.416667
hn02,23,0.464286
hn02,24,0.52381
hn02,25,0.380952
hn02,26,0.440476
hn02,27,0.5
hn02,28,0.511905
hn02,29,0.464286
hn02,30,0.571429
hn02,31,0.595238
hn02,32,0.511905
hn02,33,0.369048
hn02,34,0.380952
hn02,35,0.488095
hn02,36,0.595238
hn02,37,0.452381
hn02,38,0.380952
hn02,39,0.559524
hn02,40,0.535714
hn02,41,0.595238
hn02,42,0.52381
hn02,43,0.583333
hn02,44,0.369048
hn02,45,0.416667
hn02,46,0.369048
hn02,47,0.511905
hn02,48,0.583333
hn02,49,0.369048
hn02,50,0.5
hn02,51,0.642857
hn02,52,0.488095
hn02,53,0.52381
hn02,54,0.619048
hn02,55,0.464286
hn02,56,0.535714
hn02,57,0.369048
hn02,58,0.595238
hn02,59,0.535714
hn02,60,0.583333
hn02,61,0.52381
hn02,62,0.47619
hn02,63,0.52381
hn02,64,0.369048
hn02,65,0.619048
hn02,66,0.380952
hn02,67,0.47619
hn02,68,0.547619
hn02,69,0.392857
hn02,70,0.464286
hn02,71,0.535714
hn02,72,0.488095
hn02,73,0.52381
hn02,74,0.452381
hn02,75,0.464286
hn02,76,0.47619
hn02,77,0.5
hn02,78,0.619048
hn02,79,0.5
hn02,80,0.488095
hn02,81,0.452381
hn02,82,0.488095
hn02,83,0.488095
hn02,84,0.511905
hn02,85,0.595238
hn02,86,0.535714
hn02,87,0.511905
hn02,88,0.511905
hn02,89,0.583333
hn02,90,0.52381
hn02,91,0.52381
hn02,92,0.511905
hn02,93,0.488095
hn02,94,0.404762
hn02,95,0.488095
hn02,96,0.5
hn02,97,0.47619
hn02,98,0.428571
hn02,99,0.52381
hn02,100,0.547619
hn02,101,0.52381
hn02,102,0.535714
hn02,103,0.511905
hn02,104,0.511905
hn02,105,0.547619
hn02,106,0.559524
hn02,107,0.47619
hn02,108,0.52381
hn02,109,0.5
hn02,110,0.571429
hn02,111,0.571429
hn02,112,0.547619
hn02,113,0.607143
hn02,114,0.571429
hn02,115,0.607143
hn02,116,0.583333
hn02,117,0.547619
hn02,118,0.583333
hn02,119,0.607143
hn02,120,0.583333
hn02,121,0.547619
hn02,122,0.535714
hn02,123,0.571429
hn02,124,0.52381
hn02,125,0.535714
hn02,126,0.52381
hn02,127,0.47619
hn02,128,0.47619
hn02,129,0.511905
hn02,130,0.511905
hn02,131,0.5
hn02,132,0.488095
hn02,133,0.511905
hn02,134,0.511905
hn02,135,0.547619
hn02,136,0.535714
hn02,137,0.607143
hn02,138,0.559524
hn02,139,0.547619
hn02,140,0.52381
hn02,141,0.511905
hn02,142,0.511905
hn02,143,0.511905
hn02,144,0.511905
hn02,145,0.511905
hn02,146,0.5
hn02,147,0.488095
hn02,148,0.488095
hn02,149,0.488095
hn02,150,0.47619
hn02,151,0.464286
hn02,152,0.464286
hn02,153,0.452381
hn02,154,0.452381
hn02,155,0.452381
hn02,156,0.464286
hn02,157,0.452381
hn02,158,0.440476
hn02,159,0.428571
hn02,160,0.440476
hn02,161,0.452381
hn02,162,0.452381
hn02,163,0.464286
hn02,164,0.452381
hn02,165,0.452381
hn02,166,0.452381
hn02,167,0.452381
hn02,168,0.440476
hn02,169,0.428571
hn02,170,0.416667
hn02,171,0.416667
hn02,172,0.404762
hn02,173,0.440476
hn02,174,0.440476
hn02,175,0.464286
hn02,176,0.464286
hn02,177,0.47619
hn02,178,0.464286
hn02,179,0.464286
hn02,180,0.47619
hn02,181,0.464286
hn02,182,0.464286
hn02,183,0.464286
hn02,184,0.464286
hn02,185,0.47619
hn02,186,0.464286
hn02,187,0.464286
hn02,188,0.464286
hn02,189,0.464286
hn02,190,0.464286
hn02,191,0.464286
hn02,192,0.464286
hn02,193,0.464286
hn02,194,0.440476
hn02,195,0.440476
hn02,196,0.440476
hn02,197,0.440476
hn02,198,0.440476
hn02,199,0.440476
hn02,200,0.440476
hn12,1,0.583333
hn12,2,0.52381
hn12,3,0.309524
hn12,4,0.309524
hn12,5,0.428571
hn12,6,0.345238
hn12,7,0.52381
hn12,8,0.440476
hn12,9,0.321429
hn12,10,0.404762
hn12,11,0.392857
hn12,12,0.416667
hn12,13,0.297619
hn12,14,0.511905
hn12,15,0.428571
hn12,16,0.452381
hn12,17,0.535714
hn12,18,0.428571
hn12,19,0.369048
hn12,20,0.52381
hn12,21,0.52381
hn12,22,0.380952
hn12,23,0.511905
hn12,24,0.214286
hn12,25,0.392857
hn12,26,0.559524
hn12,27,0.559524
hn12,28,0.464286
hn12,29,0.440476
hn12,30,0.47619
hn12,31,0.261905
hn12,32,0.380952
hn12,33,0.357143
hn12,34,0.452381
hn12,35,0.440476
hn12,36,0.357143
hn12,37,0.392857
hn12,38,0.380952
hn12,39,0.404762
hn12,40,0.369048
hn12,41,0.404762
hn12,42,0.464286
hn12,43,0.345238
hn12,44,0.428571
hn12,45,0.27381
hn12,46,0.452381
hn12,47,0.571429
hn12,48,0.464286
hn12,49,0.392857
hn12,50,0.404762
hn12,51,0.321429
hn12,52,0.333333
hn12,53,0.452381
hn12,54,0.428571
hn12,55,0.47619
hn12,56,0.440476
hn12,57,0.571429
hn12,58,0.440476
hn12,59,0.261905
hn12,60,0.369048
hn12,61,0.452381
hn12,62,0.428571
hn12,63,0.511905
hn12,64,0.5
hn12,65,0.511905
hn12,66,0.404762
hn12,67,0.488095
hn12,68,0.511905
hn12,69,0.452381
hn12,70,0.47619
hn12,71,0.380952
hn12,72,0.464286
hn12,73,0.297619
hn12,74,0.535714
hn12,75,0.416667
hn12,76,0.5
hn12,77,0.416667
hn12,78,0.428571
hn12,79,0.5
hn12,80,0.547619
hn12,81,0.511905
hn12,82,0.464286
hn12,83,0.452381
hn12,84,0.511905
hn12,85,0.571429
hn12,86,0.559524
hn12,87,0.595238
hn12,88,0.5
hn12,89,0.559524
hn12,90,0.619048
hn12,91,0.595238
hn12,92,0.571429
hn12,93,0.5
hn12,94,0.583333
hn12,95,0.642857
hn12,96,0.547619
hn12,97,0.52381
hn12,98,0.511905
hn12,99,0.52381
hn12,100,0.559524
hn12,101,0.547619
hn12,102,0.583333
hn12,103,0.52381
hn12,104,0.511905
hn12,105,0.47619
hn12,106,0.52381
hn12,107,0.547619
hn12,108,0.5
hn12,109,0.5
hn12,110,0.547619
hn12,111,0.535714
hn12,112,0.559524
hn12,113,0.52381
hn12,114,0.559524
hn12,115,0.571429
hn12,116,0.571429
hn12,117,0.511905
hn12,118,0.5
hn12,119,0.47619
hn12,120,0.47619
hn12,121,0.47619
hn12,122,0.464286
hn12,123,0.464286
hn12,124,0.52381
hn12,125,0.52381
hn12,126,0.52381
hn12,127,0.559524
hn12,128,0.5
hn12,129,0.452381
hn12,130,0.452381
hn12,131,0.52381
hn12,132,0.511905
hn12,133,0.47619
hn12,134,0.5
hn12,135,0.464286
hn12,136,0.452381
hn12,137,0.488095
hn12,138,0.52381
hn12,139,0.535714
hn12,140,0.547619
hn12,141,0.535714
hn12,142,0.52381
hn12,143,0.488095
hn12,144,0.511905
hn12,145,0.535714
hn12,146,0.547619
hn12,147,0.559524
hn12,148,0.511905
hn12,149,0.5
hn12,150,0.488095
hn12,151,0.464286
hn12,152,0.488095
hn12,153,0.5
hn12,154,0.5
hn12,155,0.5
hn12,156,0.5
hn12,157,0.488095
hn12,158,0.488095
hn12,159,0.47619
hn12,160,0.47619
hn12,161,0.488095
hn12,162,0.511905
hn12,163,0.5
hn12,164,0.535714
hn12,165,0.547619
hn12,166,0.547619
hn12,167,0.547619
hn12,168,0.547619
hn12,169,0.547619
hn12,170,0.535714
hn12,171,0.535714
hn12,172,0.547619
hn12,173,0.547619
hn12,174,0.547619
hn12,175,0.559524
hn12,176,0.547619
hn12,177,0.559524
hn12,178,0.571429
hn12,179,0.571429
hn12,180,0.571429
hn12,181,0.571429
hn12,182,0.571429
hn12,183,0.571429
hn12,184,0.571429
hn12,185,0.571429
hn12,186,0.571429
hn12,187,0.559524
hn12,188,0.559524
hn12,189,0.559524
hn12,190,0.547619
hn12,191,0.535714
hn12,192,0.535714
hn12,193,0.535714
hn12,194,0.535714
hn12,195,0.535714
hn12,196,0.535714
hn12,197,0.535714
hn12,198,0.535714
hn12,199,0.535714
hn12,200,0.535714
