epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990,ratio_id
102,epoch_102.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_102.pt,2.730775,0.26,0.31,0.452381,0.5,0.908497,0.910714,38,2,42,3,hn14
103,epoch_103.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_103.pt,2.802771,0.26,0.29,0.488095,0.5,0.908497,0.910714,41,2,42,3,hn14
104,epoch_104.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_104.pt,2.823749,0.26,0.38,0.5,0.619048,0.928571,0.888889,42,2,52,4,hn14
105,epoch_105.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_105.pt,2.879519,0.31,0.36,0.571429,0.619048,0.928571,0.888889,48,2,52,4,hn14
106,epoch_106.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_106.pt,3.040742,0.32,0.35,0.547619,0.619048,0.928731,0.890873,46,2,52,3,hn14
107,epoch_107.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_107.pt,2.983368,0.28,0.41,0.511905,0.666667,0.936937,0.880952,43,2,56,4,hn14
108,epoch_108.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_108.pt,3.029512,0.23,0.42,0.464286,0.666667,0.936937,0.880952,39,2,56,4,hn14
109,epoch_109.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_109.pt,3.012855,0.21,0.33,0.440476,0.559524,0.918322,0.89881,37,2,47,4,hn14
110,epoch_110.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_110.pt,2.927819,0.21,0.34,0.464286,0.595238,0.924444,0.892857,39,2,50,4,hn14
111,epoch_111.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_111.pt,2.901038,0.2,0.31,0.428571,0.547619,0.9163,0.900794,36,2,46,4,hn14
112,epoch_112.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_112.pt,2.887828,0.18,0.31,0.369048,0.535714,0.914286,0.902778,31,2,45,4,hn14
113,epoch_113.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_113.pt,3.037595,0.14,0.36,0.380952,0.583333,0.922395,0.894841,32,2,49,4,hn14
114,epoch_114.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_114.pt,3.186221,0.22,0.31,0.416667,0.571429,0.92053,0.89881,35,2,48,3,hn14
115,epoch_115.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_115.pt,3.232395,0.19,0.35,0.392857,0.595238,0.924444,0.892857,33,2,50,4,hn14
116,epoch_116.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_116.pt,3.289128,0.22,0.36,0.404762,0.595238,0.924444,0.892857,34,2,50,4,hn14
117,epoch_117.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_117.pt,3.167657,0.19,0.32,0.380952,0.595238,0.924444,0.892857,32,2,50,4,hn14
118,epoch_118.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_118.pt,3.076627,0.15,0.32,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn14
119,epoch_119.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_119.pt,3.133428,0.22,0.33,0.428571,0.559524,0.918322,0.89881,36,2,47,4,hn14
120,epoch_120.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_120.pt,3.17002,0.21,0.35,0.404762,0.571429,0.920354,0.896825,34,2,48,4,hn14
121,epoch_121.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_121.pt,3.208563,0.25,0.33,0.428571,0.559524,0.918322,0.89881,36,2,47,4,hn14
122,epoch_122.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_122.pt,3.204735,0.29,0.31,0.52381,0.547619,0.916484,0.902778,44,2,46,3,hn14
123,epoch_123.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_123.pt,3.068218,0.24,0.31,0.464286,0.547619,0.9163,0.900794,39,2,46,4,hn14
124,epoch_124.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_124.pt,3.068442,0.2,0.3,0.404762,0.559524,0.918322,0.89881,34,2,47,4,hn14
125,epoch_125.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_125.pt,3.108146,0.18,0.28,0.404762,0.535714,0.914286,0.902778,34,2,45,4,hn14
126,epoch_126.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_126.pt,3.172642,0.19,0.29,0.392857,0.547619,0.9163,0.900794,33,2,46,4,hn14
127,epoch_127.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_127.pt,3.244044,0.16,0.29,0.357143,0.535714,0.914286,0.902778,30,2,45,4,hn14
128,epoch_128.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_128.pt,3.230142,0.13,0.26,0.297619,0.511905,0.910284,0.906746,25,2,43,4,hn14
129,epoch_129.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_129.pt,3.199519,0.12,0.29,0.285714,0.535714,0.914286,0.902778,24,2,45,4,hn14
130,epoch_130.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_130.pt,3.231795,0.12,0.31,0.22619,0.583333,0.922395,0.894841,19,2,49,4,hn14
131,epoch_131.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_131.pt,3.269769,0.12,0.33,0.238095,0.607143,0.926503,0.890873,20,2,51,4,hn14
132,epoch_132.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_132.pt,3.353398,0.09,0.35,0.202381,0.607143,0.926503,0.890873,17,2,51,4,hn14
133,epoch_133.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_133.pt,3.410757,0.11,0.34,0.238095,0.595238,0.924444,0.892857,20,2,50,4,hn14
134,epoch_134.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_134.pt,3.413369,0.11,0.29,0.25,0.571429,0.920354,0.896825,21,2,48,4,hn14
135,epoch_135.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_135.pt,3.435083,0.14,0.28,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn14
136,epoch_136.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_136.pt,3.448297,0.17,0.28,0.404762,0.571429,0.920354,0.896825,34,2,48,4,hn14
137,epoch_137.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_137.pt,3.460507,0.18,0.27,0.392857,0.547619,0.9163,0.900794,33,2,46,4,hn14
138,epoch_138.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_138.pt,3.50763,0.19,0.25,0.416667,0.535714,0.914286,0.902778,35,2,45,4,hn14
139,epoch_139.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_139.pt,3.498328,0.18,0.26,0.392857,0.559524,0.918322,0.89881,33,2,47,4,hn14
140,epoch_140.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_140.pt,3.484262,0.15,0.25,0.380952,0.547619,0.9163,0.900794,32,2,46,4,hn14
141,epoch_141.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_141.pt,3.474268,0.14,0.24,0.380952,0.488095,0.906318,0.910714,32,2,41,4,hn14
142,epoch_142.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_142.pt,3.464744,0.13,0.23,0.345238,0.452381,0.900433,0.916667,29,2,38,4,hn14
143,epoch_143.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_143.pt,3.456281,0.13,0.23,0.357143,0.452381,0.900433,0.916667,30,2,38,4,hn14
144,epoch_144.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_144.pt,3.449601,0.11,0.21,0.297619,0.440476,0.898707,0.920635,25,2,37,3,hn14
145,epoch_145.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_145.pt,3.470187,0.1,0.23,0.261905,0.464286,0.902386,0.914683,22,1,39,4,hn14
146,epoch_146.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_146.pt,3.489008,0.11,0.22,0.27381,0.464286,0.902386,0.914683,23,2,39,4,hn14
147,epoch_147.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_147.pt,3.470804,0.11,0.25,0.261905,0.488095,0.906318,0.910714,22,2,41,4,hn14
148,epoch_148.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_148.pt,3.453506,0.11,0.24,0.261905,0.5,0.908297,0.90873,22,2,42,4,hn14
149,epoch_149.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_149.pt,3.475692,0.11,0.22,0.25,0.464286,0.902597,0.916667,21,2,39,3,hn14
150,epoch_150.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_150.pt,3.509255,0.1,0.21,0.22619,0.464286,0.902597,0.916667,19,2,39,3,hn14
151,epoch_151.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_151.pt,3.552101,0.1,0.2,0.22619,0.464286,0.902597,0.916667,19,2,39,3,hn14
152,epoch_152.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_152.pt,3.541625,0.1,0.22,0.22619,0.47619,0.904348,0.912698,19,2,40,4,hn14
153,epoch_153.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_153.pt,3.546403,0.1,0.2,0.22619,0.47619,0.904555,0.914683,19,2,40,3,hn14
154,epoch_154.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_154.pt,3.562229,0.1,0.23,0.22619,0.488095,0.906318,0.910714,19,2,41,4,hn14
155,epoch_155.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_155.pt,3.580909,0.11,0.24,0.261905,0.511905,0.910284,0.906746,22,2,43,4,hn14
156,epoch_156.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_156.pt,3.595339,0.12,0.24,0.285714,0.511905,0.910284,0.906746,24,2,43,4,hn14
157,epoch_157.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_157.pt,3.606637,0.12,0.24,0.285714,0.511905,0.910284,0.906746,24,2,43,4,hn14
158,epoch_158.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_158.pt,3.633844,0.13,0.22,0.297619,0.488095,0.906318,0.910714,25,2,41,4,hn14
159,epoch_159.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_159.pt,3.657626,0.13,0.22,0.285714,0.488095,0.906522,0.912698,24,2,41,3,hn14
160,epoch_160.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_160.pt,3.672299,0.14,0.22,0.333333,0.488095,0.906522,0.912698,28,2,41,3,hn14
161,epoch_161.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_161.pt,3.679661,0.14,0.22,0.333333,0.488095,0.906522,0.912698,28,2,41,3,hn14
162,epoch_162.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_162.pt,3.69205,0.14,0.23,0.309524,0.488095,0.906318,0.910714,26,2,41,4,hn14
163,epoch_163.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_163.pt,3.703728,0.11,0.23,0.27381,0.488095,0.906318,0.910714,23,2,41,4,hn14
164,epoch_164.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_164.pt,3.717077,0.12,0.23,0.27381,0.488095,0.906318,0.910714,23,2,41,4,hn14
165,epoch_165.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_165.pt,3.722278,0.13,0.23,0.285714,0.488095,0.906318,0.910714,24,2,41,4,hn14
166,epoch_166.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_166.pt,3.731358,0.13,0.22,0.297619,0.47619,0.904348,0.912698,25,2,40,4,hn14
167,epoch_167.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_167.pt,3.743956,0.13,0.22,0.297619,0.47619,0.904348,0.912698,25,2,40,4,hn14
168,epoch_168.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_168.pt,3.753516,0.13,0.21,0.297619,0.464286,0.902386,0.914683,25,2,39,4,hn14
169,epoch_169.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_169.pt,3.763966,0.13,0.22,0.297619,0.464286,0.902386,0.914683,25,2,39,4,hn14
170,epoch_170.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_170.pt,3.771366,0.13,0.22,0.309524,0.464286,0.902386,0.914683,26,2,39,4,hn14
171,epoch_171.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_171.pt,3.783129,0.13,0.2,0.297619,0.452381,0.900648,0.918651,25,2,38,3,hn14
172,epoch_172.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_172.pt,3.790546,0.13,0.2,0.297619,0.452381,0.900648,0.918651,25,2,38,3,hn14
173,epoch_173.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_173.pt,3.787339,0.13,0.2,0.297619,0.452381,0.900648,0.918651,25,2,38,3,hn14
174,epoch_174.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_174.pt,3.787749,0.12,0.2,0.285714,0.452381,0.900648,0.918651,24,2,38,3,hn14
175,epoch_175.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_175.pt,3.785107,0.12,0.21,0.285714,0.452381,0.900433,0.916667,24,2,38,4,hn14
176,epoch_176.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_176.pt,3.782428,0.12,0.21,0.285714,0.452381,0.900433,0.916667,24,2,38,4,hn14
177,epoch_177.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_177.pt,3.777497,0.12,0.21,0.297619,0.452381,0.900433,0.916667,25,2,38,4,hn14
178,epoch_178.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_178.pt,3.774403,0.12,0.2,0.297619,0.428571,0.896774,0.922619,25,2,36,3,hn14
179,epoch_179.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_179.pt,3.773624,0.12,0.2,0.297619,0.428571,0.896774,0.922619,25,2,36,3,hn14
180,epoch_180.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_180.pt,3.772654,0.11,0.21,0.285714,0.440476,0.898488,0.918651,24,2,37,4,hn14
181,epoch_181.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_181.pt,3.774109,0.11,0.21,0.285714,0.440476,0.898488,0.918651,24,2,37,4,hn14
182,epoch_182.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_182.pt,3.77665,0.11,0.21,0.285714,0.440476,0.898488,0.918651,24,2,37,4,hn14
183,epoch_183.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_183.pt,3.781654,0.11,0.21,0.285714,0.440476,0.898488,0.918651,24,2,37,4,hn14
184,epoch_184.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_184.pt,3.787811,0.11,0.21,0.285714,0.428571,0.896552,0.920635,24,2,36,4,hn14
185,epoch_185.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_185.pt,3.794524,0.11,0.21,0.285714,0.428571,0.896552,0.920635,24,2,36,4,hn14
186,epoch_186.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_186.pt,3.801465,0.11,0.21,0.285714,0.428571,0.896552,0.920635,24,2,36,4,hn14
187,epoch_187.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_187.pt,3.804349,0.11,0.21,0.285714,0.428571,0.896552,0.920635,24,2,36,4,hn14
188,epoch_188.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_188.pt,3.809248,0.11,0.2,0.285714,0.404762,0.892934,0.926587,24,2,34,3,hn14
189,epoch_189.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_189.pt,3.813657,0.11,0.2,0.285714,0.404762,0.892704,0.924603,24,2,34,4,hn14
190,epoch_190.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_190.pt,3.81854,0.12,0.2,0.285714,0.392857,0.890792,0.926587,24,2,33,4,hn14
191,epoch_191.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_191.pt,3.821326,0.12,0.19,0.285714,0.380952,0.889126,0.930556,24,2,32,3,hn14
192,epoch_192.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_192.pt,3.824531,0.12,0.19,0.285714,0.380952,0.888889,0.928571,24,2,32,4,hn14
193,epoch_193.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_193.pt,3.827453,0.12,0.19,0.285714,0.380952,0.888889,0.928571,24,2,32,4,hn14
194,epoch_194.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_194.pt,3.831264,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
195,epoch_195.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_195.pt,3.837394,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
196,epoch_196.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_196.pt,3.842866,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
197,epoch_197.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_197.pt,3.847147,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
198,epoch_198.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_198.pt,3.851339,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
