ratio_id,epoch,PTR@R99.0
hn20,166,0.892857
hn20,167,0.892857
hn20,168,0.894841
hn20,169,0.894841
hn20,170,0.894841
hn20,171,0.894841
hn20,172,0.894841
hn20,173,0.894841
hn20,174,0.894841
hn20,175,0.894841
hn20,176,0.894841
hn20,177,0.894841
hn20,178,0.894841
hn20,179,0.894841
hn20,180,0.894841
hn20,181,0.894841
hn20,182,0.894841
hn20,183,0.894841
hn20,184,0.894841
hn20,185,0.894841
hn20,186,0.894841
hn20,187,0.894841
hn20,188,0.894841
hn20,189,0.894841
hn20,190,0.894841
hn20,191,0.894841
hn20,192,0.894841
hn20,193,0.894841
hn20,194,0.894841
hn20,195,0.894841
hn20,196,0.894841
hn20,197,0.894841
hn20,198,0.894841
hn20,199,0.894841
hn20,200,0.894841
