cycle_id,arm_id,epoch,segment_index,ratio_id,policy_id,scientific_schedule_id,target_ratio_numerator,target_ratio_denominator,target_percent,guard_fraction_numerator,guard_fraction_denominator,guard_target_percent,normal_replay_slots,defect_guard_slots,total_replay_slots,realized_ratio_of_base,configured_train_samples,cumulative_normal_exposure,cumulative_defect_exposure,cumulative_replay_exposure,schedule_id,canonical_lock_file_sha256
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,177,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,178,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,179,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,180,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,181,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,182,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,183,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,184,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,185,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,186,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,187,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,188,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,189,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,190,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,191,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,192,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,193,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,194,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,195,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,196,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,197,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,198,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,199,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_T_RHO_2P5_SAME_PEAK_TAPER,200,4,RHO_2P5_PERCENT,SAME_PEAK_TAPER,RHO_2P5_PERCENT__SAME_PEAK_TAPER,1,40,2.5,0,1,0.0,0,0,0,0.0,120000,450000,0,450000,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,1,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,2,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,3,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,4,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,5,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,6,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,7,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,8,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,9,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,10,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,11,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,12,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,13,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,14,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,15,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,16,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,17,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,18,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,19,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,20,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,21,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,22,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,23,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,24,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,25,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,26,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,27,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,28,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,29,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,30,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,31,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,32,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,33,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,34,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,35,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,36,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,37,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,38,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,39,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,40,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,41,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,42,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,43,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,44,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,45,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,46,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,47,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1,C1_NR_NO_REPLAY,48,1,NO_REPLAY,NO_REPLAY,NO_REPLAY__NO_REPLAY,0,1,0.0,0,1,0.0,0,0,0,0.0,120000,0,0,0,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
