bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,56,0.012078,0.125,0.112922
1,0.1,0.2,6,0.14021,0.166667,0.026457
2,0.2,0.3,2,0.252441,0.5,0.247559
3,0.3,0.4,2,0.381189,1.0,0.618811
4,0.4,0.5,3,0.455909,0.0,0.455909
5,0.5,0.6,3,0.546184,0.0,0.546184
6,0.6,0.7,10,0.644423,0.6,0.044423
7,0.7,0.8,6,0.733211,0.666667,0.066545
8,0.8,0.9,7,0.870493,1.0,0.129507
9,0.9,1.0,409,0.9968,0.958435,0.038364
