bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,23,0.047785,0.086957,0.039171
1,0.1,0.2,19,0.137059,0.052632,0.084427
2,0.2,0.3,12,0.254065,0.333333,0.079268
3,0.3,0.4,8,0.344541,0.125,0.219541
4,0.4,0.5,7,0.457904,0.428571,0.029333
5,0.5,0.6,19,0.553171,0.526316,0.026855
6,0.6,0.7,11,0.663049,1.0,0.336951
7,0.7,0.8,28,0.761648,0.857143,0.095495
8,0.8,0.9,43,0.865858,0.860465,0.005393
9,0.9,1.0,334,0.974541,0.979042,0.004501
