bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.3,32,0.281989,0.03125,0.250739
3,0.3,0.4,21,0.344802,0.190476,0.154326
4,0.4,0.5,431,0.492887,0.939675,0.446788
5,0.5,0.6,20,0.506666,0.5,0.006666
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
