epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_001.pt,1,1,1.366669,0.15,0.15,0.428571,0.428571,0.896996,0.924603
2,epoch_002.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_002.pt,1,1,1.478149,0.05,0.11,0.345238,0.452381,0.900433,0.916667
3,epoch_003.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_003.pt,1,1,1.437521,0.16,0.2,0.25,0.333333,0.881607,0.938492
4,epoch_004.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_004.pt,1,1,0.989772,0.24,0.31,0.5,0.607143,0.926667,0.892857
5,epoch_005.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_005.pt,1,1,1.525434,0.22,0.27,0.297619,0.392857,0.890792,0.926587
6,epoch_006.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_006.pt,1,1,1.379596,0.18,0.29,0.333333,0.452381,0.900433,0.916667
7,epoch_007.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_007.pt,1,1,1.262368,0.11,0.17,0.309524,0.440476,0.898488,0.918651
8,epoch_008.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_008.pt,1,1,0.892183,0.12,0.17,0.428571,0.52381,0.912281,0.904762
9,epoch_009.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_009.pt,1,1,1.650728,0.22,0.29,0.404762,0.452381,0.900433,0.916667
10,epoch_010.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_010.pt,1,1,1.028741,0.17,0.21,0.404762,0.440476,0.898488,0.918651
11,epoch_011.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_011.pt,1,1,1.221431,0.15,0.21,0.261905,0.380952,0.888889,0.928571
