bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,31,0.177964,0.0,0.177964
2,0.2,0.3,22,0.243667,0.181818,0.061848
3,0.3,0.4,432,0.38129,0.918981,0.537692
4,0.4,0.5,19,0.402162,1.0,0.597838
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
