bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,38,0.035471,0.026316,0.009155
1,0.1,0.2,13,0.162852,0.230769,0.067917
2,0.2,0.3,9,0.256254,0.222222,0.034032
3,0.3,0.4,15,0.352654,0.533333,0.18068
4,0.4,0.5,13,0.440383,0.384615,0.055767
5,0.5,0.6,12,0.557989,0.916667,0.358677
6,0.6,0.7,9,0.661401,0.777778,0.116377
7,0.7,0.8,18,0.745258,0.944444,0.199186
8,0.8,0.9,31,0.855075,0.967742,0.112667
9,0.9,1.0,346,0.981293,0.971098,0.010195
