epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_001.pt,1,1,0.70793,0.15,0.16,0.119048,0.130952,0.850716,0.970238
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_002.pt,1,1,1.386937,0.23,0.29,0.035714,0.059524,0.840726,0.984127
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_003.pt,1,1,1.27848,0.44,0.52,0.047619,0.154762,0.854209,0.96627
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_004.pt,1,1,1.201589,0.08,0.15,0.071429,0.154762,0.854209,0.96627
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_005.pt,1,1,0.732481,0.18,0.24,0.154762,0.178571,0.857732,0.962302
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_006.pt,1,1,1.06891,0.37,0.38,0.22619,0.25,0.86875,0.952381
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_007.pt,1,1,1.00958,0.17,0.24,0.142857,0.214286,0.863071,0.956349
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_008.pt,1,1,0.779017,0.13,0.29,0.095238,0.321429,0.879493,0.938492
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_009.pt,1,1,1.226766,0.37,0.39,0.095238,0.142857,0.852459,0.968254
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_010.pt,1,1,1.11531,0.23,0.23,0.261905,0.261905,0.870833,0.952381
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_011.pt,1,1,1.359457,0.21,0.25,0.119048,0.154762,0.854209,0.96627
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_012.pt,1,1,1.502427,0.27,0.28,0.178571,0.214286,0.863354,0.958333
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_013.pt,1,1,1.15568,0.09,0.12,0.119048,0.154762,0.854209,0.96627
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_014.pt,1,1,1.415134,0.41,0.41,0.261905,0.261905,0.870833,0.952381
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_015.pt,1,1,0.800919,0.22,0.29,0.261905,0.380952,0.888889,0.928571
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_016.pt,1,1,1.183149,0.18,0.23,0.25,0.261905,0.870293,0.948413
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_017.pt,1,1,1.145388,0.28,0.35,0.369048,0.47619,0.904555,0.914683
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_018.pt,1,1,0.910907,0.24,0.32,0.357143,0.416667,0.894624,0.922619
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_019.pt,1,1,0.946446,0.21,0.23,0.25,0.297619,0.875789,0.94246
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_020.pt,1,1,0.947436,0.25,0.32,0.297619,0.357143,0.885106,0.93254
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_021.pt,1,1,1.076745,0.26,0.32,0.357143,0.416667,0.89485,0.924603
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_022.pt,1,1,1.14785,0.18,0.23,0.25,0.309524,0.877637,0.940476
23,epoch_023.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_023.pt,1,1,0.934264,0.18,0.2,0.369048,0.416667,0.89485,0.924603
24,epoch_024.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_024.pt,1,1,1.038748,0.17,0.23,0.369048,0.428571,0.896774,0.922619
25,epoch_025.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_025.pt,1,1,1.143155,0.25,0.34,0.309524,0.440476,0.898488,0.918651
26,epoch_026.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_026.pt,1,1,1.039162,0.16,0.2,0.297619,0.369048,0.886994,0.930556
27,epoch_027.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_027.pt,1,1,1.187017,0.32,0.32,0.297619,0.297619,0.87631,0.946429
28,epoch_028.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_028.pt,1,1,1.177578,0.3,0.38,0.416667,0.452381,0.900433,0.916667
29,epoch_029.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_029.pt,1,1,1.166247,0.39,0.43,0.392857,0.416667,0.894624,0.922619
30,epoch_030.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn00_200ep\weights\epoch_030.pt,1,1,1.000918,0.15,0.26,0.321429,0.464286,0.902386,0.914683
