bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,57,0.017706,0.192982,0.175277
1,0.1,0.2,6,0.15335,0.333333,0.179983
2,0.2,0.3,3,0.232347,0.333333,0.100987
3,0.3,0.4,7,0.367468,0.0,0.367468
4,0.4,0.5,3,0.433932,0.666667,0.232734
5,0.5,0.6,3,0.581993,0.333333,0.24866
6,0.6,0.7,4,0.668445,0.75,0.081555
7,0.7,0.8,5,0.743476,0.4,0.343476
8,0.8,0.9,5,0.843023,0.6,0.243023
9,0.9,1.0,411,0.995818,0.961071,0.034747
