epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_001.pt,1,1,1.063904,0.25,0.25,0.142857,0.142857,0.853061,0.972222
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_002.pt,1,1,0.775337,0.09,0.22,0.011905,0.130952,0.850716,0.970238
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_003.pt,1,1,0.802819,0.22,0.24,0.130952,0.166667,0.855967,0.964286
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_004.pt,1,1,1.107852,0.55,0.57,0.130952,0.178571,0.858025,0.964286
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_005.pt,1,1,0.964633,0.18,0.23,0.107143,0.214286,0.863071,0.956349
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_006.pt,1,1,0.99279,0.31,0.38,0.214286,0.238095,0.866667,0.952381
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_007.pt,1,1,0.945312,0.23,0.25,0.190476,0.214286,0.863071,0.956349
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_008.pt,1,1,0.689532,0.15,0.15,0.178571,0.178571,0.858316,0.96627
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_009.pt,1,1,1.079228,0.31,0.36,0.154762,0.202381,0.861284,0.958333
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_010.pt,1,1,1.011209,0.15,0.2,0.130952,0.190476,0.859504,0.960317
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_011.pt,1,1,1.032824,0.24,0.41,0.154762,0.285714,0.87395,0.944444
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_012.pt,1,1,0.952575,0.02,0.09,0.035714,0.107143,0.847251,0.974206
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_013.pt,1,1,0.979316,0.25,0.28,0.238095,0.297619,0.875789,0.94246
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_014.pt,1,1,0.999274,0.26,0.34,0.261905,0.309524,0.877637,0.940476
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_015.pt,1,1,1.166567,0.22,0.35,0.238095,0.369048,0.886994,0.930556
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_016.pt,1,1,0.764105,0.17,0.18,0.285714,0.309524,0.877637,0.940476
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_017.pt,1,1,0.866033,0.21,0.26,0.202381,0.297619,0.875789,0.94246
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_018.pt,1,1,0.843531,0.23,0.25,0.190476,0.202381,0.861284,0.958333
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_019.pt,1,1,0.724894,0.05,0.09,0.214286,0.321429,0.879493,0.938492
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0402_hn02_200ep\weights\epoch_020.pt,1,1,1.031532,0.18,0.33,0.107143,0.321429,0.879493,0.938492
