bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.3,25,0.281113,0.0,0.281113
3,0.3,0.4,28,0.342386,0.178571,0.163814
4,0.4,0.5,433,0.492108,0.939954,0.447846
5,0.5,0.6,18,0.505474,0.444444,0.06103
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
