bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,50,0.028946,0.04,0.011054
1,0.1,0.2,17,0.141103,0.235294,0.094191
2,0.2,0.3,11,0.255424,0.454545,0.199121
3,0.3,0.4,9,0.345674,0.333333,0.012341
4,0.4,0.5,9,0.452389,0.333333,0.119056
5,0.5,0.6,10,0.556531,0.6,0.043469
6,0.6,0.7,10,0.653946,0.8,0.146054
7,0.7,0.8,14,0.755051,0.714286,0.040766
8,0.8,0.9,17,0.856255,0.764706,0.09155
9,0.9,1.0,573,0.99277,0.95288,0.03989
