bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,42,0.180988,0.071429,0.10956
2,0.2,0.3,45,0.253459,0.377778,0.124319
3,0.3,0.4,384,0.379331,0.955729,0.576398
4,0.4,0.5,33,0.402417,1.0,0.597583
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
