relative_path,path,category,required,exists,size_bytes,sha256,modified_time
weights/epoch158.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch158.pt,optional,False,True,77366983,7383bcf0e8c4e9e03ad2a4c8806c35a4987cb01bbb596cacc3350a3cc12e190d,2026-06-15T22:53:16
weights/epoch159.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch159.pt,optional,False,True,77367111,8b11e470d87c579fc7237f140768f464da3338095efced65c5920419e41cc3ef,2026-06-15T22:57:13
weights/epoch16.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch16.pt,optional,False,True,77351111,6b936a3c5d7f2295549777a5e03636e462563b6cf5760ed18e2560714117482a,2026-06-15T13:43:46
weights/epoch160.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch160.pt,optional,False,True,77367239,6c6c4fa6849967681ea836f7da165d7406bbd5c2c435a4af59a1387b98d72f14,2026-06-15T23:01:07
weights/epoch161.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch161.pt,optional,False,True,77367303,9c670dd62265d755032b1f1f89f034b188e148d43e6f19374dffb1cb4356ccf0,2026-06-15T23:05:01
weights/epoch162.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch162.pt,optional,False,True,77367431,b36e48300d422d3b7b3f165fe98ec12369b611d309df1ea4d78f3e66d41cb834,2026-06-15T23:08:55
weights/epoch163.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch163.pt,optional,False,True,77367559,2f7cfc75bea72fa172a9e631ab277f9cdd28d610eedc46171716c72b9f214879,2026-06-15T23:12:50
weights/epoch164.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch164.pt,optional,False,True,77367687,a57702dc7278b2b153e30647153bb7516eb91bf816e89cfc42a5dbb3947a76f0,2026-06-15T23:16:45
weights/epoch165.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch165.pt,optional,False,True,77367751,743a9aa86ee069c728085c95d88d32e164f74158d8a5c86475c313e9465ff406,2026-06-15T23:20:39
weights/epoch166.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch166.pt,optional,False,True,77367879,9d71b15ebd94deddb482a51a43ece14f9c987ca667edd7ff638ed18298fc8a45,2026-06-15T23:24:34
weights/epoch167.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch167.pt,optional,False,True,77368007,e6494f75a8588e4fbb7e6fd4032f605bfa31c823a574aa1b4e43ea77db87d9e1,2026-06-15T23:28:28
weights/epoch168.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch168.pt,optional,False,True,77368135,9534e4b0423067c0c422cdee0a4bc3f11c0bfee0eaa8f1acc7d9bfe0bceeb146,2026-06-15T23:32:22
weights/epoch169.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch169.pt,optional,False,True,77368199,596193669c58552505880a100c838b41a9363f46efd353b4a105367eb1182bcf,2026-06-15T23:36:16
weights/epoch17.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch17.pt,optional,False,True,77351175,dab624e3ae4d2827e1e72aca050a81acd729a12dba37ee29b886d35e01e444ba,2026-06-15T13:47:35
weights/epoch170.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch170.pt,optional,False,True,77368327,bbd6257206fe310e400f3bf6bff068d162a2bdf43745d007b6e042413f537eb4,2026-06-15T23:40:11
weights/epoch171.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch171.pt,optional,False,True,77368455,c34d74c4b3d0803e466736515034c320d81cc54297699fc25672733df5085d0c,2026-06-15T23:44:05
weights/epoch172.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch172.pt,optional,False,True,77368583,689a9dd13381f975dc390af48c79bbd50f80d675fe22966df066df6f3c2b0d59,2026-06-15T23:47:59
weights/epoch173.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch173.pt,optional,False,True,77368647,06fbc07863a223b14a4e556bb1188909fb7105db21fa067cbe22f0bb7a0ff980,2026-06-15T23:51:54
weights/epoch174.pt,D:\ssh\AI\runs\stage1_cls_sweep\full_yolo11l_cls_20260615-123305\weights\epoch174.pt,optional,False,True,77368775,c273e5f71146f7ed612fbe68a59e2eefe92b89b2ed5ca86c1d71187fce98e8a6,2026-06-15T23:55:48
