bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,56,0.007751,0.089286,0.081535
1,0.1,0.2,9,0.142493,0.333333,0.190841
2,0.2,0.3,6,0.256427,0.5,0.243573
3,0.3,0.4,4,0.354747,0.5,0.145253
4,0.4,0.5,3,0.46912,0.333333,0.135786
5,0.5,0.6,1,0.544109,1.0,0.455891
6,0.6,0.7,6,0.658404,0.333333,0.325071
7,0.7,0.8,8,0.75091,1.0,0.24909
8,0.8,0.9,8,0.83488,0.75,0.08488
9,0.9,1.0,403,0.996371,0.965261,0.03111
