bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,42,0.022618,0.047619,0.025001
1,0.1,0.2,10,0.143048,0.2,0.056952
2,0.2,0.3,5,0.25737,0.2,0.05737
3,0.3,0.4,13,0.349724,0.461538,0.111814
4,0.4,0.5,8,0.452103,0.375,0.077103
5,0.5,0.6,10,0.570385,0.6,0.029615
6,0.6,0.7,13,0.647655,0.846154,0.198499
7,0.7,0.8,14,0.758462,0.857143,0.098681
8,0.8,0.9,32,0.852684,0.875,0.022316
9,0.9,1.0,357,0.98367,0.977591,0.006079
