bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,54,0.027271,0.092593,0.065322
1,0.1,0.2,20,0.140835,0.15,0.009165
2,0.2,0.3,5,0.249252,0.4,0.150748
3,0.3,0.4,15,0.350081,0.4,0.049919
4,0.4,0.5,9,0.441766,0.222222,0.219544
5,0.5,0.6,11,0.56166,0.727273,0.165612
6,0.6,0.7,18,0.648325,0.722222,0.073897
7,0.7,0.8,20,0.762598,0.7,0.062598
8,0.8,0.9,24,0.858511,0.916667,0.058156
9,0.9,1.0,544,0.991517,0.965074,0.026444
