bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.3,31,0.279756,0.032258,0.247498
3,0.3,0.4,19,0.351797,0.157895,0.193902
4,0.4,0.5,440,0.4906,0.925,0.4344
5,0.5,0.6,14,0.503257,0.642857,0.1396
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
