epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_001.pt,1,1,1.779108,0.19,0.23,0.5,0.571429,0.920354,0.896825
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_002.pt,1,1,1.829266,0.04,0.13,0.142857,0.380952,0.888889,0.928571
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_003.pt,1,1,1.534267,0.12,0.18,0.297619,0.380952,0.888889,0.928571
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_004.pt,1,1,1.384515,0.11,0.21,0.238095,0.357143,0.885106,0.93254
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_005.pt,1,1,1.479018,0.09,0.12,0.309524,0.380952,0.888889,0.928571
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_006.pt,1,1,1.148777,0.19,0.21,0.321429,0.333333,0.881607,0.938492
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_007.pt,1,1,1.567995,0.09,0.12,0.214286,0.261905,0.870293,0.948413
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_008.pt,1,1,1.324934,0.3,0.32,0.380952,0.428571,0.896552,0.920635
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_009.pt,1,1,1.347539,0.16,0.21,0.309524,0.380952,0.888889,0.928571
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_010.pt,1,1,1.335469,0.16,0.2,0.357143,0.392857,0.890792,0.926587
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_011.pt,1,1,1.559059,0.25,0.36,0.440476,0.547619,0.9163,0.900794
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_012.pt,1,1,1.285424,0.11,0.15,0.309524,0.369048,0.886994,0.930556
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_013.pt,1,1,1.579954,0.16,0.22,0.285714,0.369048,0.887234,0.93254
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_014.pt,1,1,1.489763,0.16,0.23,0.297619,0.392857,0.891026,0.928571
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_015.pt,1,1,1.201151,0.15,0.21,0.404762,0.464286,0.902386,0.914683
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_016.pt,1,1,1.413985,0.06,0.11,0.154762,0.27381,0.872117,0.946429
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_017.pt,1,1,1.887433,0.32,0.35,0.47619,0.488095,0.906318,0.910714
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_018.pt,1,1,1.250854,0.07,0.13,0.261905,0.416667,0.894624,0.922619
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_019.pt,1,1,1.629291,0.09,0.26,0.22619,0.464286,0.902386,0.914683
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_020.pt,1,1,1.710995,0.13,0.26,0.190476,0.392857,0.890792,0.926587
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_021.pt,1,1,1.841953,0.13,0.21,0.154762,0.321429,0.879493,0.938492
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn18_200ep\weights\epoch_022.pt,1,1,1.456754,0.21,0.3,0.380952,0.52381,0.912281,0.904762
