bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,73,0.018503,0.082192,0.063689
1,0.1,0.2,7,0.124761,0.0,0.124761
2,0.2,0.3,9,0.241157,0.333333,0.092176
3,0.3,0.4,8,0.349028,0.5,0.150972
4,0.4,0.5,9,0.45424,0.444444,0.009796
5,0.5,0.6,8,0.539983,0.625,0.085017
6,0.6,0.7,5,0.647213,0.6,0.047213
7,0.7,0.8,11,0.76452,0.909091,0.14457
8,0.8,0.9,23,0.84826,0.73913,0.109129
9,0.9,1.0,567,0.994953,0.96649,0.028463
