epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,207.084,0.36843,0.88629,1,0.28022,0.00998934,0.00332978,0.00998934,0.00332978,0.00998934,0.00332978,0.00998934,0.00332978
2,414.86,0.27514,0.89821,1,0.25381,0.0198904,0.00663013,0.0198904,0.00663013,0.0198904,0.00663013,0.0198904,0.00663013
3,623.219,0.27905,0.88012,1,0.29135,0.0296924,0.00989748,0.0296924,0.00989748,0.0296924,0.00989748,0.0296924,0.00989748
4,830.97,0.29681,0.83625,1,0.39327,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515
5,1038.04,0.29421,0.89954,1,0.25563,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
6,1244.21,0.2754,0.90442,1,0.24206,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525
7,1450.32,0.27256,0.90562,1,0.2399,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
8,1656.74,0.27206,0.90792,1,0.23238,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535
9,1863.71,0.271,0.91379,1,0.2211,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
10,2071.22,0.27162,0.91237,1,0.22695,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545
11,2276.82,0.27207,0.913,1,0.22183,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
12,2483.06,0.26831,0.91529,1,0.21941,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,2688.8,0.26803,0.91667,1,0.21906,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,2895.33,0.26737,0.91571,1,0.21883,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,3101.54,0.26687,0.9165,1,0.21812,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,3308.1,0.26552,0.91604,1,0.22105,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,3514.77,0.26643,0.91608,1,0.2226,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,3720.56,0.2671,0.91521,1,0.22371,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,3926.86,0.26307,0.91542,1,0.22592,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,4133.36,0.26396,0.91542,1,0.22605,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,4339.53,0.26307,0.91537,1,0.22529,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,4545.69,0.26174,0.91508,1,0.22651,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,4751.98,0.26119,0.91408,1,0.2284,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,4958.28,0.26096,0.91358,1,0.22861,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,5164.87,0.25988,0.91329,1,0.22859,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,5371.44,0.2575,0.91179,1,0.22885,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,5577.37,0.25851,0.9115,1,0.22886,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,5783.09,0.2583,0.91096,1,0.22868,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,5989.73,0.25764,0.91067,1,0.22852,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,6194.96,0.25554,0.91079,1,0.22889,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,6401.15,0.25607,0.91137,1,0.22902,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,6606.14,0.25493,0.91083,1,0.22951,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,6811.56,0.25453,0.91037,1,0.22902,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,7016.97,0.25411,0.91029,1,0.22859,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,7221.76,0.25212,0.90979,1,0.22777,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
