bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,86,0.011192,0.104651,0.093459
1,0.1,0.2,12,0.136576,0.5,0.363424
2,0.2,0.3,11,0.243108,0.363636,0.120528
3,0.3,0.4,6,0.341232,0.166667,0.174565
4,0.4,0.5,3,0.447858,1.0,0.552142
5,0.5,0.6,7,0.525715,0.571429,0.045713
6,0.6,0.7,8,0.657748,0.875,0.217252
7,0.7,0.8,6,0.745851,0.833333,0.087482
8,0.8,0.9,8,0.8454,0.75,0.0954
9,0.9,1.0,573,0.996106,0.968586,0.02752
