bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,28,0.181376,0.0,0.181376
2,0.2,0.3,25,0.240675,0.2,0.040675
3,0.3,0.4,422,0.381311,0.914692,0.533381
4,0.4,0.5,29,0.402348,1.0,0.597652
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
