paper_id,title,path,bytes,sha256,source_format,selection_role,reading_rank,reading_credit_granted
P0023,Selectivity Drives Productivity: Efficient Dataset Pruning for Enhanced Transfer Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0023.pdf,17507341,99675F6FC29B7ABC6393C9737C837BDA08CFDD7F034BEDDACFC6FF2434DCE919,PDF,PRIMARY,106,False
P0123,Automatic Lecture Transcription Based on Discriminative Data Selection for Lightly Supervised Acoustic Model Training,staging/broad_freeze_canonical_repaired_v4/sources/P0123.pdf,1171961,E838506A5036F48CC621EBD1E7F162494B2BF21942428E9FAB40D400A2F7DC6D,PDF,PRIMARY,107,False
P0332,Influcoder: Distilling Decoders' Gradient Influence Rankings into an Encoder for Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0332.pdf,525644,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,PDF,PRIMARY,108,False
P0496,Dynamic Curriculum Learning for Great Ape Detection in the Wild,staging/broad_freeze_canonical_repaired_v4/sources/P0496.pdf,5936819,C5BB80F1BCF6FA29700A34DA1C92BF9A6786868D451F56D41C9A3FC11C0CF315,PDF,PRIMARY,109,False
P0054,A CLIP-Powered Framework for Robust and Generalizable Data Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0054.pdf,2692545,FD22A053833B38253A1CD2CB71BCCA3A7EA7F3E720D03C30645BE19D253B6878,PDF,PRIMARY,110,False
P0125,DsDm: Model-Aware Dataset Selection with Datamodels,staging/broad_freeze_canonical_repaired_v4/sources/P0125.pdf,2970361,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,PDF,PRIMARY,111,False
P0046,On Curriculum Learning for Commonsense Reasoning,staging/broad_freeze_canonical_repaired_v4/sources/P0046.pdf,924372,491D876E1B0FE1639CE8A7208E6D9C2137BAA12A7867720DC743ACDC9ABCBFBB,PDF,PRIMARY,112,False
P0489,Selective Prediction via Training Dynamics,staging/broad_freeze_canonical_repaired_v4/sources/P0489.pdf,4288409,DE70203666086A9125979D1C6F6A49A04D926B348E4C8EF5537BAA1A5B2441C8,PDF,PRIMARY,113,False
P0389,Self-Guided Curriculum Learning for Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0389.pdf,1359857,5E86BE6C4770973D7B3FBD483570415A214BED37216D8DCFBE2EB56BE8A120E6,PDF,PRIMARY,114,False
P0318,Data Pruning in Generative Diffusion Models,staging/broad_freeze_canonical_repaired_v4/sources/P0318.pdf,20903694,7D8F98F25AF0C30885FF8A1016FAE7795F758081A85B5E61800879AD6A3A3A72,PDF,PRIMARY,115,False
P0357,Data curation via joint example selection further accelerates multimodal learning,staging/broad_freeze_canonical_repaired_v4/sources/P0357.pdf,1757071,8454D8C0109249B7F32FBA9AC349699C342FE16A779BC9CEAEDC607425C79361,PDF,PRIMARY,116,False
P0399,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,staging/broad_freeze_canonical_repaired_v4/sources/P0399.pdf,1213339,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,PDF,PRIMARY,117,False
P0063,Refined Coreset Selection: Towards Minimal Coreset Size under Model Performance Constraints,staging/broad_freeze_canonical_repaired_v4/sources/P0063.pdf,858165,BE17B90963778CAD0BB37F61B9BA236DF6687022484EE2249C577D3FFEDB4F92,PDF,PRIMARY,118,False
P0458,Coordinated Replay Sample Selection for Continual Federated Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0458.pdf,995251,292006D598E852693010ED5339FB83EFBD389BAE0E066B6703DCC879DBB97DF0,PDF,PRIMARY,119,False
P0138,Scheduled Dialog Policy Learning: An Automatic Curriculum Learning Framework for Task-oriented Dialog System,staging/broad_freeze_canonical_repaired_v4/sources/P0138.pdf,7730588,3BC74055C6CF91A95FA41CAC624F3EEBF426B66CFC9895E1744D0C36F7E3C66A,PDF,PRIMARY,120,False
P0477,Robust Learning for Text Classification with Multi-source Noise Simulation and Hard Example Mining,staging/broad_freeze_canonical_repaired_v4/sources/P0477.pdf,501540,3558C88855AD2540FEDD97BA384EA1DA42BA3A5B47760C84B9BC7F7B0F02EBD0,PDF,PRIMARY,121,False
P0158,Luck Matters: Understanding Training Dynamics of Deep ReLU Networks,staging/broad_freeze_canonical_repaired_v4/sources/P0158.pdf,7745562,518433E1A26CAF18F9D4A8EEEB30310C2523DBDE09D6ACF48C697A5B780482CE,PDF,PRIMARY,122,False
P0188,Label-Efficient Dataset Pruning via Semi-Supervised Pseudo-Labeling,staging/broad_freeze_canonical_repaired_v4/sources/P0188.pdf,1270206,BFED18ECC26F3C02A51075ABE372BCDE2E556154ABDBDFACF63FD7ABD57615F0,PDF,PRIMARY,123,False
P0317,Self-Paced Learning for Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0317.pdf,1363385,990DA7747896671BB266B489238F579FBEA486AF6963F50FEDC70ADABF8912C8,PDF,PRIMARY,124,False
P0464,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,staging/broad_freeze_canonical_repaired_v4/sources/P0464.pdf,523812,314D7A78B2256141654D7F2CE5E5481A14A24BFA358430B6D9D249271FD78C1B,PDF,PRIMARY,125,False
P0073,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",staging/broad_freeze_canonical_repaired_v4/sources/P0073.pdf,4265486,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,PDF,PRIMARY,126,False
P0026,Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining,staging/broad_freeze_canonical_repaired_v4/sources/P0026.pdf,11428720,DDBC3E7CF4AFCD77BEAA5FFC299FCECFF7C8E77429AC21384109059F10E1621A,PDF,PRIMARY,127,False
P0194,AudioDER: A Deduplication-Enhanced Reasoning Dataset for Post-Training Large Audio-Language Models,staging/broad_freeze_canonical_repaired_v4/sources/P0194.pdf,3624177,C232B0D436CA3C02FA62A64CBCBDDB699197C04140BBDE7BE51DDB1B6D612DA2,PDF,PRIMARY,128,False
P0441,Neyman-Pearson multiclass classification under label noise via empirical likelihood,staging/broad_freeze_canonical_repaired_v4/sources/P0441.pdf,2903984,32DA7FEA79A0EF19A1BF425CE397EA3BB933BA4706BC2AD1B5A8C8F05C60AECE,PDF,PRIMARY,129,False
P0296,FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0296.pdf,408753,41F2E0F99E009648B8ED0A153090D7ACC8AE3735EE4EEB532964E8096AEAB026,PDF,PRIMARY,130,False
P0349,Daunce: Data Attribution through Uncertainty Estimation,staging/broad_freeze_canonical_repaired_v4/sources/P0349.pdf,3120584,AD70D7703EA99729D06EC1FFCDA6427D1634C5309A485BBBEC817E019E7E9F50,PDF,PRIMARY,131,False
P0170,Non-splitting Neyman-Pearson Classifiers,staging/broad_freeze_canonical_repaired_v4/sources/P0170.pdf,1924283,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,PDF,PRIMARY,132,False
P0498,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,staging/broad_freeze_canonical_repaired_v4/sources/P0498.pdf,181759,47378259B21F2DB9947844978A71FBFE2686D35D1D5EEAAA347BF36A4275F016,PDF,PRIMARY,133,False
P0400,A Negative Result on Gradient Matching for Selective Backprop,staging/broad_freeze_canonical_repaired_v4/sources/P0400.pdf,897698,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,PDF,PRIMARY,134,False
P0229,TRAK: Attributing Model Behavior at Scale,sources/legacy_core/P016_TRAK_2023.pdf,8636031,9A3AA5C2B83511DDAC253B2368DAF808590E9C8714089A51BE5CF4BFE069B96E,PDF,PRIMARY,135,False
P0445,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,staging/broad_freeze_canonical_repaired_v4/sources/P0445.pdf,1073606,681694037BC4CF706D96BAFCAEF1667072208174B7CA9020321066D6DDE8C4C9,PDF,PRIMARY,136,False
P0198,Witches' Brew: Industrial Scale Data Poisoning via Gradient Matching,staging/broad_freeze_canonical_repaired_v4/sources/P0198.pdf,4896609,C6AD98659F5DF58B106FA391ED9E0ABE57448627AF80131A353E193860EEC625,PDF,PRIMARY,137,False
P0373,Less is More: Data Pruning for Faster Adversarial Training,staging/broad_freeze_canonical_repaired_v4/sources/P0373.pdf,896625,715AEB4C1D1F011C51C2EE5871E4BD16ED7A0BEE92FEE4AA6D1C638CD7530006,PDF,PRIMARY,138,False
P0416,Intriguing Properties of Data Attribution on Diffusion Models,staging/broad_freeze_canonical_repaired_v4/sources/P0416.pdf,16638614,388C07952BEF07693534EAB0343B4C2CD9693783CD052F20F0247FEC22BE8B3F,PDF,PRIMARY,139,False
P0444,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,staging/broad_freeze_canonical_repaired_v4/sources/P0444.pdf,10786812,C5481C40F8CC7E734F0E00908C89326B1A5A7DC936DF02B51F0A97335F27F896,PDF,PRIMARY,140,False
P0294,Open set label noise learning with robust sample selection and margin-guided module,staging/broad_freeze_canonical_repaired_v4/sources/P0294.pdf,3388946,22B33ECB5F0B1E049E7759A8AFAD91F7ED8709FA662C18C8C4E493E8393954FA,PDF,PRIMARY,141,False
P0066,Neyman-Pearson and equal opportunity: when efficiency meets fairness in classification,staging/broad_freeze_canonical_repaired_v4/sources/P0066.pdf,1045365,086F488C207D423BA562E5E2482D9066A764E02F64062C179CF814A5C96E52DA,PDF,PRIMARY,142,False
P0396,Distill Gold from Massive Ores: Bi-level Data Pruning towards Efficient Dataset Distillation,staging/broad_freeze_canonical_repaired_v4/sources/P0396.pdf,1790624,7BF5C13158C517D190C460F1B6DC51F130A3D0E6D98ED91D418B8BB94293EAE1,PDF,PRIMARY,143,False
P0004,Training Region-Based Object Detectors with Online Hard Example Mining,staging/broad_freeze_canonical_repaired_v4/sources/P0004.pdf,917701,50C03A67FDE277B2E4E0797224C2D9AEC77F0939CC9CFBB2EA24509317A4E9E6,PDF,PRIMARY,144,False
P0159,Language Model-Driven Data Pruning Enables Efficient Active Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0159.pdf,1001424,6F65F070C9ACBA518D19D9801AE06DD034FEC425BA67EA3049AF252AF8FF2D0B,PDF,PRIMARY,145,False
P0102,Data Pruning by Information Maximization,staging/broad_freeze_canonical_repaired_v4/sources/P0102.pdf,2387762,BCFF3526B1DEB88B5DB1C7DE35759989D273D313C4853C55E87140BD55584C7D,PDF,PRIMARY,146,False
P0290,Selectivity Drives Efficiency: Dataset Pruning for Visual Place Recognition,staging/broad_freeze_canonical_repaired_v4/sources/P0290.pdf,3119361,1D3A39CC5DEC4802A78DA0696DE255908A202C53B6875F97E5E156B549B2382F,PDF,PRIMARY,147,False
P0196,Uncertainty-Aware Learning against Label Noise on Imbalanced Datasets,staging/broad_freeze_canonical_repaired_v4/sources/P0196.pdf,1696519,8C806032ABFBAC331A43ED9A54DAC4ED86199B048932B9022645A0820C2484B2,PDF,PRIMARY,148,False
P0412,The impact of training data selection on the software defect prediction performance and data complexity,staging/broad_freeze_canonical_repaired_v4/sources/P0412.pdf,1399352,015C51B0E1EFEFF84EF5A3619749B7ED09466B77F07980703F4DCFB138B1C3CC,PDF,PRIMARY,149,False
P0128,Changing the Training Data Distribution to Reduce Simplicity Bias Improves In-distribution Generalization,staging/broad_freeze_canonical_repaired_v4/sources/P0128.pdf,898837,4F4ADFD9D367CB447D022ADD228233495B2D7295932892BD2E16A8041BE2CBA7,PDF,PRIMARY,150,False
P0449,PropMix: Hard Sample Filtering and Proportional MixUp for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0449.pdf,606970,0BE5B5A1063ADFAF58AFE5F72ED34E46367599CC674573589506ED9BDE81F93E,PDF,PRIMARY,151,False
P0293,FUSION: Dataset Pruning via Fusing Uncertainty with Structural Information for Optimal Neural Training in Crystal Property Prediction,staging/broad_freeze_canonical_repaired_v4/sources/P0293.pdf,713265,754F406A19A015F0A02CFCF61F7A82CC5B7C4918C6920D9482D2CF3889077F4A,PDF,PRIMARY,152,False
P0225,An analytical theory of curriculum learning in teacher–student networks*,staging/broad_freeze_canonical_repaired_v4/sources/P0225.pdf,1566192,808BE4A127D1B6FC8414D44804866113F3482BFB711B84CAE312F17E540A9286,PDF,PRIMARY,153,False
P0078,Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0078.pdf,12217941,5EA3B3D77EBAA902E353078E18BA51FE293815806C6D225451096D8FEC9F75BC,PDF,PRIMARY,154,False
P0107,Reinforced Training Data Selection for Domain Adaptation,staging/broad_freeze_canonical_repaired_v4/sources/P0107.pdf,3647703,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,PDF,PRIMARY,155,False
P0173,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,staging/broad_freeze_canonical_repaired_v4/sources/P0173.pdf,1120432,27CA3618BE53A4F5F4F783A48629D2A17C0D7C93FAFE359E6729CBB18879CE79,PDF,PRIMARY,156,False
P0263,PRISM: Self-Pruning Intrinsic Selection Method for Training-Free Multimodal Data Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0263.pdf,2627586,7CEB28BD9CD9F60FD2C19339431D6BC4EDFE8C92343F1A76E689EF20B4500457,PDF,PRIMARY,157,False
P0447,"RCAP: Robust, Class-Aware, Probabilistic Dynamic Dataset Pruning",staging/broad_freeze_canonical_repaired_v4/sources/P0447.pdf,966053,E7A78C0EF2925144C6C50F93DABDBE1EF9EA0095150D54444989C7C1A4999571,PDF,PRIMARY,158,False
P0286,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",staging/broad_freeze_canonical_repaired_v4/sources/P0286.pdf,1545992,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,PDF,PRIMARY,159,False
P0497,Coresets for Accelerating Incremental Gradient Methods,staging/broad_freeze_canonical_repaired_v4/sources/P0497.pdf,1635193,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,PDF,PRIMARY,160,False
P0347,Optimizing Two-Way Partial AUC With an End-to-End Framework,staging/broad_freeze_canonical_repaired_v4/sources/P0347.pdf,8837691,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,PDF,PRIMARY,161,False
P0382,Infusion: Shaping Model Behavior by Editing Training Data via Influence Functions,staging/broad_freeze_canonical_repaired_v4/sources/P0382.pdf,2504488,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,PDF,PRIMARY,162,False
P0162,Data Pruning via Moving-one-Sample-out,staging/broad_freeze_canonical_repaired_v4/sources/P0162.pdf,576399,5BBF6D9FE8A3525D6A8DCC9F7E3BF4EA04242B2DF2B555EBDAFEB9BF37726E55,PDF,PRIMARY,163,False
P0341,A Structural SVM Based Approach for Optimizing Partial AUC,staging/broad_freeze_canonical_repaired_v4/sources/P0341.pdf,258814,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,PDF,PRIMARY,164,False
P0468,Self-Paced Learning for Images of Antinuclear Antibodies,staging/broad_freeze_canonical_repaired_v4/sources/P0468.pdf,10377214,8E058ADC271B948C8D0B2BCBF7DA5B9E969CB663747A90878BCD7C3725F656AB,PDF,PRIMARY,165,False
P0117,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,staging/broad_freeze_canonical_repaired_v4/sources/P0117.pdf,679034,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,PDF,PRIMARY,166,False
P0052,Data Pruning for Efficient Model Pruning in Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0052.pdf,3867339,ADE9D39FC6056191DEF902751D2062BC9FBA93162FFB46FBA5F5F5D24612AB24,PDF,PRIMARY,167,False
P0395,A Bayesian Information-Theoretic Approach to Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0395.pdf,1717287,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,PDF,PRIMARY,168,False
P0212,Constraint-Data-Value-Maximization: Utilizing Data Attribution for Effective Data Pruning in Low-Data Environments,staging/broad_freeze_canonical_repaired_v4/sources/P0212.pdf,1071122,644A5100485E3B383C37633805660B8554BFCE41CC8B87D4C2D457226D62C4FE,PDF,PRIMARY,169,False
P0376,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0376.pdf,729913,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,PDF,PRIMARY,170,False
P0269,How does Early Stopping Help Generalization against Label Noise?,staging/broad_freeze_canonical_repaired_v4/sources/P0269.pdf,1045398,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,PDF,PRIMARY,171,False
P0248,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0248.pdf,2620172,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,PDF,PRIMARY,172,False
P0298,On Training Data Influence of GPT Models,staging/broad_freeze_canonical_repaired_v4/sources/P0298.pdf,3112806,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,PDF,PRIMARY,173,False
P0403,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0403.pdf,16883068,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,PDF,PRIMARY,174,False
P0050,Leveraging Peer-Informed Label Consistency for Robust Graph Neural Networks with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0050.pdf,306426,9AC496B82337F71F9E04AFD56A815F790584F4D65BF607EB82B1866CEB546D59,PDF,PRIMARY,175,False
P0490,Coreset Selection via LLM-based Concept Bottlenecks,staging/broad_freeze_canonical_repaired_v4/sources/P0490.pdf,5387402,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,PDF,PRIMARY,176,False
P0378,Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),staging/broad_freeze_canonical_repaired_v4/sources/P0378.pdf,145065,5AC1F158D9074938CA9624C8262A55B90FBEBB274AD6A58166FA5985DEE2FECC,PDF,PRIMARY,177,False
P0425,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0425.pdf,2066814,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,PDF,PRIMARY,178,False
P0277,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,staging/broad_freeze_canonical_repaired_v4/sources/P0277.pdf,14243422,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,PDF,PRIMARY,179,False
P0264,Coreset Selection for Object Detection,staging/broad_freeze_canonical_repaired_v4/sources/P0264.pdf,1123964,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,PDF,PRIMARY,180,False
P0203,Classification with Asymmetric Label Noise: Consistency and Maximal\n Denoising,staging/broad_freeze_canonical_repaired_v4/sources/P0203.pdf,683009,88056C20B008760CFB3A96A6011F87772FBE8963CA02400506A5970D72A9A432,PDF,PRIMARY,181,False
P0184,On The Power of Curriculum Learning in Training Deep Networks,staging/broad_freeze_canonical_repaired_v4/sources/P0184.pdf,1212894,D08489CEA16D7A9EBA28A4C6A20B56B810B5ECD41B0A7D3A76A90880E2015A79,PDF,PRIMARY,182,False
P0284,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,staging/broad_freeze_canonical_repaired_v4/sources/P0284.pdf,1246760,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,PDF,PRIMARY,183,False
P0056,PADP: progressive and adaptive data pruning for efficient incremental learning,staging/broad_freeze_canonical_repaired_v4/sources/P0056.pdf,2322418,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,PDF,PRIMARY,184,False
P0034,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,staging/broad_freeze_canonical_repaired_v4/sources/P0034.pdf,4495686,CABA2E46259D3530F9F92A3C157786C5B2C75A62B5D45ABE1142789B4A8D4DC4,PDF,PRIMARY,185,False
P0155,\emph{FoQuS}: A Forgetting-Quality Coreset Selection Framework for Automatic Modulation Recognition,staging/broad_freeze_canonical_repaired_v4/sources/P0155.pdf,233392,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,PDF,PRIMARY,186,False
P0308,BWS: Best Window Selection Based on Sample Scores for Data Pruning across Broad Ranges,staging/broad_freeze_canonical_repaired_v4/sources/P0308.pdf,2265630,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,PDF,PRIMARY,187,False
P0019,Exploring Training Data Attribution under Limited Access Constraints,staging/broad_freeze_canonical_repaired_v4/sources/P0019.pdf,1325382,EC79332C34B158AC06B8EF372EC1C5F0E460C2BF655AECCD7ABBD07BBDE7E78F,PDF,PRIMARY,188,False
P0472,Training Dynamics for Text Summarization Models,staging/broad_freeze_canonical_repaired_v4/sources/P0472.pdf,1441773,D8E7E2B8FBABD424BAA3BF91D35F585CBCB0BCFD0E89AF88C008ED9A5A93C829,PDF,PRIMARY,189,False
P0404,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,staging/broad_freeze_canonical_repaired_v4/sources/P0404.pdf,683737,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,PDF,PRIMARY,190,False
P0275,Understanding and Mitigating the Bias in Sample Selection for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0275.pdf,2103106,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,PDF,PRIMARY,191,False
P0413,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,staging/broad_freeze_canonical_repaired_v4/sources/P0413.pdf,8919055,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,PDF,PRIMARY,192,False
P0068,Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,staging/broad_freeze_canonical_repaired_v4/sources/P0068.pdf,2615305,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,PDF,PRIMARY,193,False
P0466,SmallToLarge (S2L): Scalable Data Selection for Fine-tuning Large Language Models by Summarizing Training Trajectories of Small Models,staging/broad_freeze_canonical_repaired_v4/sources/P0466.pdf,972829,8A3E1AFB699A9FD961B22BEA7D8B8636ACACAA0DDD5AD29726AA6DA7F54B2746,PDF,PRIMARY,194,False
P0095,Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0095.pdf,2396628,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,PDF,PRIMARY,195,False
P0365,Co-teaching: Robust Training of Deep Neural Networks with Extremely Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0365.pdf,1984230,217F5E7262AF5BB555E3DDB11D5806F094AF6965C7BCD71D10F159D3657D8593,PDF,PRIMARY,196,False
P0165,MODE: Multi-Objective Adaptive Coreset Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0165.pdf,2125525,6D0D2302D2D6B67474C0A9900105126FBC5FAFD24338062AD509D94B8D7E8477,PDF,PRIMARY,197,False
P0454,Batch Sampling for Experience Replay,staging/broad_freeze_canonical_repaired_v4/sources/P0454.pdf,512361,83D899D27A26A26D223963AE8D3321D6F5615B99A3DBB7A706C9D9C0B717E82C,PDF,PRIMARY,198,False
P0487,Towards Efficient Data Valuation Based on the Shapley Value,staging/broad_freeze_canonical_repaired_v4/sources/P0487.pdf,831855,464A332E86B7E6FF1C77166F0D1E2DBE8D11BADFF546CFE7A3E5D5C177A32956,PDF,PRIMARY,199,False
P0104,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples,staging/broad_freeze_canonical_repaired_v4/sources/P0104.pdf,924820,0D71370BC89D5CF65DAEB2EC55447732E7ABAD58D32CAABEA5769C052B24301F,PDF,PRIMARY,200,False
P0172,ToReMi: Topic-Aware Data Reweighting for Dynamic Pre-Training Data Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0172.pdf,1077792,38606BD6ACBC5F6BD1775C2124BEBED424EB0538F9A51413797FEFEB88403062,PDF,PRIMARY,201,False
P0323,Curriculum Learning Strategies for IR: An Empirical Study on\n Conversation Response Ranking,staging/broad_freeze_canonical_repaired_v4/sources/P0323.pdf,578045,43C92E0BE77A3048459893199339828A2718C11B810C308362B46B61A809520D,PDF,PRIMARY,202,False
P0486,Efficient Active Learning for Image Classification and Segmentation\n using a Sample Selection and Conditional Generative Adversarial Network,staging/broad_freeze_canonical_repaired_v4/sources/P0486.pdf,1852493,F3E7CAA8DCD01E3F406D154772B1DF4EDE32AEB5913309AE947A3A7C661B6238,PDF,PRIMARY,203,False
P0442,Spaced Scheduling for Large Language Model Training,staging/broad_freeze_canonical_repaired_v4/sources/P0442.pdf,1157704,85D30A1986DF55A7AB9678A60E28BF7EDF72F715854530AA9F11F6F016259BE5,PDF,PRIMARY,204,False
P0243,Prune to Protect: Faster Training and Enhanced Privacy by Dynamic Data Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0243.pdf,3260776,ECBF8DC78C51E589D7C5CABA1BB5B6557D45C936D6B0731DD055040DFA994E61,PDF,PRIMARY,205,False
P0258,Deep Bayesian Active Learning with Image Data,staging/broad_freeze_canonical_repaired_v4/sources/P0258.pdf,724240,A77DBD956DB991948D78417945A4650B0D45E3D03655F57343467DE79D8FA4C9,PDF,PRIMARY,206,False
P0204,Self-Paced Learning for Latent Variable Models,staging/broad_freeze_canonical_repaired_v4/sources/P0204.pdf,622322,F83C722B325797164858AFF3DFC21616D8365EC23D29A33E342D77FCFF495A54,PDF,PRIMARY,207,False
P0430,Estimating Training Data Influence by Tracing Gradient Descent,staging/broad_freeze_canonical_repaired_v4/sources/P0430.pdf,5307415,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,PDF,PRIMARY,208,False
P0356,Intentional Control of Type I Error Over Unconscious Data Distortion: A Neyman–Pearson Approach to Text Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0356.pdf,1589991,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,PDF,PRIMARY,209,False
P0257,DNN-Based PolSAR Image Classification on Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0257.pdf,11821708,09084B4A72AAD96088E32F7142727738C853588B2FE224825299C4DC45637C62,PDF,PRIMARY,210,False
P0245,Example Forgetting: A Novel Approach to Explain and Interpret Deep Neural Networks in Seismic Interpretation,staging/broad_freeze_canonical_repaired_v4/sources/P0245.pdf,15304386,C78E04CCC4DB97BBB2913BEBD3FB557601F2EA6F87AAA369B370FBF8944B6063,PDF,PRIMARY,211,False
P0279,Step-resolved data attribution for looped transformers,staging/broad_freeze_canonical_repaired_v4/sources/P0279.pdf,890054,F7DFD00FB9EB99E344F63FE77521860778724F81446EC5472CEAC64261230BD0,PDF,PRIMARY,212,False
