paper_id,title,path,bytes,sha256,source_format,selection_role,reading_rank,reading_credit_granted
P0018,Convergence Results For Q-Learning With Experience Replay,staging/broad_freeze_canonical_repaired_v4/sources/P0018.pdf,752506,DFD5FF6F45682C0F1D0DA747DB765BAB3FBDD872859E1135353D68CF0FCAB91F,PDF,PRIMARY,213,False
P0111,SEED: Targeted Data Selection by Weighted Independent Set,staging/broad_freeze_canonical_repaired_v4/sources/P0111.pdf,2194179,7551453D1D1608B61A92FE50AC0D8F996481B74E95296240D34C8DB7B80A1EE6,PDF,PRIMARY,214,False
P0428,BERT on a Data Diet: Finding Important Examples by Gradient-Based Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0428.pdf,390683,1D73E4754AA1365A1A1BD327E5A77A746DF39C2F624846F28FDA416375484FA8,PDF,PRIMARY,215,False
P0309,CS-Shapley: Class-wise Shapley Values for Data Valuation in Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0309.pdf,1887149,C23BD7203533F40099B734DDD6DCD7C81E307406B853FF2924796A43911E54BB,PDF,PRIMARY,216,False
P0160,Adversarial Shapley Value Experience Replay for Task-Free Continual Learning.,staging/broad_freeze_canonical_repaired_v4/sources/P0160.pdf,1750297,19EB92EEB67913EF11CC13F94BE9793447B8D1DCDE76E32ACC5E3F7D38542BB8,PDF,PRIMARY,217,False
P0113,ANNE: Adaptive Nearest Neighbors and Eigenvector-based Sample Selection for Robust Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0113.pdf,2197305,1C403821CD8C1243A5FF907690DE28E78A1017942B8DFCD9B97A9ADF66E78574,PDF,PRIMARY,218,False
P0469,AdaER: An Adaptive Experience Replay Approach for Continual Lifelong Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0469.pdf,1063171,DC82A8CAFABFC66C66A71FA8DB01DC4066252280B73AB83BA09365D15ED7074B,PDF,PRIMARY,219,False
P0137,Rethinking Data Selection at Scale: Random Selection is Almost All You Need,staging/broad_freeze_canonical_repaired_v4/sources/P0137.pdf,443364,852A3674E15D19DA82F4B57BE22EC9FA0A7119F65C7D9272658E5196C4AE4989,PDF,PRIMARY,220,False
P0176,Competence-based Curriculum Learning for Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0176.pdf,661424,5DB360924D8032A6B46FC62AE5DA6F13968AEF642EDC756F37884045E9907E90,PDF,PRIMARY,221,False
P0460,RANSAC-based training data selection for speaker state recognition,staging/broad_freeze_canonical_repaired_v4/sources/P0460.pdf,211506,32D0B3F3645F5A69FFC5724E898D09C2A792BB8599455C73BFA8B63C41645939,PDF,PRIMARY,222,False
P0448,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,staging/broad_freeze_canonical_repaired_v4/sources/P0448.pdf,661239,B6CA15CC4FFCF62ADB9E39AFCB4C9529B1CB83E04ED121BD7975A0572ADCC3BA,PDF,PRIMARY,223,False
P0476,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,staging/broad_freeze_canonical_repaired_v4/sources/P0476.pdf,1300391,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,PDF,PRIMARY,224,False
P0222,Continual Safety Alignment via Gradient-Based Sample Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0222.pdf,721031,C69BF7D3D96D2759715F4741806027740EA395DB7464365724D1DEDDD6164798,PDF,PRIMARY,225,False
P0436,Focal Loss for Dense Object Detection,staging/broad_freeze_canonical_repaired_v4/sources/P0436.pdf,2191884,957060A5139B26FF4A41AF8AF84AD6BE57495F11E349B805F48A1ECBDFC8CC6F,PDF,PRIMARY,226,False
P0048,Online hard example mining vs. fixed oversampling strategy for segmentation of new multiple sclerosis lesions from longitudinal FLAIR MRI,staging/broad_freeze_canonical_repaired_v4/sources/P0048.pdf,1456899,BA62DBB74169F5FC633E526C7859A9391D4981D8E821DD93DFA63CF41FF8D2DE,PDF,PRIMARY,227,False
P0022,Class-Independent Regularization for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0022.pdf,2049016,895BD358FD2BEED01296B807AA507DD6DB60478D6601CE03F895BE4D62C2416C,PDF,PRIMARY,228,False
P0482,Investigating the locality of neural network training dynamics.,staging/broad_freeze_canonical_repaired_v4/sources/P0482.pdf,3134824,76AE410E35C97B619AFE07652A6B80291465D0FD56C8388074E6E551CE8D65D8,PDF,PRIMARY,229,False
P0295,Cram Less to Fit More: Training Data Pruning Improves Memorization of Facts,staging/broad_freeze_canonical_repaired_v4/sources/P0295.pdf,1716101,8C0B633CEC72CAE523846384BDB24E13B16DF410CE70BA104D2F9A5B7F5C3582,PDF,PRIMARY,230,False
P0330,Coverage-centric Coreset Selection for High Pruning Rates,staging/broad_freeze_canonical_repaired_v4/sources/P0330.pdf,615324,EE192893648C10D33A74D757A54A6DDDD1C660B547A0653061C8D0F113A81C54,PDF,PRIMARY,231,False
P0039,Early-Learning Regularization Prevents Memorization of Noisy Labels,sources/legacy_core/P020_Early_Learning_Regularization_NeurIPS_2020.pdf,767183,D29F8D401B62E9E7CDABAAF5B45E08AB2CBB8CB0122A7D610F03573062C4F331,PDF,PRIMARY,232,False
P0385,PARS: Pseudo-Label Aware Robust Sample Selection for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0385.pdf,1174750,23BA88266DD8907648CB8E76DA735E54137539216E8A420B5B460D0C083A4D50,PDF,PRIMARY,233,False
P0206,HYperbolic Self-Paced Learning for Self-Supervised Skeleton-based Action Representations,staging/broad_freeze_canonical_repaired_v4/sources/P0206.pdf,1761847,7933629028DFDC08BDE9E3C23A16871DF839C8D06B5F814E7348856521375143,PDF,PRIMARY,234,False
P0049,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0049.pdf,2569446,43B09D37A722AB5369FC262691AAAFCE92B75796BCF7F4E6A8CE03C6660B50DC,PDF,PRIMARY,235,False
P0250,Self-Paced Learning with Adaptive Deep Visual Embeddings,staging/broad_freeze_canonical_repaired_v4/sources/P0250.pdf,6305900,5D7219432565C2572855177F2F600371AB52F782EFB6F79F306AEF0FEBF41A9E,PDF,PRIMARY,236,False
P0364,Deep Learning on a Healthy Data Diet: Finding Important Examples for Fairness,staging/broad_freeze_canonical_repaired_v4/sources/P0364.pdf,507488,2D0CBC86E0A311632F30510CD814FB85429206901A0467B4A2D72F053B84234A,PDF,PRIMARY,237,False
P0218,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0218.pdf,3051316,52CCD00DB9526D921553DA6510F6F01B0F37CA6CC741B8A9918624C667EC2A10,PDF,PRIMARY,238,False
P0424,Data Selection Strategies for Multi-Domain Sentiment Analysis,staging/broad_freeze_canonical_repaired_v4/sources/P0424.pdf,6429082,0249F8313EF87A7C95F011F620433C5F78C29F763DF6408C133E172CF9603328,PDF,PRIMARY,239,False
P0200,DeepCore: A Comprehensive Library for Coreset Selection in Deep Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0200.pdf,544150,F7955FFA0B04538EDFBCE92B4DAC4AC5154ACA3A4789D723FF7D2AB5B64ACA9E,PDF,PRIMARY,240,False
P0015,Learning with Noisy Labels Revisited: A Study Using Real-World Human Annotations,staging/broad_freeze_canonical_repaired_v4/sources/P0015.pdf,1081214,10901035EDC73E06CED8745C6C9F71B6FF2096F5B3824D063A0C0405281A5F69,PDF,PRIMARY,241,False
P0280,CurricularFace: Adaptive Curriculum Learning Loss for Deep Face Recognition,staging/broad_freeze_canonical_repaired_v4/sources/P0280.pdf,2646136,1112820C48680E728C5D215FEF4D6F13A29156D3D1411A0E7522FFA40D205D98,PDF,PRIMARY,242,False
P0474,Learning to Detect Noisy Labels Using Model-Based Features,staging/broad_freeze_canonical_repaired_v4/sources/P0474.pdf,991011,10CA24583D534554EBAD332BEEE222EED0DA9CCDE886FDCA0983A3AF64F1DEF8,PDF,PRIMARY,243,False
P0013,Rethinking Experience Replay: a Bag of Tricks for Continual Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0013.pdf,1870738,95DE576AD60328631D44AA26F72AA158064C1E50644368CBB607EC4D3CDB5632,PDF,PRIMARY,244,False
P0484,Lightweight Dataset Pruning without Full Training via Example Difficulty and Prediction Uncertainty,staging/broad_freeze_canonical_repaired_v4/sources/P0484.pdf,19316090,D097EF622B6C9272BE5C6CAABF6C51AB5990CC55FFE6AD8FDB9DC158CD3E0335,PDF,PRIMARY,245,False
P0074,Tightening Control in Neyman--Pearson Linear Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0074.pdf,196471,51EE8F3D704331CE718B314DF25891FA8A70F7C475954F63FDE897AA55DDF073,PDF,PRIMARY,246,False
P0143,Learning from Training Dynamics: Identifying Mislabeled Data beyond Manually Designed Features,staging/broad_freeze_canonical_repaired_v4/sources/P0143.pdf,919161,52B62222BB7B29228D7D90BF13FD6FE3FFC636809EA3FEBCB2F892B5FBA043A7,PDF,PRIMARY,247,False
P0179,Measuring Fine-Grained Relatedness in Multitask Learning via Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0179.pdf,873573,ACD6179F2C39B1A1F50513F3EA8F85AAE1A903287E926D252711856DFE4F480E,PDF,PRIMARY,248,False
P0342,Partial AUC Maximization via Nonlinear Scoring Functions,staging/broad_freeze_canonical_repaired_v4/sources/P0342.pdf,120623,4EE441905BAD1D160FD04738404C33E437CF1262A70FD9EC3279DC8A8B2CC255,PDF,PRIMARY,249,False
P0411,Neyman-Pearson Classification under Both Null and Alternative Distributions Shift,staging/broad_freeze_canonical_repaired_v4/sources/P0411.pdf,608257,19D4AB51CDF5467A1164109D2716412FD21858093774C2BD757AB9F850FC2FDA,PDF,PRIMARY,250,False
P0182,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation,staging/broad_freeze_canonical_repaired_v4/sources/P0182.pdf,461892,DDEEBA48276D027A0726894BD2F75A528213C24A0BB124D82F46B8265E43829A,PDF,PRIMARY,251,False
P0180,Sample Selection Approach with Number of False Predictions for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0180.pdf,1543097,B0910BB0953AA9E5617E171CA6AAD883459E156BB0D089881C93C305F8DACC9D,PDF,PRIMARY,252,False
P0249,Unlabeled data selection for active learning in image classification,staging/broad_freeze_canonical_repaired_v4/sources/P0249.pdf,1856946,61912506636095E8CD58FAD29E1863FB5E4B9B6307629D49AE9CD1BE6584C43D,PDF,PRIMARY,253,False
P0483,Probabilistic Bilevel Coreset Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0483.pdf,1931798,3A5E9772891A0620A7FD7A331849016ED910AA556D4FE81E90E4B293589081E3,PDF,PRIMARY,254,False
P0363,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,staging/broad_freeze_canonical_repaired_v4/sources/P0363.pdf,3299795,A734F362C482ABDD200DF607C0E3B67D6CDD4283F904B53F0448097C77BA02D4,PDF,PRIMARY,255,False
P0429,Class-Incremental Experience Replay for Continual Learning under Concept Drift,staging/broad_freeze_canonical_repaired_v4/sources/P0429.pdf,513141,ADBAA1A65921864024234B26F17BE09B6159EBC2F4B3415583F77737173C713E,PDF,PRIMARY,256,False
P0297,Exploring Learning Complexity for Efficient Downstream Dataset Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0297.pdf,3360253,17555B7F7FDADC74E46CD50A13EAF2DBA174111078AE3BCD9985DAD9244292E1,PDF,PRIMARY,257,False
P0115,Improving Data Quality with Training Dynamics of Gradient Boosting Decision Trees,staging/broad_freeze_canonical_repaired_v4/sources/P0115.pdf,1324730,709D3B755F4F9581ECB25D235C4200CA2160F5DD59BEBC985031727E16208CE5,PDF,PRIMARY,258,False
P0397,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,staging/broad_freeze_canonical_repaired_v4/sources/P0397.pdf,2425589,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,PDF,PRIMARY,259,False
P0244,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,sources/screened_anchor_overrides_v3/CW9E249AC4F35D83423946.pdf,1333414,1BF3F39454B23CF65E4E83B186CD14F35DB15C068575B026A6FA01F502ED96E2,PDF,PRIMARY,260,False
P0485,Symbolic Mechanistic Data Attribution: Tracing Training Influence to Learned Behavioral Policies,staging/broad_freeze_canonical_repaired_v4/sources/P0485.pdf,656109,92FA6CBD6C1DB41E125DED3D182E781CEACAA36F1871D3F12C7D9F2EE45C6BBB,PDF,PRIMARY,261,False
P0223,NLU on Data Diets: Dynamic Data Subset Selection for NLP Classification Tasks,staging/broad_freeze_canonical_repaired_v4/sources/P0223.pdf,3326875,8304CD21440159309636421640754C5CF77C239734B9CF2495AE2758CC2C0519,PDF,PRIMARY,262,False
P0304,Task-moment mismatch: diagnosing failures of coverage-based methods on heavy-tailed distributions in coreset selection,staging/broad_freeze_canonical_repaired_v4/sources/P0304.pdf,1170213,D99AA7337D07480C6294658D71197CCDBA2AF88E18425DA4AB7A221586C7E60B,PDF,PRIMARY,263,False
P0303,Iterative Learning with Open-set Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0303.pdf,3052039,F21DE8BDBF4FA2D49E8FB175ED22770B1DAD61D3E49A611B0A309ED2728BC953,PDF,PRIMARY,264,False
P0067,Adaptive Ranking-based Sample Selection for Weakly Supervised Class-imbalanced Text Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0067.pdf,1267588,64FBCBB684508BC0D77EB9652366A191204198700447CA25F288696A0AA8F901,PDF,PRIMARY,265,False
P0116,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0116.pdf,3034129,B9F6140B13CD2F8E03C69A1285DA93F38C62A57E355C67C75CF84BD58DB90A32,PDF,PRIMARY,266,False
P0375,PICore: Physics-Informed Unsupervised Coreset Selection for Data Efficient Neural Operator Training,staging/broad_freeze_canonical_repaired_v4/sources/P0375.pdf,3816890,D196DD705543C074CBCC713B9EA28B3599931D70B1A14600DD54D82CB5AB1496,PDF,PRIMARY,267,False
P0186,Neyman-Pearson Multi-class Classification via Cost-sensitive Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0186.pdf,2294965,FE5FF9008A1C72D339BF5D38BF45F2906C7FBCCEE2EED9EDB455BE27E4E59C5C,PDF,PRIMARY,268,False
P0315,Sample Selection for Fair and Robust Training,staging/broad_freeze_canonical_repaired_v4/sources/P0315.pdf,798525,400DA9CA8B5E2D5BEBCBA6FB022D3C6CD3D390857C336FA943A0BB46AA8DA28D,PDF,PRIMARY,269,False
P0435,When Dynamic Data Selection Meets Data Augmentation,staging/broad_freeze_canonical_repaired_v4/sources/P0435.pdf,1325987,727173D8CC1DE0E2894B3D6E79EE949EDA376D3352F79206DB0858A94BC5F8EB,PDF,PRIMARY,270,False
P0252,Play it Straight: An Intelligent Data Pruning Technique for Green-AI,staging/broad_freeze_canonical_repaired_v4/sources/P0252.pdf,596275,AD6B4C1B75AEC0879590596394811C56618AE70D5A1BC56A4BA9EE2607C5211F,PDF,PRIMARY,271,False
P0340,An Empirical Study of Example Forgetting during Deep Neural Network Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0340.pdf,1731989,0CEEF9C602D22B977BAF61E1E62897EE0D3D1A043E93D34129B3A448A9120C89,PDF,PRIMARY,272,False
P0500,GREATS: Online Selection of High-Quality Data for LLM Training in Every Iteration,staging/broad_freeze_canonical_repaired_v4/sources/P0500.pdf,5269069,EE7336CAE82A2390065097122B29E8148F58F84E9CBF40A7E518ACC067508952,PDF,PRIMARY,273,False
P0167,MATES: Model-Aware Data Selection for Efficient Pretraining with Data Influence Models,staging/broad_freeze_canonical_repaired_v4/sources/P0167.pdf,1626783,6A8BEC90FD1BF5EB6D86D776A585D0BDEF738C12DF58F4E7F090B012FAB5BF6F,PDF,PRIMARY,274,False
P0450,ELFS: Label-Free Coreset Selection with Proxy Training Dynamics,staging/broad_freeze_canonical_repaired_v4/sources/P0450.pdf,5168440,A0C45F2C823A821C2D077F3CFEE9594E586EE1F80D97A8FD0DD4BB6A75CE6813,PDF,PRIMARY,275,False
P0062,From Quantity to Quality: Boosting LLM Performance with Self-Guided Data Selection for Instruction Tuning,staging/broad_freeze_canonical_repaired_v4/sources/P0062.pdf,10233849,F753EF1C539BE44CC86D2EFF6443D56575DE83AF5B29D55DCF08193986EF8499,PDF,PRIMARY,276,False
P0351,Training Data Selection to Improve Multi-class Instance Segmentation in Digital Pathology,staging/broad_freeze_canonical_repaired_v4/sources/P0351.pdf,1470048,5889FFD6D61EF5608C3F965F05E83A444803D663B15F93A769AD0645419A96EC,PDF,PRIMARY,277,False
P0092,CurGraph: Curriculum Learning for Graph Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0092.pdf,1485124,8A932922A3847706D50A579B6BD4216C460BA51F55995B02ACE54C981B1C943C,PDF,PRIMARY,278,False
P0455,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),staging/broad_freeze_canonical_repaired_v4/sources/P0455.pdf,460574,6DCBCB16E53269FE0CF8679F64C7B3571121861CF74ADB32026BBC475EF152F3,PDF,PRIMARY,279,False
P0096,Hierarchical Neyman-Pearson Classification for Prioritizing Severe Disease Categories in COVID-19 Patient Data,staging/broad_freeze_canonical_repaired_v4/sources/P0096.pdf,3369840,4E40D1457B92523122D4553B02EDDB3946DCCBF820E8E4B82B1BC515981C1754,PDF,PRIMARY,280,False
P0238,Human Not in the Loop: Objective Sample Difficulty Measures for Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0238.pdf,207612,162FF180FF3E81DBDA846594194D99A1C31F0FF4E6DBF01CCAD9388B1734EEED,PDF,PRIMARY,281,False
P0319,Improved Multi-Person 2D Human Pose Estimation Using Attention Mechanisms and Hard Example Mining,staging/broad_freeze_canonical_repaired_v4/sources/P0319.pdf,8965417,BC59651D1CADFCB8AE1D713090AD9EC437632AA31E73E457F1BE11CC01CC3B5C,PDF,PRIMARY,282,False
P0334,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,staging/broad_freeze_canonical_repaired_v4/sources/P0334.pdf,2854048,81D610B588175CC2FACB35A6617988D30842C9B01A6A75D22B59177EE15293FE,PDF,PRIMARY,283,False
P0471,Learning to Reweight Examples for Robust Deep Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0471.pdf,3044218,55976D603D1EF3620A1B0289F27A5F51ABFB60FA0A00F1A2F12364BC146CD88B,PDF,PRIMARY,284,False
P0467,Denoising Neural Machine Translation Training with Trusted Data and Online Data Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0467.pdf,215435,E67BCC1AE2D0060C174A68A18F0C76C31F317A8B59B6E3F68CCBD28B22A32AFD,PDF,PRIMARY,285,False
P0214,GRACE: A Dynamic Coreset Selection Framework for Large Language Model Optimization,staging/broad_freeze_canonical_repaired_v4/sources/P0214.pdf,1236196,617FF7A6C0D9DE31C19FAB0B0F94C773969FA4F20E116B00B175527779700AEA,PDF,PRIMARY,286,False
P0216,Swift Cross-Dataset Pruning: Enhancing Fine-Tuning Efficiency in Natural Language Understanding,staging/broad_freeze_canonical_repaired_v4/sources/P0216.pdf,919382,14DD9F52CB612BF0D9894A7A8FA2E656C2C639728A799F9EFC964BD11E5D71C9,PDF,PRIMARY,287,False
P0390,DivideMix: Learning with Noisy Labels as Semi-Supervised Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0390.pdf,771769,1FF51BF883305E7601E5D7126077F6FFC35247D9D1367F57CF93D312807161AA,PDF,PRIMARY,288,False
P0239,Less is More: Sample Selection and Label Conditioning Improve Skin Lesion Segmentation,staging/broad_freeze_canonical_repaired_v4/sources/P0239.pdf,773570,BA2A98644820DC7BE5245F7A959B80D5644B7E9403B6F84FC133E66B7E4DB71D,PDF,PRIMARY,289,False
P0271,Cold-Start Data Selection for Better Few-shot Language Model Fine-tuning: A Prompt-based Uncertainty Propagation Approach,staging/broad_freeze_canonical_repaired_v4/sources/P0271.pdf,1207384,1BA69E40FCD78F542C092BAE8E60FBD712FE32071DB2FC28A48D6BB004A17E03,PDF,PRIMARY,290,False
P0387,Training Dynamics for Curriculum Learning: A Study on Monolingual and Cross-lingual NLU,staging/broad_freeze_canonical_repaired_v4/sources/P0387.pdf,2861456,4A1CE5FA88C9CF3AC9E6D2B55E7B788B9647A249CAEB2A5BC784C60816845EE6,PDF,PRIMARY,291,False
P0009,Open-set Label Noise Can Improve Robustness Against Inherent Label Noise,staging/broad_freeze_canonical_repaired_v4/sources/P0009.pdf,709283,7FABCB36EB122F0097FBCEBB829E2DA83EFD1E4C8AD7BEBD995EABDFB50E6901,PDF,PRIMARY,292,False
P0156,Utility-Diversity Aware Online Batch Selection for LLM Supervised Fine-tuning,staging/broad_freeze_canonical_repaired_v4/sources/P0156.pdf,890501,574FB4B03B48633C4FA7E4E85C3685620EB200D0D8CEA83ED14678F4FE967373,PDF,PRIMARY,293,False
P0417,Dynamic Data Selection for Curriculum Learning via Ability Estimation,staging/broad_freeze_canonical_repaired_v4/sources/P0417.pdf,376257,EF4C3C0AAAA7214DFADCD97AE48D9ABA210C682D6DE84E933E901ABC12C5AA1F,PDF,PRIMARY,294,False
P0053,Calibrated Semi-Supervised Models for Disaster Response based on Training Dynamics,staging/broad_freeze_canonical_repaired_v4/sources/P0053.pdf,282747,2C1FBA1C419A85B1FCA3A65B4CD9AF254F503552282F0458E29C43D047192C70,PDF,PRIMARY,295,False
P0021,Accelerating Deep Learning with Dynamic Data Pruning,staging/broad_freeze_canonical_repaired_v4/sources/P0021.pdf,2909921,02C12E6E1B066F8B604D4CE4FEBA34D84ABD71E3EE153B989B401731DB633B87,PDF,PRIMARY,296,False
P0431,Data-Efficient Training by Evolved Sampling,staging/broad_freeze_canonical_repaired_v4/sources/P0431.pdf,2253248,B5E21EFBDEEC987A2EC304943F6753221AC5828275E648561CE6EB58C22EEF44,PDF,PRIMARY,297,False
P0288,Training data selection for accuracy and transferability of interatomic potentials,staging/broad_freeze_canonical_repaired_v4/sources/P0288.pdf,1674580,85FB09BBD4738EA4B983850C7C119F1F458C5F0894DF6FFAF15F6124D30CCD5C,PDF,PRIMARY,298,False
P0178,Anti-Backdoor Coreset Selection via Cumulative Entropy,staging/broad_freeze_canonical_repaired_v4/sources/P0178.pdf,2619486,14612063CA60B39CC22B0EDFFD44AA61D0C4EF8DEC9B087BC7A67170A6422D92,PDF,PRIMARY,299,False
P0251,Active Learning Through a Covering Lens,staging/broad_freeze_canonical_repaired_v4/sources/P0251.pdf,1769964,EFBF45149577F3EB64AFDAE440A5335A89F003B9C357D3AFF3926278162E664E,PDF,PRIMARY,300,False
P0312,On the Calibration of Pre-trained Language Models using Mixup Guided by Area Under the Margin and Saliency,staging/broad_freeze_canonical_repaired_v4/sources/P0312.pdf,304886,E8A48626C2ED4344966F29007E9115DE5B3AB87AD3A497ADB7682F0367045522,PDF,RESERVE,301,False
P0241,Weakly-supervised Temporal Path Representation Learning with Contrastive Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0241.pdf,1167821,8A68BAEF6679676FA3E343D215453D12E7E3B970270EAA7210B17F7EC875509D,PDF,RESERVE,302,False
P0211,Sequential Reptile: Inter-Task Gradient Alignment for Multilingual Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0211.pdf,1958461,E38F2E2C7227CDE83AC230B3D4F63FB162FA8F4860F66A4ED8601268E3612F3A,PDF,RESERVE,303,False
P0192,A Novel Text Sample Selection Model for Scene Text Detection via Bootstrap Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0192.pdf,878959,C6C756B42DF527D2B3DF4E24B93EDE06733930D86A33788BBC696A21A009F1D5,PDF,RESERVE,304,False
P0268,MSPL: Multimodal Self-Paced Learning for Multi-Omics Feature Selection and Data Integration,staging/broad_freeze_canonical_repaired_v4/sources/P0268.pdf,4349888,3C5993FEF08D18188D77432E8BB8BB52F52142259CD63DB6DE0458809E1F1B43,PDF,RESERVE,305,False
P0064,Navigating Towards Fairness with Data Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0064.pdf,189971,361CBAFDF5654D010F375D5E28942E1060D4BFA8548EC483AA7E53BB7046AEC7,PDF,RESERVE,306,False
P0072,radarODE-MTL: A Multi-Task Learning Framework with Eccentric Gradient Alignment for Robust Radar-Based ECG Reconstruction,staging/broad_freeze_canonical_repaired_v4/sources/P0072.pdf,1492447,E1CFD3C3F1F4748D62099BE3ECA4DA57C9E1DBEFADD426E5ACA36F34ACD7EBE1,PDF,RESERVE,307,False
P0237,Towards Federated Learning against Noisy Labels via Local Self-Regularization,staging/broad_freeze_canonical_repaired_v4/sources/P0237.pdf,1918067,53CF83212C2F5F419B09D99D24E49A4BD851F7A825E2659BC4283F5B964A9CDB,PDF,RESERVE,308,False
P0187,Using Hindsight to Anchor Past Knowledge in Continual Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0187.pdf,4089106,4EBA861FB75E6FDA4D6A3A98FC5E3DF6D1F2D89B1833FCEA30DDB1FC4C0B7031,PDF,RESERVE,309,False
P0001,Competence-based Multimodal Curriculum Learning for Medical Report Generation,staging/broad_freeze_canonical_repaired_v4/sources/P0001.pdf,981865,DA7810DA7066E6CD42307C769241276186AFB6F89D646B9C3DC124B37A508C96,PDF,RESERVE,310,False
P0083,Training Data Attribution for Image Generation using Ontology-Aligned Knowledge Graphs,staging/broad_freeze_canonical_repaired_v4/sources/P0083.pdf,1306720,75DA63EA3D202265D55DC4665ADA8A216BABE184F19F13D3DAA09CB0805FF174,PDF,RESERVE,311,False
P0311,Reinforcement Learning-Based Path Generation Using Sequential Pattern Reduction and Self-Directed Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0311.pdf,7027919,4ACD4BE235770D713BB52F3CCB30DD3317B784A099E71B93E257302CD1540304,PDF,RESERVE,312,False
P0181,OER: Offline Experience Replay for Continual Offline Reinforcement Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0181.pdf,1474861,783932036E91DD0F6ED64987CE8B946B0686712AD76743664DDC33B6E984BFCD,PDF,RESERVE,313,False
P0328,Hindsight Experience Replay,staging/broad_freeze_canonical_repaired_v4/sources/P0328.pdf,2464277,89DB330BB254D9C8818C61F2749CBE8F0535E8B487333409C5DC8CD8B3C89A04,PDF,RESERVE,314,False
P0320,Understanding Edge-of-Stability Training Dynamics with a Minimalist Example,staging/broad_freeze_canonical_repaired_v4/sources/P0320.pdf,6516002,9B0B79E805CCE883B596DCCAA5004A0A95AF0CCFABB73E140EA04DA6DCAD3A35,PDF,RESERVE,315,False
P0227,Confidence-Aware Paced-Curriculum Learning by Label Smoothing for Surgical Scene Understanding,staging/broad_freeze_canonical_repaired_v4/sources/P0227.pdf,1808025,916129A118817A0FAC49F84BD4E40A197C57D1F18C4F042F310DDECF79C77436,PDF,RESERVE,316,False
P0129,Addressing Multi-Label Learning with Partial Labels: From Sample Selection to Label Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0129.pdf,1312631,DB4F5D5B427E58397E8C34097BE3B62344368063DF1B0DFE6D7EA0B7590C0DA7,PDF,RESERVE,317,False
P0191,Personalized Federated Learning for Gradient Alignment,staging/broad_freeze_canonical_repaired_v4/sources/P0191.pdf,1961199,9A15FFA7219C0F76999B15B832D1E4115F88832F1DE1ECEC10FFB28E64C536CC,PDF,RESERVE,318,False
P0157,Unsupervised feature selection via self-paced learning and low-redundant regularization,staging/broad_freeze_canonical_repaired_v4/sources/P0157.pdf,3438852,585457056F622810B3C058575AE2CEA412158CB37B00D965A90F3458E59FB710,PDF,RESERVE,319,False
