epoch,checkpoint_path,Accuracy,AUROC,AUPRC,top1_acc
134,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_134.pt,0.6736,0.9458,0.9879,0.6736
135,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_135.pt,0.6819,0.9463,0.9880,0.6819
136,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_136.pt,0.6833,0.9465,0.9881,0.6833
137,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_137.pt,0.6819,0.9467,0.9882,0.6819
138,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_138.pt,0.6819,0.9474,0.9884,0.6819
139,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_139.pt,0.6847,0.9488,0.9887,0.6847
140,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_140.pt,0.6889,0.9479,0.9886,0.6889
141,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_141.pt,0.6958,0.9483,0.9887,0.6958
142,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_142.pt,0.6944,0.9482,0.9886,0.6944
143,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_143.pt,0.6917,0.9481,0.9886,0.6917
144,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_144.pt,0.6861,0.9478,0.9885,0.6861
145,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_145.pt,0.6833,0.9471,0.9884,0.6833
146,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_146.pt,0.6792,0.9464,0.9882,0.6778
147,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_147.pt,0.6819,0.9461,0.9881,0.6819
148,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_148.pt,0.6833,0.9459,0.9881,0.6833
149,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_149.pt,0.6792,0.9467,0.9882,0.6792
150,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_150.pt,0.6806,0.9478,0.9885,0.6806
151,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_151.pt,0.6819,0.9482,0.9886,0.6819
152,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_152.pt,0.6861,0.9486,0.9887,0.6861
153,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_153.pt,0.6875,0.9487,0.9887,0.6875
154,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_154.pt,0.6917,0.9493,0.9888,0.6917
155,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_155.pt,0.6889,0.9493,0.9888,0.6889
156,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_156.pt,0.6903,0.9495,0.9889,0.6903
157,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_157.pt,0.6944,0.9494,0.9888,0.6944
158,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_158.pt,0.6944,0.9493,0.9888,0.6944
159,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_159.pt,0.6986,0.9489,0.9887,0.6986
160,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_160.pt,0.6986,0.9487,0.9886,0.6986
161,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_161.pt,0.7000,0.9484,0.9885,0.7000
162,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_162.pt,0.7000,0.9482,0.9884,0.7000
163,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_163.pt,0.6986,0.9485,0.9885,0.6986
164,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_164.pt,0.6917,0.9485,0.9885,0.6917
165,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_165.pt,0.6944,0.9482,0.9884,0.6944
166,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_166.pt,0.6917,0.9481,0.9884,0.6917
167,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_167.pt,0.6889,0.9478,0.9883,0.6889
168,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_168.pt,0.6903,0.9476,0.9882,0.6903
169,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_169.pt,0.6889,0.9472,0.9881,0.6889
170,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_170.pt,0.6875,0.9470,0.9881,0.6875
171,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_171.pt,0.6861,0.9467,0.9880,0.6861
172,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_172.pt,0.6875,0.9466,0.9879,0.6875
173,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_173.pt,0.6861,0.9466,0.9879,0.6861
174,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_174.pt,0.6847,0.9466,0.9879,0.6847
175,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_175.pt,0.6847,0.9465,0.9878,0.6847
176,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_176.pt,0.6819,0.9465,0.9879,0.6833
177,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_177.pt,0.6847,0.9463,0.9878,0.6847
178,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_178.pt,0.6847,0.9460,0.9877,0.6847
179,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_179.pt,0.6847,0.9458,0.9877,0.6833
180,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_180.pt,0.6819,0.9457,0.9876,0.6819
181,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_181.pt,0.6792,0.9456,0.9876,0.6806
182,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_182.pt,0.6806,0.9454,0.9876,0.6806
183,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_183.pt,0.6819,0.9452,0.9875,0.6819
184,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_184.pt,0.6819,0.9451,0.9875,0.6819
185,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_185.pt,0.6833,0.9449,0.9874,0.6833
186,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_186.pt,0.6833,0.9449,0.9874,0.6833
187,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_187.pt,0.6833,0.9447,0.9874,0.6833
188,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_188.pt,0.6847,0.9444,0.9873,0.6861
189,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_189.pt,0.6875,0.9442,0.9872,0.6889
190,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_190.pt,0.6889,0.9442,0.9872,0.6889
191,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_191.pt,0.6875,0.9441,0.9872,0.6875
192,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_192.pt,0.6875,0.9439,0.9872,0.6875
193,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_193.pt,0.6875,0.9440,0.9872,0.6875
194,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_194.pt,0.6875,0.9439,0.9872,0.6875
195,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_195.pt,0.6875,0.9440,0.9872,0.6875
196,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_196.pt,0.6875,0.9439,0.9872,0.6875
197,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_197.pt,0.6875,0.9438,0.9871,0.6875
198,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_198.pt,0.6889,0.9437,0.9871,0.6889
199,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_199.pt,0.6889,0.9436,0.9871,0.6889
200,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11x_cls6_formal_200ep\weights\epoch_200.pt,0.6903,0.9434,0.9870,0.6903
