epoch,checkpoint_path,Accuracy,AUROC,AUPRC,top1_acc
135,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_135.pt,0.6708,0.9418,0.9869,0.6708
136,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_136.pt,0.6708,0.9428,0.9872,0.6708
137,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_137.pt,0.6681,0.9437,0.9874,0.6681
138,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_138.pt,0.6681,0.9442,0.9875,0.6681
139,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_139.pt,0.6653,0.9441,0.9875,0.6653
140,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_140.pt,0.6625,0.9438,0.9876,0.6639
141,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_141.pt,0.6667,0.9435,0.9874,0.6653
142,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_142.pt,0.6681,0.9433,0.9874,0.6681
143,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_143.pt,0.6708,0.9435,0.9875,0.6708
144,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_144.pt,0.6694,0.9437,0.9875,0.6694
145,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_145.pt,0.6653,0.9434,0.9874,0.6667
146,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_146.pt,0.6639,0.9430,0.9874,0.6639
147,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_147.pt,0.6681,0.9440,0.9876,0.6681
148,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_148.pt,0.6722,0.9444,0.9876,0.6722
149,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_149.pt,0.6750,0.9447,0.9877,0.6736
150,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_150.pt,0.6708,0.9449,0.9878,0.6694
151,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_151.pt,0.6736,0.9448,0.9878,0.6736
152,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_152.pt,0.6778,0.9452,0.9878,0.6778
153,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_153.pt,0.6778,0.9452,0.9878,0.6792
154,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_154.pt,0.6819,0.9451,0.9878,0.6819
155,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_155.pt,0.6764,0.9453,0.9878,0.6750
156,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_156.pt,0.6778,0.9455,0.9879,0.6778
157,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_157.pt,0.6778,0.9453,0.9879,0.6764
158,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_158.pt,0.6778,0.9453,0.9878,0.6778
159,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_159.pt,0.6806,0.9458,0.9880,0.6806
160,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_160.pt,0.6792,0.9455,0.9879,0.6792
161,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_161.pt,0.6792,0.9456,0.9879,0.6792
162,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_162.pt,0.6792,0.9455,0.9878,0.6792
163,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_163.pt,0.6736,0.9457,0.9879,0.6750
164,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_164.pt,0.6736,0.9456,0.9879,0.6750
165,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_165.pt,0.6792,0.9456,0.9879,0.6778
166,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_166.pt,0.6806,0.9457,0.9879,0.6806
167,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_167.pt,0.6792,0.9457,0.9879,0.6792
168,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_168.pt,0.6778,0.9457,0.9879,0.6778
169,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_169.pt,0.6778,0.9458,0.9879,0.6778
170,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_170.pt,0.6792,0.9459,0.9880,0.6792
171,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_171.pt,0.6778,0.9460,0.9880,0.6778
172,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_172.pt,0.6778,0.9458,0.9879,0.6778
173,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_173.pt,0.6792,0.9458,0.9879,0.6778
174,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_174.pt,0.6764,0.9458,0.9879,0.6778
175,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_175.pt,0.6778,0.9456,0.9879,0.6778
176,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_176.pt,0.6764,0.9455,0.9879,0.6764
177,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_177.pt,0.6750,0.9454,0.9878,0.6750
178,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_178.pt,0.6722,0.9451,0.9877,0.6722
179,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_179.pt,0.6708,0.9450,0.9877,0.6708
180,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_180.pt,0.6653,0.9447,0.9877,0.6667
181,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_181.pt,0.6667,0.9444,0.9876,0.6653
182,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_182.pt,0.6639,0.9440,0.9875,0.6639
183,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_183.pt,0.6667,0.9439,0.9875,0.6667
184,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_184.pt,0.6681,0.9438,0.9874,0.6667
185,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_185.pt,0.6681,0.9437,0.9874,0.6667
186,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_186.pt,0.6653,0.9438,0.9874,0.6667
187,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_187.pt,0.6653,0.9436,0.9874,0.6653
188,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_188.pt,0.6667,0.9435,0.9874,0.6681
189,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_189.pt,0.6694,0.9433,0.9873,0.6681
190,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_190.pt,0.6681,0.9432,0.9873,0.6681
191,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_191.pt,0.6667,0.9429,0.9872,0.6667
192,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_192.pt,0.6639,0.9427,0.9872,0.6639
193,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_193.pt,0.6597,0.9426,0.9871,0.6597
194,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_194.pt,0.6597,0.9424,0.9871,0.6597
195,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_195.pt,0.6597,0.9422,0.9870,0.6597
196,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_196.pt,0.6625,0.9422,0.9870,0.6625
197,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_197.pt,0.6639,0.9421,0.9870,0.6625
198,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_198.pt,0.6639,0.9422,0.9870,0.6653
199,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_199.pt,0.6653,0.9421,0.9870,0.6653
200,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_200.pt,0.6681,0.9421,0.9870,0.6681
