bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,36,0.180212,0.055556,0.124656
2,0.2,0.3,23,0.235142,0.217391,0.017751
3,0.3,0.4,427,0.382097,0.925059,0.542962
4,0.4,0.5,18,0.401817,1.0,0.598183
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
