bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,42,0.046788,0.071429,0.024641
1,0.1,0.2,22,0.148714,0.136364,0.01235
2,0.2,0.3,15,0.250317,0.2,0.050317
3,0.3,0.4,10,0.339544,0.2,0.139544
4,0.4,0.5,13,0.434983,0.461538,0.026555
5,0.5,0.6,19,0.554995,0.736842,0.181847
6,0.6,0.7,22,0.650041,0.818182,0.168141
7,0.7,0.8,29,0.750266,0.758621,0.008355
8,0.8,0.9,48,0.862531,0.895833,0.033302
9,0.9,1.0,500,0.98417,0.972,0.01217
