bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,43,0.037448,0.069767,0.03232
1,0.1,0.2,20,0.142047,0.2,0.057953
2,0.2,0.3,14,0.24066,0.142857,0.097803
3,0.3,0.4,9,0.361535,0.111111,0.250424
4,0.4,0.5,9,0.439983,0.333333,0.10665
5,0.5,0.6,13,0.553927,0.846154,0.292226
6,0.6,0.7,8,0.666234,0.375,0.291234
7,0.7,0.8,24,0.747373,0.708333,0.039039
8,0.8,0.9,30,0.847688,0.8,0.047688
9,0.9,1.0,550,0.986339,0.967273,0.019066
