epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch0.pt,1,1,1.831939,0.15,0.22,0.440476,0.559524,0.918322,0.89881
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch1.pt,1,1,1.90572,0.11,0.13,0.297619,0.357143,0.885106,0.93254
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch2.pt,1,1,2.045941,0.24,0.31,0.285714,0.428571,0.896552,0.920635
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch3.pt,1,1,1.305475,0.1,0.1,0.357143,0.357143,0.885593,0.936508
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch4.pt,1,1,1.442275,0.3,0.32,0.404762,0.428571,0.896552,0.920635
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch5.pt,1,1,1.481493,0.17,0.31,0.27381,0.464286,0.902386,0.914683
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch6.pt,1,1,1.360803,0.14,0.23,0.27381,0.440476,0.898488,0.918651
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch7.pt,1,1,1.648433,0.22,0.31,0.392857,0.5,0.908297,0.90873
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch8.pt,1,1,1.326505,0.25,0.34,0.380952,0.440476,0.898488,0.918651
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch9.pt,1,1,1.36364,0.13,0.22,0.142857,0.392857,0.890792,0.926587
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch10.pt,1,1,1.396134,0.17,0.21,0.416667,0.511905,0.910284,0.906746
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch11.pt,1,1,1.580836,0.2,0.25,0.357143,0.428571,0.896774,0.922619
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch12.pt,1,1,1.465894,0.22,0.29,0.357143,0.452381,0.900648,0.918651
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch13.pt,1,1,1.482902,0.17,0.21,0.369048,0.416667,0.894624,0.922619
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch14.pt,1,1,1.780746,0.2,0.27,0.25,0.357143,0.885106,0.93254
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch15.pt,1,1,1.3847,0.2,0.23,0.380952,0.428571,0.896552,0.920635
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch16.pt,1,1,1.54404,0.06,0.08,0.214286,0.333333,0.881356,0.936508
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch17.pt,1,1,1.61996,0.23,0.27,0.345238,0.428571,0.896774,0.922619
19,epoch18.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch18.pt,1,1,1.877585,0.3,0.3,0.47619,0.47619,0.904968,0.918651
20,epoch19.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch19.pt,1,1,1.853063,0.27,0.28,0.488095,0.5,0.908497,0.910714
21,epoch20.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch20.pt,1,1,1.755387,0.28,0.31,0.404762,0.416667,0.89485,0.924603
22,epoch21.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch21.pt,1,1,1.357434,0.14,0.16,0.369048,0.428571,0.896552,0.920635
23,epoch22.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch22.pt,1,1,1.743863,0.27,0.3,0.440476,0.488095,0.906522,0.912698
24,epoch23.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch23.pt,1,1,1.99284,0.35,0.35,0.369048,0.369048,0.887473,0.934524
25,epoch24.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch24.pt,1,1,1.778631,0.26,0.31,0.392857,0.488095,0.906318,0.910714
26,epoch25.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch25.pt,1,1,1.822047,0.35,0.35,0.52381,0.52381,0.912664,0.90873
27,epoch26.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch26.pt,1,1,1.722971,0.17,0.26,0.416667,0.52381,0.912473,0.906746
28,epoch27.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch27.pt,1,1,1.952317,0.26,0.29,0.357143,0.428571,0.896774,0.922619
29,epoch28.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch28.pt,1,1,1.460579,0.07,0.08,0.285714,0.297619,0.87605,0.944444
30,epoch29.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch29.pt,1,1,1.640626,0.07,0.11,0.22619,0.297619,0.875789,0.94246
31,epoch30.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch30.pt,1,1,2.069403,0.22,0.26,0.345238,0.380952,0.889126,0.930556
32,epoch31.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch31.pt,1,1,1.555948,0.17,0.27,0.404762,0.511905,0.910284,0.906746
33,epoch32.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch32.pt,1,1,2.083818,0.12,0.2,0.190476,0.380952,0.888889,0.928571
34,epoch33.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch33.pt,1,1,2.039145,0.14,0.33,0.214286,0.5,0.908497,0.910714
35,epoch34.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch34.pt,1,1,1.731302,0.21,0.24,0.309524,0.345238,0.883227,0.934524
36,epoch35.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch35.pt,1,1,1.944863,0.24,0.29,0.404762,0.440476,0.898488,0.918651
37,epoch36.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch36.pt,1,1,2.044635,0.04,0.14,0.059524,0.392857,0.890792,0.926587
38,epoch37.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch37.pt,1,1,1.981096,0.18,0.2,0.416667,0.440476,0.898707,0.920635
39,epoch38.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch38.pt,1,1,1.858228,0.19,0.26,0.392857,0.452381,0.900433,0.916667
40,epoch39.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch39.pt,1,1,1.827242,0.27,0.28,0.416667,0.440476,0.898707,0.920635
41,epoch40.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch40.pt,1,1,1.982552,0.29,0.31,0.392857,0.416667,0.89485,0.924603
42,epoch41.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch41.pt,1,1,2.044945,0.23,0.23,0.464286,0.464286,0.902808,0.918651
43,epoch42.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch42.pt,1,1,1.862461,0.18,0.22,0.357143,0.428571,0.896552,0.920635
44,epoch43.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch43.pt,1,1,2.131209,0.3,0.35,0.440476,0.52381,0.912281,0.904762
45,epoch44.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch44.pt,1,1,1.864113,0.18,0.2,0.416667,0.464286,0.902386,0.914683
46,epoch45.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch45.pt,1,1,2.239837,0.13,0.17,0.238095,0.321429,0.879493,0.938492
47,epoch46.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch46.pt,1,1,2.283854,0.18,0.27,0.297619,0.416667,0.894624,0.922619
48,epoch47.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\F-RT\weights\epoch47.pt,1,1,1.86099,0.2,0.28,0.404762,0.5,0.908297,0.90873
