bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,18,0.036315,0.166667,0.130352
1,0.1,0.2,22,0.153516,0.090909,0.062607
2,0.2,0.3,15,0.254207,0.2,0.054207
3,0.3,0.4,6,0.355882,0.333333,0.022549
4,0.4,0.5,10,0.445858,0.3,0.145858
5,0.5,0.6,10,0.539264,0.9,0.360736
6,0.6,0.7,16,0.663991,0.75,0.086009
7,0.7,0.8,19,0.752777,0.631579,0.121198
8,0.8,0.9,37,0.863512,0.891892,0.02838
9,0.9,1.0,351,0.979235,0.97151,0.007725
