bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,53,0.021402,0.056604,0.035201
1,0.1,0.2,8,0.12301,0.25,0.12699
2,0.2,0.3,10,0.254301,0.1,0.154301
3,0.3,0.4,4,0.322093,0.25,0.072093
4,0.4,0.5,8,0.45298,0.5,0.04702
5,0.5,0.6,12,0.550982,0.583333,0.032352
6,0.6,0.7,7,0.649987,0.714286,0.064298
7,0.7,0.8,19,0.754221,0.578947,0.175274
8,0.8,0.9,35,0.85577,0.742857,0.112913
9,0.9,1.0,564,0.9863,0.957447,0.028853
