bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,20,0.052413,0.05,0.002413
1,0.1,0.2,20,0.152915,0.1,0.052915
2,0.2,0.3,16,0.261121,0.5625,0.301379
3,0.3,0.4,12,0.344414,0.333333,0.01108
4,0.4,0.5,15,0.441125,0.266667,0.174459
5,0.5,0.6,9,0.551154,0.888889,0.337735
6,0.6,0.7,14,0.649769,0.928571,0.278803
7,0.7,0.8,35,0.75065,0.914286,0.163635
8,0.8,0.9,46,0.853979,0.847826,0.006153
9,0.9,1.0,317,0.978135,0.971609,0.006526
