bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,18,0.050757,0.0,0.050757
1,0.1,0.2,18,0.145329,0.166667,0.021337
2,0.2,0.3,12,0.245687,0.25,0.004313
3,0.3,0.4,11,0.347836,0.181818,0.166018
4,0.4,0.5,10,0.456699,0.4,0.056699
5,0.5,0.6,12,0.558334,0.583333,0.024999
6,0.6,0.7,19,0.64667,0.894737,0.248067
7,0.7,0.8,23,0.744237,0.652174,0.092063
8,0.8,0.9,43,0.851334,0.837209,0.014125
9,0.9,1.0,338,0.976611,0.985207,0.008596
