                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.41758,                0.87222,                      1,                0.45172,              0.0033173,              0.0033173,              0.0033173
                      2,                0.37246,                0.83194,                      1,                0.49683,              0.0066177,              0.0066177,              0.0066177
                      3,                0.39354,                0.85417,                      1,                0.49119,              0.0098851,              0.0098851,              0.0098851
                      4,                0.40255,                0.86111,                      1,                0.48429,              0.0098515,              0.0098515,              0.0098515
                      5,                0.37386,                0.86389,                      1,                0.46541,               0.009802,               0.009802,               0.009802
                      6,                0.35374,                0.85694,                      1,                0.47701,              0.0097525,              0.0097525,              0.0097525
                      7,                0.35422,                0.87639,                      1,                0.45612,               0.009703,               0.009703,               0.009703
                      8,                0.33679,                0.87361,                      1,                0.46627,              0.0096535,              0.0096535,              0.0096535
                      9,                0.33029,                0.88194,                      1,                0.44893,               0.009604,               0.009604,               0.009604
                     10,                0.32198,                0.87917,                      1,                0.43903,              0.0095545,              0.0095545,              0.0095545
                     11,                0.31616,                0.89444,                      1,                0.42574,               0.009505,               0.009505,               0.009505
                     12,                0.29791,                0.90278,                      1,                0.43837,              0.0094555,              0.0094555,              0.0094555
                     13,                 0.2968,                0.85833,                      1,                0.46855,               0.009406,               0.009406,               0.009406
                     14,                0.28906,                0.88472,                      1,                0.44303,              0.0093565,              0.0093565,              0.0093565
                     15,                0.28771,                0.89861,                      1,                0.42942,               0.009307,               0.009307,               0.009307
                     16,                0.28651,                0.89444,                      1,                0.43526,              0.0092575,              0.0092575,              0.0092575
                     17,                 0.2718,                0.89028,                      1,                0.43309,               0.009208,               0.009208,               0.009208
                     18,                  0.273,                0.88611,                      1,                 0.4291,              0.0091585,              0.0091585,              0.0091585
                     19,                 0.2694,                0.90694,                      1,                0.42253,               0.009109,               0.009109,               0.009109
                     20,                0.26041,                0.89444,                      1,                0.41819,              0.0090595,              0.0090595,              0.0090595
                     21,                0.25075,                0.89722,                      1,                0.41461,                0.00901,                0.00901,                0.00901
                     22,                0.24314,                0.84583,                      1,                0.45837,              0.0089605,              0.0089605,              0.0089605
                     23,                0.24401,                0.93056,                      1,                 0.4055,               0.008911,               0.008911,               0.008911
                     24,                0.23015,                 0.9125,                      1,                0.40584,              0.0088615,              0.0088615,              0.0088615
                     25,                0.23662,                0.90278,                      1,                0.42735,               0.008812,               0.008812,               0.008812
                     26,                0.23577,                0.92083,                      1,                0.40814,              0.0087625,              0.0087625,              0.0087625
                     27,                 0.2215,                0.89861,                      1,                0.41874,               0.008713,               0.008713,               0.008713
                     28,                0.21922,                0.90972,                      1,                0.40395,              0.0086635,              0.0086635,              0.0086635
                     29,                0.21043,                0.89306,                      1,                0.41874,               0.008614,               0.008614,               0.008614
                     30,                0.21488,                0.90694,                      1,                0.41915,              0.0085645,              0.0085645,              0.0085645
                     31,                 0.1997,                0.90694,                      1,                0.40592,               0.008515,               0.008515,               0.008515
                     32,                0.19785,                    0.9,                      1,                0.41463,              0.0084655,              0.0084655,              0.0084655
                     33,                0.20324,                0.91806,                      1,                0.39758,               0.008416,               0.008416,               0.008416
                     34,                0.19286,                0.90694,                      1,                0.40853,              0.0083665,              0.0083665,              0.0083665
                     35,                0.19829,                 0.9125,                      1,                0.40483,               0.008317,               0.008317,               0.008317
                     36,                0.18495,                  0.925,                      1,                0.40127,              0.0082675,              0.0082675,              0.0082675
                     37,                0.19124,                0.91667,                      1,                0.40363,               0.008218,               0.008218,               0.008218
                     38,                0.18103,                0.89861,                      1,                0.41005,              0.0081685,              0.0081685,              0.0081685
                     39,                  0.169,                0.91389,                      1,                0.39854,               0.008119,               0.008119,               0.008119
                     40,                0.17706,                0.90833,                      1,                0.40843,              0.0080695,              0.0080695,              0.0080695
                     41,                0.17567,                0.89722,                      1,                0.41323,                0.00802,                0.00802,                0.00802
                     42,                0.16571,                0.91944,                      1,                0.39911,              0.0079705,              0.0079705,              0.0079705
                     43,                0.16963,                0.88889,                      1,                0.42432,               0.007921,               0.007921,               0.007921
