bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,63,0.018032,0.063492,0.04546
1,0.1,0.2,14,0.141611,0.071429,0.070182
2,0.2,0.3,7,0.242656,0.571429,0.328773
3,0.3,0.4,10,0.338944,0.3,0.038944
4,0.4,0.5,9,0.441818,0.333333,0.108484
5,0.5,0.6,8,0.567855,0.75,0.182145
6,0.6,0.7,11,0.642933,0.818182,0.175249
7,0.7,0.8,16,0.745263,0.8125,0.067237
8,0.8,0.9,12,0.847931,1.0,0.152069
9,0.9,1.0,570,0.991897,0.95614,0.035757
