                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5125,                0.51944,                0.98056,                  1.602,               0.003321,               0.003321,               0.003321
                      2,                 1.3754,                0.44444,                0.95694,                 1.6417,              0.0066214,              0.0066214,              0.0066214
                      3,                   1.39,                0.45833,                0.98194,                 1.6427,              0.0098888,              0.0098888,              0.0098888
                      4,                 1.3685,                0.50139,                0.97361,                 1.5824,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.3488,                0.48472,                0.97639,                 1.5796,               0.009802,               0.009802,               0.009802
                      6,                 1.2777,                0.52083,                 0.9875,                 1.5657,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.2434,                0.53472,                0.98333,                 1.5547,               0.009703,               0.009703,               0.009703
                      8,                 1.1963,                0.48889,                0.98472,                 1.5598,              0.0096535,              0.0096535,              0.0096535
                      9,                 1.1883,                0.50833,                0.99306,                  1.563,               0.009604,               0.009604,               0.009604
                     10,                 1.1528,                0.55417,                0.98611,                 1.5332,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.1379,                0.57083,                0.99028,                 1.5174,               0.009505,               0.009505,               0.009505
                     12,                 1.1143,                0.58611,                0.98611,                 1.5096,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.1072,                0.55833,                0.98889,                 1.5129,               0.009406,               0.009406,               0.009406
                     14,                 1.0916,                0.57639,                0.99583,                 1.5048,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.0774,                0.57083,                 0.9875,                 1.4973,               0.009307,               0.009307,               0.009307
                     16,                 1.0501,                0.57361,                0.99028,                 1.5018,              0.0092575,              0.0092575,              0.0092575
                     17,                  1.035,                0.60278,                0.99444,                 1.4821,               0.009208,               0.009208,               0.009208
                     18,                 1.0329,                 0.5875,                0.98611,                 1.4863,              0.0091585,              0.0091585,              0.0091585
                     19,                  1.026,                0.58611,                0.99306,                 1.4999,               0.009109,               0.009109,               0.009109
                     20,                0.99432,                0.60694,                0.99167,                 1.4734,              0.0090595,              0.0090595,              0.0090595
                     21,                0.98465,                0.60694,                0.99306,                 1.4673,                0.00901,                0.00901,                0.00901
                     22,                0.96613,                0.61806,                0.99028,                 1.4678,              0.0089605,              0.0089605,              0.0089605
                     23,                0.95439,                0.60556,                0.99583,                 1.4658,               0.008911,               0.008911,               0.008911
                     24,                0.96246,                0.63056,                0.98889,                 1.4703,              0.0088615,              0.0088615,              0.0088615
                     25,                0.94023,                0.60972,                0.99306,                 1.4584,               0.008812,               0.008812,               0.008812
                     26,                0.92109,                0.60972,                0.99444,                 1.4592,              0.0087625,              0.0087625,              0.0087625
                     27,                0.91527,                0.60694,                0.99583,                 1.4563,               0.008713,               0.008713,               0.008713
                     28,                0.90818,                0.59167,                0.99444,                 1.4728,              0.0086635,              0.0086635,              0.0086635
                     29,                0.88489,                0.59722,                0.99444,                  1.474,               0.008614,               0.008614,               0.008614
                     30,                0.90761,                0.60833,                0.98889,                 1.4617,              0.0085645,              0.0085645,              0.0085645
                     31,                0.88487,                0.60972,                0.99444,                 1.4696,               0.008515,               0.008515,               0.008515
                     32,                0.87473,                0.61667,                0.99583,                 1.4565,              0.0084655,              0.0084655,              0.0084655
                     33,                0.83785,                 0.6125,                0.99444,                 1.4604,               0.008416,               0.008416,               0.008416
                     34,                0.84972,                0.59722,                0.98889,                 1.4683,              0.0083665,              0.0083665,              0.0083665
                     35,                0.83779,                0.62222,                0.99306,                 1.4459,               0.008317,               0.008317,               0.008317
                     36,                 0.8335,                  0.625,                0.99722,                 1.4461,              0.0082675,              0.0082675,              0.0082675
                     37,                0.82278,                0.65556,                0.99167,                 1.4207,               0.008218,               0.008218,               0.008218
                     38,                0.80317,                0.62917,                0.99306,                 1.4447,              0.0081685,              0.0081685,              0.0081685
                     39,                0.78893,                0.64028,                0.99306,                 1.4303,               0.008119,               0.008119,               0.008119
                     40,                0.79737,                0.64306,                0.99306,                 1.4357,              0.0080695,              0.0080695,              0.0080695
                     41,                0.79082,                  0.625,                0.99167,                 1.4376,                0.00802,                0.00802,                0.00802
                     42,                0.76323,                0.61389,                0.99028,                 1.4378,              0.0079705,              0.0079705,              0.0079705
                     43,                0.76783,                0.63472,                0.99167,                 1.4314,               0.007921,               0.007921,               0.007921
                     44,                0.75004,                0.61806,                0.99722,                 1.4409,              0.0078715,              0.0078715,              0.0078715
                     45,                0.74356,                0.62083,                0.99583,                 1.4402,               0.007822,               0.007822,               0.007822
                     46,                 0.7349,                0.62778,                0.99444,                 1.4353,              0.0077725,              0.0077725,              0.0077725
                     47,                0.73851,                0.65417,                0.99444,                  1.424,               0.007723,               0.007723,               0.007723
                     48,                0.71774,                0.64444,                0.99722,                 1.4259,              0.0076735,              0.0076735,              0.0076735
                     49,                0.70212,                0.62083,                0.99028,                 1.4335,               0.007624,               0.007624,               0.007624
                     50,                0.70246,                0.63056,                0.99306,                 1.4298,              0.0075745,              0.0075745,              0.0075745
                     51,                0.68246,                0.64028,                0.99583,                 1.4221,               0.007525,               0.007525,               0.007525
                     52,                  0.672,                0.64722,                0.99722,                 1.4153,              0.0074755,              0.0074755,              0.0074755
                     53,                0.67456,                0.64444,                0.99583,                 1.4163,               0.007426,               0.007426,               0.007426
                     54,                0.65236,                0.64306,                0.99444,                  1.419,              0.0073765,              0.0073765,              0.0073765
                     55,                0.63819,                0.62917,                0.99722,                 1.4217,               0.007327,               0.007327,               0.007327
                     56,                0.64325,                0.64028,                0.99583,                 1.4109,              0.0072775,              0.0072775,              0.0072775
                     57,                0.62404,                   0.65,                0.99444,                 1.4098,               0.007228,               0.007228,               0.007228
                     58,                 0.6253,                0.63194,                0.99028,                 1.4176,              0.0071785,              0.0071785,              0.0071785
                     59,                0.62222,                0.64861,                0.99167,                 1.3997,               0.007129,               0.007129,               0.007129
                     60,                0.61816,                0.65417,                0.99306,                 1.4023,              0.0070795,              0.0070795,              0.0070795
                     61,                 0.6022,                0.64861,                0.99306,                 1.4058,                0.00703,                0.00703,                0.00703
                     62,                0.60037,                0.64861,                0.99167,                 1.4048,              0.0069805,              0.0069805,              0.0069805
                     63,                0.57582,                0.65972,                0.99167,                 1.4006,               0.006931,               0.006931,               0.006931
                     64,                0.57008,                0.65278,                0.99583,                 1.3984,              0.0068815,              0.0068815,              0.0068815
                     65,                0.56498,                0.66389,                0.98889,                 1.3973,               0.006832,               0.006832,               0.006832
                     66,                0.55424,                0.66111,                0.99306,                 1.4001,              0.0067825,              0.0067825,              0.0067825
                     67,                0.53896,                0.65833,                0.99444,                 1.3966,               0.006733,               0.006733,               0.006733
                     68,                0.54957,                0.65417,                0.99444,                 1.4008,              0.0066835,              0.0066835,              0.0066835
                     69,                0.54063,                 0.6625,                0.99722,                 1.3904,               0.006634,               0.006634,               0.006634
                     70,                0.53191,                0.65833,                0.99028,                 1.3897,              0.0065845,              0.0065845,              0.0065845
                     71,                0.51115,                0.64028,                0.99167,                 1.4081,               0.006535,               0.006535,               0.006535
                     72,                0.49595,                0.63056,                0.99167,                 1.4062,              0.0064855,              0.0064855,              0.0064855
                     73,                0.51677,                0.66389,                0.99444,                 1.3901,               0.006436,               0.006436,               0.006436
                     74,                0.48594,                0.66528,                0.99722,                 1.3863,              0.0063865,              0.0063865,              0.0063865
                     75,                0.46127,                0.66389,                0.99444,                 1.3864,               0.006337,               0.006337,               0.006337
                     76,                0.46152,                0.65139,                0.99306,                 1.3993,              0.0062875,              0.0062875,              0.0062875
                     77,                0.46853,                0.66111,                0.99306,                 1.3966,               0.006238,               0.006238,               0.006238
                     78,                0.46506,                0.65972,                0.99583,                  1.388,              0.0061885,              0.0061885,              0.0061885
                     79,                0.45217,                 0.6625,                0.99167,                 1.3871,               0.006139,               0.006139,               0.006139
                     80,                0.42878,                 0.6625,                0.98889,                  1.391,              0.0060895,              0.0060895,              0.0060895
                     81,                0.43958,                0.65556,                0.99444,                 1.3917,                0.00604,                0.00604,                0.00604
                     82,                0.42052,                0.66528,                0.99306,                 1.3902,              0.0059905,              0.0059905,              0.0059905
                     83,                0.43045,                0.65833,                0.99444,                 1.3896,               0.005941,               0.005941,               0.005941
                     84,                 0.4283,                0.62778,                0.99444,                 1.4038,              0.0058915,              0.0058915,              0.0058915
                     85,                0.41417,                0.64722,                0.99028,                 1.3919,               0.005842,               0.005842,               0.005842
                     86,                0.39448,                0.64861,                0.99306,                  1.399,              0.0057925,              0.0057925,              0.0057925
                     87,                0.39947,                0.65556,                0.99167,                    1.4,               0.005743,               0.005743,               0.005743
                     88,                0.40599,                0.66667,                0.98889,                 1.3875,              0.0056935,              0.0056935,              0.0056935
                     89,                 0.3871,                0.64583,                0.99306,                 1.3924,               0.005644,               0.005644,               0.005644
                     90,                0.37114,                0.66528,                0.99306,                 1.3889,              0.0055945,              0.0055945,              0.0055945
                     91,                0.36497,                0.65972,                0.99306,                   1.39,               0.005545,               0.005545,               0.005545
                     92,                0.35724,                0.65278,                0.99444,                 1.3949,              0.0054955,              0.0054955,              0.0054955
                     93,                0.36717,                 0.6625,                0.99306,                 1.3861,               0.005446,               0.005446,               0.005446
                     94,                0.34682,                0.67083,                0.99583,                 1.3734,              0.0053965,              0.0053965,              0.0053965
                     95,                0.34758,                0.66806,                0.99583,                 1.3768,               0.005347,               0.005347,               0.005347
                     96,                0.34938,                0.65972,                0.99722,                 1.3801,              0.0052975,              0.0052975,              0.0052975
                     97,                   0.33,                0.66389,                0.99583,                 1.3813,               0.005248,               0.005248,               0.005248
                     98,                0.33146,                0.65556,                0.99444,                 1.3859,              0.0051985,              0.0051985,              0.0051985
                     99,                 0.3326,                0.66667,                0.99306,                 1.3792,               0.005149,               0.005149,               0.005149
                    100,                0.32098,                0.66944,                0.99306,                 1.3817,              0.0050995,              0.0050995,              0.0050995
                    101,                0.32392,                0.67083,                0.99306,                 1.3783,                0.00505,                0.00505,                0.00505
                    102,                0.32519,                0.67778,                0.99722,                 1.3755,              0.0050005,              0.0050005,              0.0050005
                    103,                0.32348,                0.67083,                0.99444,                 1.3728,               0.004951,               0.004951,               0.004951
                    104,                0.31073,                0.67778,                0.99444,                 1.3734,              0.0049015,              0.0049015,              0.0049015
                    105,                0.30745,                0.67361,                0.99583,                 1.3744,               0.004852,               0.004852,               0.004852
                    106,                0.28506,                0.68056,                0.99583,                 1.3682,              0.0048025,              0.0048025,              0.0048025
                    107,                0.28849,                  0.675,                0.99722,                 1.3778,               0.004753,               0.004753,               0.004753
                    108,                0.28412,                0.66389,                0.99583,                 1.3828,              0.0047035,              0.0047035,              0.0047035
                    109,                0.29284,                 0.6625,                0.99583,                 1.3832,               0.004654,               0.004654,               0.004654
                    110,                0.27845,                0.65972,                0.99583,                  1.384,              0.0046045,              0.0046045,              0.0046045
                    111,                0.28751,                0.67222,                      1,                 1.3798,               0.004555,               0.004555,               0.004555
                    112,                0.27607,                0.67778,                0.99861,                 1.3789,              0.0045055,              0.0045055,              0.0045055
                    113,                0.26928,                0.68056,                0.99583,                 1.3747,               0.004456,               0.004456,               0.004456
                    114,                0.25732,                0.67778,                0.99722,                 1.3703,              0.0044065,              0.0044065,              0.0044065
                    115,                0.27324,                0.67778,                0.99861,                 1.3728,               0.004357,               0.004357,               0.004357
                    116,                0.25654,                0.67778,                0.99861,                 1.3732,              0.0043075,              0.0043075,              0.0043075
                    117,                0.24036,                0.68333,                      1,                   1.37,               0.004258,               0.004258,               0.004258
                    118,                0.23211,                0.68194,                0.99861,                 1.3716,              0.0042085,              0.0042085,              0.0042085
                    119,                0.24825,                0.67639,                0.99583,                 1.3755,               0.004159,               0.004159,               0.004159
                    120,                0.22398,                0.67361,                0.99722,                 1.3782,              0.0041095,              0.0041095,              0.0041095
                    121,                0.23504,                0.66111,                0.99444,                 1.3787,                0.00406,                0.00406,                0.00406
                    122,                0.22943,                0.66389,                0.99444,                 1.3773,              0.0040105,              0.0040105,              0.0040105
                    123,                0.23911,                0.65833,                0.99306,                 1.3771,               0.003961,               0.003961,               0.003961
                    124,                 0.2271,                0.67083,                0.99444,                 1.3762,              0.0039115,              0.0039115,              0.0039115
                    125,                0.19776,                0.66806,                0.99167,                 1.3754,               0.003862,               0.003862,               0.003862
                    126,                0.21635,                0.66806,                0.99583,                 1.3749,              0.0038125,              0.0038125,              0.0038125
                    127,                0.21657,                0.67778,                0.99444,                 1.3731,               0.003763,               0.003763,               0.003763
                    128,                 0.1985,                0.67222,                0.99583,                 1.3716,              0.0037135,              0.0037135,              0.0037135
                    129,                0.20052,                0.66944,                0.99583,                 1.3715,               0.003664,               0.003664,               0.003664
                    130,                0.20741,                0.67222,                0.99583,                 1.3741,              0.0036145,              0.0036145,              0.0036145
                    131,                0.18897,                 0.6625,                0.99444,                 1.3758,               0.003565,               0.003565,               0.003565
                    132,                0.20165,                0.65833,                0.99444,                 1.3761,              0.0035155,              0.0035155,              0.0035155
                    133,                0.18632,                0.66111,                0.99444,                 1.3749,               0.003466,               0.003466,               0.003466
                    134,                0.18262,                0.65694,                0.99444,                 1.3748,              0.0034165,              0.0034165,              0.0034165
                    135,                 0.1699,                0.67083,                0.99306,                 1.3735,               0.003367,               0.003367,               0.003367
                    136,                0.16444,                0.67083,                0.99444,                 1.3738,              0.0033175,              0.0033175,              0.0033175
                    137,                0.15762,                0.66806,                0.99583,                 1.3728,               0.003268,               0.003268,               0.003268
                    138,                0.17654,                0.66806,                0.99583,                 1.3727,              0.0032185,              0.0032185,              0.0032185
                    139,                0.17154,                0.66528,                0.99583,                 1.3723,               0.003169,               0.003169,               0.003169
                    140,                0.16275,                0.66389,                0.99722,                 1.3722,              0.0031195,              0.0031195,              0.0031195
                    141,                0.14825,                0.66528,                0.99722,                 1.3717,                0.00307,                0.00307,                0.00307
                    142,                0.16852,                0.66806,                0.99722,                 1.3715,              0.0030205,              0.0030205,              0.0030205
                    143,                0.15836,                0.67083,                0.99722,                 1.3723,               0.002971,               0.002971,               0.002971
