bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.3,18,0.284295,0.055556,0.228739
3,0.3,0.4,28,0.339779,0.107143,0.232636
4,0.4,0.5,436,0.489757,0.917431,0.427674
5,0.5,0.6,22,0.504741,0.727273,0.222532
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
